X,y
0.61,8.22
8.23,31.32
2.83,8.83
2.68,15.42
9.42,30.86
1.44,0.97
9.72,23.23
1.57,1.1
9.04,23.2
2.05,6.32
4.94,8.45
6.01,26.62
1.25,-0.92
9.41,28.62
4.13,8.78
4.34,9.07
3.72,13.87
1.98,8.76
1.77,6.79
3.05,4.24
8.79,22.02
2.95,6.46
0.37,1.36
2.0,13.36
7.55,25.38
5.05,15.53
0.17,16.06
5.31,13.99
1.52,17.16
6.16,31.1
7.88,19.18
0.35,-9.63
6.15,13.7
6.45,23.67
8.37,25.06
3.27,7.3
3.27,6.17
2.09,3.17
7.13,11.97
3.44,17.21
3.39,10.79
1.5,6.59
5.33,17.89
9.73,35.49
9.91,29.29
4.04,18.93
5.69,19.24
9.68,34.09
1.04,10.56
7.72,25.46
4.62,14.47
4.86,25.04
4.67,20.02
6.02,13.8
9.39,16.74
9.05,24.94
3.05,13.24
9.01,29.37
4.9,23.77
0.74,0.1
1.39,1.39
0.36,8.82
4.16,12.93
4.56,9.45
3.82,14.2
6.51,17.05
3.05,11.64
4.0,16.35
9.71,34.13
7.19,19.87
6.05,20.34
0.16,7.05
0.78,-6.9
1.44,1.95
8.55,31.38
1.66,12.99
3.75,-0.1
4.75,17.44
6.03,19.41
7.03,14.72
1.46,5.05
5.55,7.22
9.11,17.96
7.08,22.39
1.21,16.3
1.13,13.7
2.22,11.17
5.31,12.11
0.31,5.18
4.31,6.34
0.95,11.78
3.85,23.15
6.73,20.21
9.64,34.12
2.71,4.64
6.23,30.39
9.87,19.23
8.65,29.15
8.18,17.59
1.39,6.55
8.43,32.87
6.42,21.36
1.37,5.89
1.78,6.95
3.61,3.87
2.91,18.62
8.39,33.14
9.76,28.68
1.16,-4.39
9.1,19.33
1.03,1.92
9.28,27.35
6.69,23.76
0.39,2.87
9.29,28.65
7.15,31.52
6.81,13.41
3.99,10.61
7.29,27.08
3.2,21.04
4.61,16.42
2.26,3.44
7.37,22.5
7.19,27.47
6.42,26.62
8.41,28.02
8.19,24.09
8.12,32.51
8.27,24.52
0.56,6.79
7.19,21.95
6.61,15.41
7.28,22.3
5.61,15.24
7.72,24.07
6.12,16.26
4.91,15.46
1.21,9.83
8.7,23.74
2.33,8.53
2.51,15.29
0.22,4.57
1.91,8.68
7.53,16.37
3.65,10.02
2.27,11.79
5.33,23.08
5.49,16.47
9.88,28.48
0.02,12.25
6.74,19.99
9.99,18.59
4.17,8.8
6.08,16.28
3.58,16.83
3.99,21.73
6.03,20.81
3.75,11.5
0.52,6.13
9.37,33.95
1.82,3.65
7.93,18.65
0.97,8.41
2.32,8.69
2.96,17.99
1.05,5.2
8.31,26.76
0.09,9.72
1.14,12.59
5.26,20.35
8.81,29.01
3.89,16.1
3.05,17.27
2.45,14.65
1.18,3.41
9.7,32.49
6.23,17.93
6.23,12.77
2.47,10.18
4.25,21.34
2.71,6.33
4.76,12.5
0.77,9.19
6.06,14.93
2.15,7.67
3.75,14.87
0.77,2.56
6.03,15.59
1.89,5.9
9.51,26.17
3.25,-2.11
6.64,25.41
5.33,20.21
2.5,8.98
0.57,12.16
2.87,5.47
4.42,15.44
9.76,34.93
4.11,16.03
7.92,25.73
2.4,7.27
8.69,25.06
8.39,16.86
5.87,12.3
2.8,17.89
8.74,35.01
5.42,9.85
6.37,14.93
6.61,25.83
7.85,33.95
1.29,-1.51
4.52,12.49
0.87,11.98
4.46,6.81
7.99,25.89
1.13,4.22
0.48,-1.04
1.23,9.52
9.93,26.65
8.47,25.07
2.77,11.29
1.95,12.73
9.12,24.78
1.6,17.02
4.86,23.15
5.89,21.16
1.09,9.55
7.26,22.29
9.4,24.03
2.61,15.48
2.96,15.78
9.44,28.55
4.47,16.49
1.57,9.77
8.73,28.18
8.9,30.79
0.47,11.61
5.12,18.19
3.6,2.13
0.45,10.69
3.56,6.77
0.77,6.76
3.42,13.65
4.01,8.46
6.21,13.18
2.15,2.1
6.18,20.29
8.64,18.71
6.73,21.4
9.15,30.08
2.37,11.6
9.02,29.71
1.3,2.6
8.64,24.74
5.4,23.47
4.39,18.63
8.25,26.01
8.58,21.33
5.32,19.47
6.72,20.01
8.0,30.32
5.98,18.21
5.68,20.03
3.95,19.28
3.9,19.25
1.27,2.29
0.33,6.97
0.36,3.19
5.51,15.4
4.58,13.45
4.0,10.09
5.26,17.54
3.6,24.76
0.33,14.65
7.33,20.57
8.73,26.13
8.15,30.08
6.35,24.78
6.21,23.93
9.7,34.83
7.19,29.67
7.85,27.61
9.04,25.77
0.38,7.01
1.49,15.06
8.25,21.98
6.99,21.33
6.09,20.04
6.27,9.92
7.04,21.01
3.42,9.51
0.47,5.98
0.26,8.0
6.58,18.06
9.72,35.6
0.33,2.95
7.8,37.13
3.68,20.11
4.73,15.71
5.68,14.09
3.67,15.88
9.29,27.86
6.32,16.87
9.87,34.0
0.78,12.71
5.54,19.8
0.65,6.46
4.17,19.53
2.78,16.86
6.54,24.57
7.66,18.84
8.22,22.66
8.72,22.32
6.12,16.11
5.7,15.62
8.57,22.7
4.2,11.45
5.14,10.88
7.38,25.6
6.4,17.15
0.45,0.26
5.78,19.52
1.26,10.76
0.19,-1.04
3.54,15.5
9.3,27.65
0.64,10.57
9.26,27.19
8.24,21.31
3.74,20.23
0.66,5.05
2.52,6.18
3.52,19.38
6.62,18.82
5.72,14.52
9.66,20.32
6.77,13.48
2.0,10.77
8.13,28.54
6.78,26.79
0.8,2.2
4.2,9.91
7.07,21.83
9.82,29.03
5.67,14.32
6.83,17.64
2.16,12.86
9.42,24.73
7.33,17.9
2.96,13.62
3.41,9.48
3.53,12.59
8.29,30.36
5.91,24.22
7.52,34.24
3.36,14.55
1.34,4.31
7.16,26.5
6.41,17.82
5.03,15.44
5.5,17.74
9.61,32.05
0.48,1.2
8.06,26.7
0.34,6.14
1.23,5.8
9.85,31.91
0.99,13.26
4.28,11.59
2.76,13.69
5.23,15.09
3.31,8.05
8.46,28.92
4.94,16.89
9.49,26.65
7.58,23.77
3.54,24.4
9.65,27.26
6.15,26.52
9.33,18.19
6.32,14.46
5.34,13.06
8.69,25.04
5.55,16.49
1.98,1.44
7.01,25.0
1.08,12.39
9.43,35.9
7.37,18.89
5.14,18.82
4.25,17.55
0.41,8.06
3.01,14.26
5.36,14.07
6.04,21.23
9.03,26.83
0.18,7.57
0.74,10.17
5.57,27.2
4.13,17.94
2.46,7.22
9.11,25.09
3.58,11.22
9.79,35.9
2.78,7.31
6.81,18.52
4.95,14.99
0.18,-0.82
5.78,27.61
7.14,8.17
3.72,10.25
7.93,20.05
1.46,10.51
8.04,23.96
1.81,11.51
0.47,10.11
0.05,2.75
2.64,11.98
0.09,8.57
5.55,20.23
5.0,23.34
5.63,16.07
9.63,26.82
0.49,4.59
4.83,19.51
9.44,27.87
6.04,10.52
9.08,27.39
5.83,21.93
7.72,18.48
3.63,18.17
6.07,16.37
4.8,14.54
4.91,11.62
7.16,21.58
3.06,15.55
9.54,27.15
0.22,0.11
4.29,20.42
9.02,29.18
8.9,21.99
6.25,13.52
9.0,26.97
3.7,5.33
9.21,28.66
8.24,29.09
1.82,7.09
9.05,26.43
1.49,14.22
7.41,23.08
6.47,18.76
0.02,1.42
9.89,27.03
6.38,20.58
7.82,34.17
3.51,7.32
2.73,8.42
9.52,30.97
5.4,18.0
3.14,0.25
2.45,6.83
4.65,12.97
1.55,5.21
0.76,18.39
1.44,14.1
5.6,13.25
8.02,19.91
0.18,1.33
0.81,-2.67
0.5,2.27
5.5,11.29
1.25,4.53
8.73,30.1
4.19,19.39
4.69,16.82
2.6,26.05
7.41,27.6
8.0,17.18
6.2,18.71
0.6,0.81
6.55,21.08
1.87,11.87
8.82,22.91
5.67,21.12
0.95,11.08
5.84,9.81
6.8,11.54
6.72,20.26
7.99,27.94
2.98,9.2
4.13,12.52
1.2,7.67
4.97,20.07
3.42,12.7
4.47,16.4
3.42,7.78
2.8,19.92
1.6,7.62
5.77,15.53
5.19,16.46
7.61,20.02
2.18,12.99
0.9,6.08
7.81,26.69
0.43,3.7
7.26,13.03
3.37,14.68
9.21,34.93
5.04,19.64
1.76,5.65
2.62,8.61
0.98,11.14
0.32,11.11
8.05,25.84
8.24,32.88
1.12,10.72
5.21,18.81
1.67,12.33
9.55,16.3
9.74,27.75
3.4,15.68
0.73,4.52
0.27,9.32
4.73,13.12
6.73,21.58
2.77,9.88
9.35,32.27
0.63,10.46
7.23,18.68
3.08,14.05
3.35,13.88
0.07,7.09
5.26,21.92
4.65,17.3
8.16,19.0
9.21,42.96
0.38,-2.93
2.79,12.21
5.75,19.72
9.25,27.98
9.77,27.7
7.22,18.19
9.17,33.58
7.7,16.37
6.04,14.76
5.91,16.67
2.35,12.32
0.96,4.47
4.46,22.85
9.16,24.95
2.25,17.62
6.17,18.11
6.24,15.44
6.39,19.2
1.34,7.44
7.37,23.52
5.84,17.74
0.67,7.24
0.34,1.66
0.28,-1.2
3.9,15.28
5.99,13.52
7.75,26.13
1.32,9.16
5.2,15.65
3.64,21.29
5.97,20.74
2.12,3.6
5.55,17.89
6.13,18.77
8.29,23.9
3.59,12.13
0.83,5.5
8.44,20.27
5.25,21.4
9.64,24.19
1.95,13.85
9.16,24.12
6.86,27.08
9.33,14.43
7.1,22.78
1.86,13.06
7.82,23.06
2.48,5.38
0.66,4.1
1.24,4.26
1.34,8.52
6.75,21.86
2.18,7.3
8.85,22.69
0.81,11.94
0.64,7.22
6.13,23.29
9.39,25.47
2.12,7.72
6.15,19.87
9.17,29.02
8.63,25.87
2.29,13.11
4.27,19.07
8.29,27.76
4.34,9.85
8.04,25.55
0.56,3.4
3.25,20.64
0.94,3.22
2.66,21.08
6.7,16.3
4.79,8.78
4.52,14.77
9.4,31.71
1.97,1.02
0.4,5.79
7.07,19.82
5.75,17.59
2.08,4.23
5.52,24.41
1.78,13.88
9.23,21.17
7.78,27.0
7.49,23.25
3.17,5.71
6.91,19.56
4.34,18.77
9.84,32.52
7.02,24.37
6.29,20.22
0.33,1.61
0.54,-0.06
5.19,20.15
3.39,12.07
5.95,28.28
1.34,7.82
6.09,26.77
9.06,22.46
6.62,17.79
0.9,7.76
4.3,15.74
6.06,12.49
7.29,17.87
7.0,24.74
2.66,13.26
9.13,27.95
9.9,31.63
0.64,6.81
8.52,26.26
6.4,15.14
7.62,26.7
8.43,20.18
7.31,29.6
6.98,24.09
5.81,25.52
4.03,9.45
0.47,0.57
8.84,32.12
8.5,27.15
7.87,21.6
4.87,24.09
3.62,20.53
9.57,31.27
8.1,24.33
9.77,24.86
2.23,5.62
0.33,0.72
0.78,1.01
7.29,20.97
0.96,2.52
0.28,8.97
0.14,8.75
9.66,30.33
6.74,24.02
9.06,27.51
5.36,20.54
7.75,28.55
3.4,7.26
0.64,0.0
6.32,26.44
4.67,16.03
3.98,13.59
4.66,19.3
3.35,13.51
7.83,37.87
9.78,43.22
6.77,13.98
6.34,16.25
9.18,34.87
5.81,13.86
6.17,18.43
2.65,10.05
9.9,24.63
7.35,25.1
6.08,10.67
6.19,22.97
9.38,32.99
1.64,5.02
2.9,15.91
1.69,5.4
0.72,11.99
2.27,3.24
0.55,14.37
4.94,8.82
2.52,17.42
7.34,29.82
2.99,15.17
9.14,31.45
2.44,8.83
2.82,6.69
8.83,20.18
0.95,4.95
1.2,12.51
6.96,16.17
6.32,15.13
0.13,11.0
5.63,24.93
2.33,15.85
0.69,1.38
6.67,17.65
9.26,20.47
8.35,20.11
8.31,20.53
0.11,-3.34
2.72,16.01
5.62,24.56
3.87,17.33
4.6,11.57
4.81,17.81
9.83,31.78
7.96,24.51
3.56,17.72
7.01,31.27
0.58,8.89
5.18,14.82
7.59,23.42
3.53,9.42
3.64,10.92
8.12,27.57
1.39,16.65
7.01,21.21
6.56,25.0
2.59,5.89
6.91,18.2
1.43,1.08
3.49,15.26
5.67,12.66
2.34,8.09
0.57,6.31
0.89,6.33
5.96,10.85
6.81,24.76
0.95,10.29
2.85,11.01
6.18,28.87
0.36,6.08
7.42,25.43
5.57,15.19
7.51,25.6
6.29,15.6
2.98,14.35
7.74,27.46
2.32,3.93
1.24,13.56
3.58,10.05
0.82,11.77
0.82,10.89
1.8,5.53
6.75,23.06
3.73,12.25
5.03,21.58
5.71,21.29
1.99,9.68
7.25,15.08
0.15,20.2
4.25,16.69
4.79,13.96
2.86,5.36
8.37,20.41
5.55,12.56
1.09,7.59
6.03,10.07
7.32,13.25
6.77,19.1
7.42,27.82
3.37,21.04
5.98,8.11
2.33,0.95
5.83,16.45
8.57,17.31
2.85,11.42
0.25,2.06
2.81,4.17
4.64,20.18
9.46,24.86
3.15,21.49
3.94,19.37
3.1,6.58
2.73,7.89
4.55,7.5
6.57,18.96
3.33,8.21
7.04,25.41
4.61,17.8
8.92,27.04
6.05,29.3
0.74,8.2
7.12,14.44
1.88,5.88
3.79,9.7
2.88,15.01
8.98,22.43
6.46,20.9
6.69,22.66
2.58,5.58
1.26,3.71
8.33,19.78
7.77,23.35
2.83,8.62
1.69,8.58
6.63,23.8
7.68,18.36
9.29,31.33
1.87,14.15
0.71,2.23
4.35,11.45
0.22,4.37
0.47,1.52
8.86,28.81
5.16,15.2
3.29,10.09
5.45,19.44
3.41,9.94
1.65,14.01
3.47,14.14
5.23,12.06
3.51,20.69
3.43,11.0
4.6,7.23
4.47,8.59
0.41,4.27
6.19,23.38
3.25,10.74
0.82,-0.57
9.14,31.6
4.83,11.69
0.78,4.64
5.23,13.23
0.8,13.29
9.3,31.08
2.86,13.06
4.14,7.43
0.28,-4.53
3.56,10.96
9.43,33.18
6.94,22.35
3.85,8.43
0.43,5.58
4.89,15.36
4.28,7.12
0.84,2.71
2.89,3.58
6.2,18.33
5.13,16.99
3.81,12.36
1.05,13.56
4.75,17.23
6.12,16.52
6.49,11.51
7.09,24.41
6.71,18.67
7.58,26.52
8.18,18.93
3.81,12.55
9.55,34.0
7.84,18.48
1.59,5.59
3.0,10.86
8.71,23.03
2.75,16.33
2.35,10.74
3.58,8.29
4.81,19.47
2.26,15.42
4.05,17.27
1.43,0.52
2.83,11.64
2.47,12.51
4.78,11.69
4.02,10.6
6.49,19.76
4.81,17.97
8.2,10.63
2.96,4.2
1.85,9.24
1.87,9.26
2.72,14.05
2.91,13.19
4.76,15.54
9.8,26.81
0.56,5.22
0.84,1.23
1.41,13.77
9.97,22.72
9.71,23.49
3.5,5.77
4.37,8.74
9.56,30.93
0.22,14.44
1.52,9.18
1.79,2.33
8.49,24.15
1.76,11.8
4.23,15.27
0.67,0.19
9.94,25.28
0.45,1.51
4.54,14.43
6.95,32.39
0.77,4.41
7.82,22.64
6.66,22.32
1.34,4.85
7.86,25.29
2.17,8.09
1.56,7.97
9.45,35.82
8.46,21.88
4.8,19.35
5.76,14.27
3.35,7.3
9.99,18.65
0.75,12.24
7.58,28.61
9.48,20.55
7.33,13.62
5.66,18.83
3.43,8.58
8.85,24.78
4.96,20.95
1.84,7.41
0.7,2.72
3.95,5.74
2.07,4.15
9.93,40.3
4.52,5.49
1.98,10.1
1.93,6.21
3.49,6.1
1.48,-2.48
6.86,21.78
2.65,9.97
7.52,17.07
2.14,14.55
5.18,18.71
5.94,6.46
6.21,24.23
9.91,26.55
2.41,9.94
7.16,21.43
4.16,15.97
6.65,15.26
7.93,26.36
4.43,16.24
8.1,27.54
7.9,17.94
0.99,1.76
6.47,20.79
5.48,11.54
8.12,15.65
4.09,16.78
4.15,12.76
3.72,15.56
2.45,4.41
8.34,32.39
2.1,14.13
5.9,19.23
9.51,29.5
6.18,19.03
5.41,12.56
3.34,13.73
8.62,21.14
0.62,1.86
6.98,27.4
1.2,2.15
4.61,23.58
9.54,29.25
6.41,12.92
4.7,9.31
4.58,21.86
4.97,25.22
0.84,4.5
9.4,25.67
2.93,8.95
4.03,12.2
0.74,1.8
4.33,14.27
9.55,21.37
5.49,18.76
4.66,15.21
9.3,25.92
3.91,7.62
4.76,17.87
8.31,32.61
9.09,25.18
6.36,23.32
7.01,17.11
0.48,3.47
3.93,14.49
0.26,0.6
7.21,22.6
7.4,24.8
5.4,6.07
7.37,23.14
7.28,19.31
2.71,2.31
4.16,5.25
7.09,18.24
3.23,12.93
0.83,5.96
8.06,19.53
2.6,10.16
4.9,20.22
1.69,9.52
7.22,14.81
4.45,20.56
6.77,20.47
2.67,13.54
8.4,28.86
9.2,24.26
1.39,0.99
1.51,11.81
9.98,27.04
3.09,14.72
2.36,1.21
0.45,1.48
6.7,15.36
4.22,3.05
3.9,10.36
1.19,7.51
4.88,24.46
9.78,28.44
3.67,12.33
1.87,8.36
1.56,12.57
3.13,5.75
1.17,8.29
5.28,15.52
3.87,17.15
4.56,8.53
7.35,18.58
1.45,15.42
6.55,18.62
9.63,37.25
7.3,26.09
4.25,17.62
9.05,23.44
2.0,9.79
4.19,14.16
3.9,9.86
8.26,27.87
7.24,19.38
4.93,10.2
1.06,4.05
3.49,11.17
8.25,27.16
2.34,3.79
2.21,-3.27
6.3,19.12
6.5,21.5
7.33,11.75
6.93,24.69
1.64,12.37
0.97,3.65
0.2,-0.55
0.52,1.79
4.71,10.88
0.44,0.41
6.28,11.62
3.75,11.46
4.52,9.67
0.4,12.31
8.2,22.68
0.87,13.82
1.37,13.87
2.93,18.4
8.05,22.68
2.58,8.57
7.85,28.95
6.45,25.29
9.04,26.46
6.35,17.77
6.96,24.21
6.25,18.88
5.59,16.1
9.18,25.02
8.68,31.07
0.4,-1.36
3.02,13.12
8.62,19.16
8.58,22.0
3.0,10.01
4.21,2.35
4.14,13.34
6.7,19.72
8.59,25.06
1.08,-3.12
1.01,8.42
6.34,17.55
0.83,1.39
3.71,4.17
7.55,21.82
7.72,18.95
1.85,5.03
1.9,13.97
8.54,25.46
3.13,21.61
1.43,10.63
8.41,25.52
8.75,25.33
5.68,10.21
3.71,10.85
4.72,19.13
1.66,14.68
2.42,7.38
7.7,23.73
5.0,21.68
5.61,23.42
0.15,-0.02
7.1,30.2
3.4,18.78
9.55,26.92
4.17,13.8
6.46,24.12
1.4,1.09
0.98,3.45
8.75,35.25
5.0,15.92
6.33,12.63
3.5,8.4
5.98,18.69
9.4,17.51
0.67,2.17
7.9,29.11
5.75,14.39
9.64,24.05
3.16,16.92
4.27,14.46
3.7,14.42
8.01,16.07
8.62,24.53
9.76,33.89
3.89,17.57
3.33,12.05
3.41,17.22
6.62,18.24
8.89,26.91
7.67,26.27
4.95,13.43
7.58,25.17
9.63,22.66
6.57,20.82
1.18,12.09
7.83,31.75
1.92,-1.33
6.61,21.55
2.15,8.53
8.87,29.08
6.53,18.83
1.89,4.72
8.39,18.69
0.25,5.62
9.6,27.31
7.0,25.4
4.26,20.48
2.53,12.2
9.19,26.42
9.17,26.43
5.61,20.64
1.37,14.25
5.85,17.03
0.64,0.62
8.7,26.45
9.88,29.58
5.26,20.39
8.1,26.5
1.84,10.88
8.96,25.92
7.76,27.68
4.26,12.27
9.03,16.96
1.49,9.39
0.31,6.79
0.24,1.99
8.63,30.63
5.39,17.67
8.32,19.84
7.0,22.2
4.73,15.2
4.07,21.42
2.56,11.86
6.76,14.95
9.22,29.74
6.0,15.57
8.18,20.59
1.98,3.45
7.2,24.72
8.97,32.92
3.69,13.11
1.68,9.5
2.67,13.92
6.24,19.43
0.53,4.46
1.87,6.47
1.42,-2.75
3.71,14.67
8.6,30.97
7.64,20.62
0.72,0.05
0.73,13.81
5.97,20.57
7.08,20.65
1.08,6.99
2.54,13.85
3.44,15.15
8.38,14.45
1.41,1.63
0.0,12.97
6.03,17.34
3.71,20.06
8.82,27.43
7.79,25.82
4.26,4.17
9.21,32.25
5.56,17.42
4.95,12.07
1.37,4.27
4.88,14.81
3.31,23.18
4.25,14.15
0.2,-6.88
6.5,15.71
4.45,8.09
4.69,17.73
6.24,18.42
0.57,4.7
3.74,14.59
9.02,30.96
6.62,18.74
8.79,25.51
1.33,3.05
4.08,16.72
8.48,26.3
6.41,23.25
7.43,26.02
9.33,26.42
9.5,30.99
6.31,28.48
5.81,15.97
3.88,2.81
1.86,13.59
0.17,13.49
3.2,4.89
3.91,27.5
8.69,21.7
1.78,5.91
1.35,8.11
7.32,33.81
7.82,30.16
0.69,2.34
7.85,26.85
8.16,30.96
9.99,30.72
6.92,16.73
4.17,14.29
2.49,5.58
2.13,5.65
9.1,30.64
0.72,7.83
2.37,12.87
3.98,27.95
3.86,12.38
2.6,7.15
3.02,4.31
5.19,20.43
8.85,28.1
2.4,1.67
4.57,14.96
3.18,5.65
0.73,3.03
7.21,23.61
0.07,2.93
8.71,16.78
4.87,7.95
1.03,3.99
3.55,14.63
6.29,14.58
3.72,18.52
1.22,2.45
4.47,11.78
6.69,24.96
9.22,36.13
8.76,23.49
6.45,20.41
3.19,14.15
3.07,12.6
6.72,27.98
0.56,9.51
2.81,7.17
1.39,7.72
2.95,15.19
3.78,12.08
5.6,24.29
5.84,17.6
4.03,27.12
8.24,18.69
9.91,32.62
7.46,20.81
6.78,25.17
0.14,4.56
6.77,24.58
6.68,23.7
8.51,28.49
0.13,9.0
3.23,13.51
8.89,23.47
5.13,18.49
1.22,5.44
5.85,25.78
0.85,6.11
4.83,19.28
4.29,8.7
8.73,26.07
3.32,0.62
9.18,30.65
4.64,15.07
9.31,29.03
6.8,17.21
4.07,20.71
6.57,26.86
6.45,22.63
3.9,20.66
0.55,3.84
0.1,3.6
6.99,27.51
6.59,27.57
1.1,9.45
6.47,28.76
9.4,27.09
7.88,15.49
5.79,9.02
8.33,21.11
0.34,11.8
1.63,7.55
0.52,7.18
4.77,10.28
3.64,7.34
9.04,27.48
5.33,17.83
4.41,26.15
4.03,8.14
0.74,5.4
7.22,14.17
5.11,17.2
2.67,8.39
8.45,31.05
7.02,20.72
9.79,23.33
7.69,33.54
0.98,-3.9
0.98,6.34
2.26,1.32
9.79,24.13
6.16,25.39
7.69,20.57
7.37,20.33
6.88,26.14
7.27,26.72
2.34,9.12
0.45,7.61
0.11,-1.0
7.78,26.22
9.28,28.44
6.85,20.2
7.63,27.66
9.23,41.29
6.89,26.56
7.55,19.7
6.75,20.25
8.97,26.76
1.13,-2.64
1.89,10.96
7.75,21.39
0.42,10.79
9.93,39.58
0.4,-0.89
3.93,16.15
6.09,20.34
7.85,24.67
9.13,26.83
3.67,16.72
6.35,29.85
7.29,24.16
6.5,16.31
2.57,10.78
7.01,25.16
9.72,36.08
0.4,1.97
0.47,-1.4
0.78,12.43
5.05,7.37
8.44,20.42
2.97,9.33
0.33,1.35
8.3,28.86
3.97,10.52
7.74,24.82
9.46,26.54
4.94,20.93
7.91,29.02
5.22,8.86
7.41,16.28
9.06,30.06
6.07,17.0
1.96,5.31
5.32,22.86
6.41,10.82
0.03,0.76
2.98,7.43
1.06,13.44
9.78,27.11
4.88,13.91
8.03,22.97
6.52,16.22
9.04,27.56
9.69,28.71
5.44,23.51
3.22,16.15
8.79,31.62
3.62,16.64
0.76,14.56
5.49,21.23
7.6,15.93
4.11,14.96
4.0,6.34
2.13,2.52
7.13,17.66
9.87,29.81
0.26,12.53
3.24,12.6
4.65,10.79
2.02,6.06
8.99,33.22
0.24,-3.87
3.35,9.03
4.75,3.04
9.62,29.15
6.11,15.09
1.49,-2.57
0.96,4.68
3.28,8.53
2.7,4.87
7.91,28.92
7.0,24.66
7.53,18.84
8.36,24.55
8.1,28.16
0.97,2.47
3.31,14.09
0.88,3.55
1.52,5.62
9.98,30.45
9.85,34.97
4.21,10.0
9.92,26.63
0.95,3.16
4.45,6.88
8.67,28.38
4.76,18.45
8.93,24.4
2.0,8.59
9.79,31.31
3.85,11.25
9.43,16.68
0.66,11.88
8.21,30.9
8.39,21.82
5.59,15.78
5.33,21.58
8.99,15.83
4.71,19.24
8.16,23.67
0.24,5.01
7.81,26.18
5.81,16.94
3.62,18.44
1.17,9.77
3.26,11.39
8.2,33.82
6.55,20.74
5.72,21.86
5.51,15.8
9.85,18.83
3.93,17.81
8.62,33.89
6.61,21.31
2.89,11.94
8.08,26.14
2.64,15.71
0.6,9.53
3.76,17.68
5.75,19.03
3.59,14.26
1.28,12.86
2.1,2.5
2.12,14.43
5.7,14.13
0.28,3.22
5.43,15.46
8.55,25.03
0.78,11.06
1.28,7.37
1.05,-2.3
7.28,19.13
3.71,11.68
5.83,32.01
6.44,10.95
2.32,17.35
7.32,16.5
0.98,6.99
3.36,11.4
3.78,9.05
6.83,20.86
9.83,31.44
1.16,7.75
2.28,13.09
9.85,32.45
8.12,33.66
7.7,18.49
6.22,14.73
1.16,1.6
6.06,15.35
4.01,13.86
6.99,13.76
2.03,10.11
6.46,17.98
8.15,27.09
9.31,28.52
8.37,21.19
9.78,28.37
2.15,7.52
0.47,8.34
5.45,25.98
8.98,29.23
9.38,21.86
5.75,26.79
8.04,21.97
8.97,24.52
1.9,9.92
4.21,14.04
4.77,18.81
0.97,7.29
4.53,14.88
0.25,4.23
7.7,29.63
3.63,11.36
2.37,1.92
9.55,24.56
0.47,9.17
9.17,37.46
5.81,26.99
6.35,19.18
1.9,9.22
9.27,32.66
0.75,1.32
4.67,17.54
2.35,7.49
7.02,27.54
4.3,19.94
4.13,22.67
1.9,15.91
0.25,0.04
4.74,15.49
9.24,35.16
9.58,26.78
4.7,14.62
9.57,19.28
9.68,27.31
7.13,24.93
0.6,11.98
5.85,25.38
3.24,13.38
9.34,28.55
8.73,30.68
4.2,12.59
4.53,6.61
8.21,18.75
5.18,19.19
5.71,18.13
8.27,23.31
1.89,17.7
0.08,3.93
5.41,7.17
7.07,19.05
9.59,30.06
1.76,13.49
8.32,28.62
8.9,34.16
2.77,9.25
5.7,19.8
8.15,24.98
3.97,11.42
2.34,6.06
6.4,18.71
6.47,26.54
4.54,19.13
4.58,24.39
8.1,30.13
0.83,3.09
9.82,26.91
1.25,3.07
9.74,26.57
4.21,14.5
6.02,16.15
4.4,8.95
0.7,8.91
8.31,22.16
8.33,32.65
8.04,18.85
7.86,30.01
7.43,17.69
2.35,6.39
6.41,24.31
6.16,12.26
9.06,24.82
3.18,17.76
1.02,7.04
2.84,10.1
2.78,19.76
9.89,26.81
5.75,21.36
9.4,23.59
4.75,15.82
1.01,9.31
8.43,21.04
4.08,16.94
2.73,5.93
0.64,13.63
6.3,20.54
3.81,11.7
1.87,11.77
7.79,21.83
1.23,6.19
8.67,28.45
0.28,2.35
0.28,7.01
0.52,15.14
0.62,8.62
9.47,26.13
1.92,3.13
9.8,34.08
8.63,34.17
0.55,5.26
7.84,27.09
6.81,17.67
5.75,27.69
8.39,17.53
0.44,0.12
3.23,7.58
2.17,5.41
7.89,23.86
9.85,33.06
8.37,22.32
4.24,20.64
9.74,28.41
8.3,19.66
6.28,25.22
4.71,4.25
2.8,16.69
6.36,17.7
9.78,36.37
0.19,8.01
5.86,24.12
3.78,7.78
5.92,22.09
6.03,24.39
8.33,21.76
2.1,6.96
0.6,8.15
3.17,12.0
9.93,29.0
7.1,19.09
9.75,32.51
7.22,30.76
3.36,19.56
7.44,20.91
3.88,21.87
1.79,16.32
7.34,23.47
4.52,12.64
5.83,21.79
9.82,29.91
4.54,12.69
0.79,21.38
9.84,29.53
1.46,7.19
6.23,14.95
7.89,23.74
1.62,8.82
1.58,1.73
4.11,14.09
8.03,24.09
8.16,27.56
7.79,18.32
5.36,15.61
2.44,21.88
1.87,9.77
4.73,16.51
8.95,22.25
3.57,14.82
4.04,12.8
7.13,27.47
1.18,-3.98
7.61,16.93
9.59,25.85
8.38,19.91
2.56,22.56
0.94,0.95
7.48,21.95
2.37,8.1
9.0,28.96
2.7,12.55
0.84,-0.17
2.37,15.72
6.54,16.04
0.99,13.72
3.95,8.76
2.32,15.68
8.35,25.71
1.83,1.78
2.21,6.75
7.56,17.33
1.41,17.87
0.74,1.68
3.92,19.75
1.81,2.14
8.6,18.47
