X1,X2,X3,y
1.6,1.83,1.34,12.57
1.53,1.92,0.29,25.45
0.02,1.22,0.73,1.32
1.37,1.91,0.95,28.88
1.09,1.19,1.97,26.46
0.29,0.95,1.38,7.33
1.68,1.96,0.33,11.63
1.33,1.95,0.52,13.7
0.79,0.93,1.48,3.21
1.72,0.05,1.8,9.13
1.81,0.44,0.95,11.24
1.27,0.48,1.48,27.23
0.36,1.13,1.97,13.68
0.57,0.7,0.69,2.05
1.91,1.95,1.68,52.43
1.43,1.65,1.33,17.49
1.75,0.2,0.69,3.39
1.63,1.05,1.41,12.04
0.61,1.67,0.35,10.41
0.99,1.88,1.82,20.92
0.19,0.24,1.99,8.18
1.55,1.18,1.16,11.12
0.7,0.77,0.77,4.1
0.16,1.61,1.59,0.3
0.46,1.75,1.38,13.53
0.28,1.46,0.48,5.37
0.7,0.64,1.19,6.61
0.0,0.58,0.0,4.08
1.84,0.29,1.87,12.16
1.24,1.12,0.21,9.48
0.99,0.44,0.15,3.54
0.11,1.53,1.58,28.0
0.61,0.64,0.82,2.62
1.48,0.17,1.53,5.34
1.66,0.96,0.3,19.86
0.69,1.5,1.63,23.52
0.69,0.8,0.16,1.34
0.64,0.12,0.81,1.75
1.25,1.58,1.66,15.61
1.25,0.21,1.63,5.36
0.86,1.42,0.52,3.3
1.28,0.17,0.07,3.64
1.58,0.22,0.73,10.54
0.06,0.1,0.35,0.86
1.65,1.47,1.82,17.48
1.13,1.11,0.41,1.08
1.5,1.76,0.68,6.39
1.84,1.15,0.85,12.67
0.75,0.99,0.4,9.21
1.89,1.21,1.14,2.41
0.16,1.33,1.96,40.19
1.57,0.57,1.51,15.08
0.2,0.35,2.0,5.7
0.48,1.49,0.87,10.96
0.68,0.98,0.49,4.32
1.52,1.72,0.69,23.94
1.84,1.73,1.04,12.71
0.48,0.11,1.66,1.16
0.21,0.23,1.06,1.8
0.09,0.85,2.0,7.27
1.21,0.01,0.97,2.84
1.5,1.72,0.48,5.35
0.1,1.64,1.94,14.16
1.99,0.83,1.91,8.25
0.86,0.33,0.79,5.55
0.68,0.79,1.67,9.67
1.02,0.24,1.48,7.09
0.84,0.06,0.5,1.12
0.45,1.07,1.63,16.49
1.18,1.67,0.47,5.88
0.68,0.66,0.46,1.47
0.4,0.16,0.6,0.64
0.81,1.48,1.6,24.43
1.62,1.34,1.6,29.93
0.27,0.61,0.4,2.23
0.88,0.44,0.4,2.77
1.28,0.4,0.0,1.61
0.37,1.77,0.37,5.39
1.76,0.47,0.55,7.49
1.27,0.32,0.63,2.38
1.78,1.89,1.58,27.92
0.9,1.03,0.2,4.21
1.54,0.47,1.92,6.86
0.54,0.27,1.26,3.83
1.37,1.4,1.59,14.03
0.68,1.79,0.35,2.94
1.81,0.81,0.9,5.5
0.76,1.18,1.04,22.12
0.65,1.35,1.64,35.19
0.96,0.91,1.06,6.59
1.8,0.43,0.84,11.03
1.51,1.02,0.67,5.77
1.73,0.73,1.96,23.68
1.13,0.19,1.65,6.28
1.95,1.62,2.0,59.25
0.78,1.19,1.11,17.35
0.14,0.33,1.78,4.32
0.8,0.73,0.38,7.29
1.86,1.89,1.79,14.39
1.06,1.04,1.1,8.64
0.05,1.55,0.6,4.66
1.81,1.73,1.93,20.92
0.33,0.84,0.87,4.75
1.26,1.37,1.35,14.75
0.89,0.95,0.16,17.88
0.59,0.42,1.26,2.42
1.71,0.79,0.42,3.57
0.15,1.45,1.57,4.75
1.98,1.11,1.91,16.74
0.45,1.61,1.94,61.63
0.75,0.09,0.15,1.09
1.33,0.96,1.23,4.27
0.54,1.69,1.86,27.1
0.88,0.96,0.69,1.95
0.4,1.33,0.65,8.36
0.73,1.1,0.31,2.9
1.94,0.32,1.77,10.94
0.95,0.42,0.43,6.16
0.64,0.72,0.56,0.79
0.72,0.68,1.9,13.32
0.32,0.63,1.71,7.24
1.76,1.33,1.98,17.96
1.74,0.96,1.94,15.6
1.02,1.21,1.35,8.91
0.88,0.29,1.96,5.04
1.58,1.22,0.11,6.57
1.23,1.37,1.83,9.26
