X1,X2,X3,X4,X5,y
6.28,9.13,5.05,5.05,3.76,-189.61
2.59,8.78,8.52,3.91,6.85,150.47
1.37,9.52,2.52,0.73,7.16,225.35
1.73,8.95,9.19,9.82,7.79,1207.59
7.45,0.02,5.81,3.02,3.38,1525.35
7.93,3.08,8.17,3.38,6.56,2770.71
4.19,5.97,6.24,6.19,7.76,2254.8
7.21,1.1,3.85,4.19,1.64,1350.06
3.07,7.03,7.11,3.52,0.12,-611.93
3.0,6.43,6.63,2.85,1.9,-403.28
3.52,2.92,9.05,1.35,2.96,-126.68
3.87,6.95,6.56,2.25,7.55,1595.47
8.81,7.13,8.29,8.91,8.92,5256.68
5.5,5.57,6.62,5.99,0.34,347.57
2.71,1.43,6.82,5.65,9.04,3621.48
4.73,2.94,1.94,6.11,2.13,604.67
0.8,8.69,3.91,1.59,5.54,-348.07
9.93,5.95,2.94,8.41,1.06,3332.32
4.87,9.29,0.01,1.45,5.25,-327.24
7.02,2.06,8.1,1.78,7.19,2693.17
0.52,2.3,8.18,7.23,6.73,1465.03
3.43,7.95,3.5,3.1,8.09,1851.96
2.94,9.23,6.83,8.05,1.98,-1067.98
5.3,5.05,5.39,0.91,7.9,2635.27
1.76,3.87,2.66,3.01,9.68,4339.28
2.7,2.81,5.21,4.58,2.91,223.35
2.28,9.85,6.54,5.94,4.56,-1200.14
4.46,9.56,2.57,2.61,4.38,-835.21
0.36,9.58,0.36,5.54,6.41,-171.67
2.9,6.77,4.49,3.07,7.06,1282.62
2.68,4.14,1.11,3.61,7.1,1779.37
8.53,6.77,5.13,2.38,5.84,2489.96
9.62,0.07,1.79,2.6,2.33,3053.53
7.53,9.46,6.75,1.06,1.13,-235.21
2.98,2.14,4.94,1.12,5.66,929.04
0.35,9.94,6.64,2.03,6.97,-299.43
7.51,6.88,2.28,2.17,0.64,906.8
4.79,0.13,8.09,2.57,8.82,3428.83
7.99,1.47,8.04,3.67,1.34,1510.52
6.07,1.7,9.65,4.49,7.56,2450.92
3.98,3.72,9.19,4.19,1.9,-139.59
4.35,2.77,7.42,0.99,3.63,304.51
6.18,7.24,2.12,5.79,4.58,809.11
2.99,5.64,8.56,5.37,1.21,-360.7
2.22,4.68,2.73,3.99,5.72,881.76
0.12,8.81,1.63,8.01,4.49,-395.17
0.91,6.98,5.64,2.92,9.14,3052.12
8.34,8.63,2.85,4.36,1.4,903.71
3.3,7.03,3.78,0.45,9.96,4270.95
8.78,8.08,3.45,1.07,5.73,2242.47
9.2,1.6,7.74,6.63,2.48,2660.7
6.12,9.59,6.1,2.67,2.13,-847.57
9.67,3.88,8.99,1.46,4.8,3077.1
4.61,8.47,8.55,7.21,8.73,2424.8
0.26,3.99,9.8,7.93,1.07,-233.17
4.85,3.38,6.64,2.99,3.61,483.79
6.37,2.2,5.25,6.82,0.57,1069.61
7.98,4.41,1.67,5.89,9.34,5685.04
3.22,2.27,3.93,0.78,4.8,645.98
6.44,3.12,9.76,9.36,8.92,4324.73
7.44,9.9,9.23,2.68,7.5,1241.84
1.18,5.25,0.1,4.15,7.13,1625.84
2.08,7.37,3.81,4.41,6.61,826.74
6.81,3.91,4.11,0.82,5.71,1877.44
0.18,7.69,8.83,3.87,0.82,-1089.98
3.35,3.94,3.29,4.67,5.39,922.07
0.78,6.84,4.04,4.38,0.17,-460.29
2.54,1.44,8.45,6.85,2.97,131.03
3.97,5.15,3.36,8.45,0.12,438.38
3.96,1.49,6.02,6.93,9.2,4128.1
2.21,6.58,5.51,1.04,3.68,-243.37
4.06,2.57,8.86,1.81,6.26,1054.76
6.21,6.87,9.66,6.31,1.12,-2.49
4.67,1.15,6.22,7.6,3.39,768.3
6.77,3.94,2.1,5.57,6.54,2488.38
3.45,4.6,7.22,1.37,2.21,-113.54
1.28,3.29,9.74,7.55,1.75,-181.87
4.72,3.1,9.55,1.72,4.29,263.57
7.52,5.64,9.0,1.21,8.96,4226.21
3.22,3.53,1.29,0.83,5.69,977.23
9.58,6.15,5.09,3.65,2.88,2669.84
4.27,4.32,3.21,9.94,8.82,4092.07
8.22,9.37,2.66,9.61,4.35,1351.58
9.92,0.5,2.79,4.71,0.98,3346.73
1.22,9.65,6.31,8.99,6.32,-42.26
3.24,9.54,4.28,2.69,8.26,1259.91
1.13,0.89,6.67,0.07,6.47,1175.23
2.63,0.4,9.3,9.36,9.34,4088.36
8.71,2.63,4.2,3.1,4.1,2543.09
4.58,2.57,0.36,0.1,0.84,340.18
5.7,0.61,4.99,7.53,3.27,1086.42
0.35,2.8,6.69,1.29,8.0,2297.66
1.31,9.7,2.54,6.25,9.49,2650.43
0.3,7.12,3.96,7.05,4.61,120.04
7.43,8.12,6.07,0.64,0.72,342.93
4.65,2.3,8.2,3.75,2.04,159.9
8.89,2.6,1.19,1.14,4.39,2759.77
4.71,7.96,0.83,9.39,2.8,152.47
9.64,2.2,5.44,3.61,2.9,3071.52
8.24,3.04,2.19,2.82,2.72,1989.37
4.42,2.56,6.69,3.7,7.62,2342.09
4.37,6.48,6.35,1.24,2.13,-212.96
9.64,8.0,7.01,7.07,0.23,2176.71
4.68,3.84,9.45,1.66,1.76,-129.3
3.09,6.61,0.14,8.19,1.86,75.07
5.78,3.28,1.01,4.91,3.88,1036.66
3.19,0.4,5.35,3.19,1.58,124.17
3.32,4.75,2.86,2.68,2.21,68.57
9.16,0.73,5.08,8.8,1.18,2976.84
1.55,0.28,1.67,5.52,6.67,1611.17
1.33,8.36,4.28,2.62,2.31,-957.63
0.03,7.6,6.33,5.82,0.43,-706.25
7.06,6.98,6.79,4.07,4.5,990.35
8.3,9.2,4.32,3.71,2.25,602.0
4.87,7.06,3.73,2.89,3.15,-6.56
4.95,7.78,3.19,2.42,2.47,-290.13
4.84,8.88,8.17,9.0,2.41,-571.75
5.38,8.6,4.34,4.68,9.29,3340.85
3.33,8.42,9.42,5.97,7.62,935.7
1.51,5.28,1.28,6.67,6.05,1118.3
5.18,3.23,9.38,3.72,1.1,64.35
3.53,9.34,8.94,0.47,0.2,-1698.81
1.5,9.58,5.53,1.71,8.16,965.54
1.01,9.21,4.25,1.75,0.15,-1423.34
6.05,8.27,1.73,1.26,7.74,2010.24
6.05,1.37,3.84,8.88,8.06,3739.41
7.44,8.52,4.02,9.63,3.09,1008.2
8.43,1.82,0.95,5.33,3.1,2300.26
9.57,8.7,1.44,7.73,5.14,2752.11
8.87,5.54,1.15,7.94,4.74,2961.22
0.3,8.9,1.67,5.82,1.74,-1062.41
7.54,2.39,3.17,7.81,6.18,2918.46
9.89,4.54,4.77,9.49,0.6,3599.14
3.29,5.23,3.32,0.8,9.86,4520.09
3.56,8.17,6.54,3.89,2.44,-779.65
9.07,9.41,5.37,3.49,5.37,1706.51
6.32,4.13,0.92,0.05,7.97,3221.36
4.24,9.0,7.36,5.57,3.86,-797.23
0.88,4.55,3.21,0.94,4.93,461.64
6.52,4.59,3.97,5.8,2.18,1015.89
2.42,0.83,8.9,6.09,3.77,135.27
0.33,6.98,1.63,9.21,6.45,1253.53
3.9,9.26,6.97,5.74,3.6,-993.32
4.67,9.7,9.88,6.51,5.82,-652.36
5.41,4.79,2.88,1.63,6.32,1624.54
5.08,1.98,1.0,3.69,7.57,2615.05
7.63,6.29,1.32,6.41,0.98,1321.75
4.89,7.72,2.41,8.63,7.49,2089.19
4.94,5.69,8.85,1.68,2.6,-130.62
3.89,7.12,8.7,4.86,2.51,-560.63
3.74,2.16,2.06,8.79,4.24,1035.22
4.16,7.54,1.24,7.08,2.95,-63.3
2.85,2.1,6.66,5.78,5.57,946.72
0.32,6.86,9.35,6.25,7.19,1011.71
5.26,0.71,3.56,8.99,4.48,1430.53
8.3,4.73,5.59,3.19,8.76,4956.5
5.2,9.18,7.53,8.09,7.99,1707.12
7.06,0.97,7.1,1.71,8.41,3877.97
5.0,7.99,2.23,6.47,3.73,29.5
5.03,4.39,9.3,1.19,6.76,1398.52
6.52,6.54,7.74,5.99,3.08,578.63
0.53,6.6,6.36,8.41,0.99,-176.21
7.12,5.66,8.52,9.6,2.46,1267.77
4.88,4.35,3.34,4.77,8.07,2931.63
1.67,6.1,5.54,1.48,6.45,891.34
5.06,4.73,1.5,8.55,0.2,744.31
5.14,2.32,8.12,3.8,1.24,259.53
4.39,4.58,5.42,2.5,4.97,716.57
7.34,3.3,2.24,1.5,7.16,3078.0
7.35,9.48,3.68,6.63,1.89,46.47
2.08,8.91,5.51,5.17,3.26,-1006.14
7.92,9.76,7.42,7.37,0.62,51.5
5.45,3.11,0.65,1.36,8.27,3274.35
3.87,4.47,5.97,7.04,9.21,4014.15
5.04,9.95,6.54,5.55,1.3,-1329.1
6.82,9.35,5.42,4.1,7.32,1485.65
6.49,3.48,9.29,8.44,4.23,1242.43
3.48,1.38,2.8,2.6,7.89,2555.98
2.12,8.88,7.32,7.03,3.95,-843.64
3.62,2.72,8.59,7.71,3.25,333.31
4.35,3.19,7.31,3.63,0.98,124.56
2.65,0.96,3.91,0.7,0.42,54.81
7.26,9.4,6.7,7.45,6.72,1412.13
7.69,5.78,6.94,5.29,1.99,1237.9
3.84,3.69,6.1,0.99,3.15,200.92
0.24,5.17,7.67,3.1,1.92,-362.9
3.79,5.97,4.17,4.78,0.99,-51.76
6.05,9.99,9.55,1.97,0.67,-1533.41
8.54,1.34,4.72,3.34,2.38,2156.22
3.36,6.81,7.96,9.46,1.53,-65.9
4.63,0.75,2.39,7.58,1.28,698.66
7.55,7.62,1.15,3.42,7.22,2562.11
1.44,2.59,5.74,2.76,2.27,3.55
8.59,9.56,4.33,3.59,4.69,1055.94
6.62,6.58,2.53,1.47,3.75,789.2
5.5,4.09,9.32,9.6,5.69,1522.06
8.5,3.97,3.8,9.42,9.54,6669.25
8.17,1.09,1.73,0.73,8.04,4340.07
5.08,7.09,9.29,9.29,2.94,95.01
8.71,5.62,3.49,5.23,7.47,4057.06
9.48,6.68,7.02,7.57,5.63,3360.3
9.1,8.48,5.8,6.48,3.06,1701.33
3.61,1.11,4.24,0.28,5.13,806.3
8.85,0.5,9.72,4.33,3.05,2037.41
1.88,0.99,2.74,9.81,5.79,1580.26
4.91,9.53,9.61,8.52,9.76,3234.72
9.07,0.18,5.78,4.05,5.32,3201.19
1.46,1.02,4.09,1.04,8.43,2882.87
0.88,2.1,9.59,4.64,9.29,3466.98
6.08,6.67,5.68,2.75,2.78,336.53
3.09,2.35,2.24,4.94,0.74,224.95
7.03,6.92,9.15,4.91,0.66,319.56
8.76,2.78,5.73,7.19,6.5,3754.62
4.0,1.94,1.56,0.09,6.68,1681.72
3.16,9.56,6.31,9.38,1.71,-1022.92
1.26,9.15,8.54,4.16,8.12,951.39
4.09,2.82,6.31,5.5,4.8,799.0
7.42,8.97,0.41,8.68,5.32,1276.32
6.48,1.36,0.33,7.76,8.07,3809.23
3.78,6.62,6.0,3.69,7.05,1362.78
9.6,1.98,7.61,4.88,1.65,2848.94
1.46,4.76,2.66,7.7,6.29,1408.69
5.58,8.06,8.78,5.92,2.8,-384.36
4.52,9.15,1.17,6.22,1.83,-803.36
0.12,4.48,4.93,7.23,4.61,595.25
3.45,8.42,6.4,0.31,9.86,3570.71
7.08,6.0,8.21,1.5,9.65,4875.4
3.11,0.45,6.09,0.4,9.84,4588.08
3.62,0.97,6.47,7.49,8.73,3560.5
0.28,8.43,9.89,5.87,6.33,-193.45
2.86,1.1,3.34,1.24,8.65,3208.01
8.92,0.4,4.94,6.45,2.22,2591.45
7.4,4.2,0.92,8.8,6.95,3372.14
3.38,2.97,2.15,2.85,6.29,1360.48
8.29,3.96,0.57,7.19,4.53,2570.71
7.17,1.88,7.39,9.63,4.9,2194.46
7.22,1.74,6.77,3.92,0.6,1185.69
6.93,0.25,9.54,2.93,8.91,4087.59
8.32,0.47,9.38,3.61,8.15,4139.04
1.8,0.01,0.27,5.51,6.65,1602.92
1.59,4.06,6.47,5.96,9.42,3992.58
4.85,6.77,4.36,3.75,3.13,76.31
2.68,2.41,9.1,5.13,7.98,2236.1
3.71,1.14,5.05,4.12,5.42,984.27
3.76,8.22,5.96,7.15,3.07,-448.29
6.87,7.88,6.78,2.42,1.54,132.14
5.12,9.66,9.05,1.66,0.35,-1567.39
5.29,6.78,5.85,4.33,7.83,2306.7
5.96,6.0,9.98,3.57,5.58,735.89
0.0,0.76,6.78,6.73,9.08,3678.93
5.43,4.93,2.87,9.46,5.03,1558.65
0.96,1.65,5.42,9.24,7.69,2660.89
5.24,0.01,2.05,6.82,8.8,4029.81
0.45,6.19,4.82,7.57,9.19,3631.76
6.7,1.3,8.48,4.19,4.49,1221.02
4.09,1.58,3.56,4.65,5.78,1271.26
0.56,3.15,7.68,8.69,6.64,1603.29
3.23,7.11,3.74,7.06,3.21,-57.22
1.9,5.38,1.96,3.49,4.46,282.66
6.34,2.67,0.19,3.29,6.59,2288.33
3.78,3.92,3.73,2.69,4.12,484.21
5.33,7.13,2.01,9.11,6.44,1721.16
5.36,7.91,7.01,1.26,7.9,1876.29
8.21,0.07,3.2,3.98,5.54,2746.98
8.14,0.39,9.43,6.53,1.75,1600.97
5.01,0.48,2.28,9.89,7.67,3247.59
5.62,5.19,9.41,5.91,3.02,276.41
0.32,4.09,3.64,1.77,7.98,2351.23
6.69,9.07,9.07,1.5,0.8,-722.93
1.54,5.48,4.47,9.77,6.67,1774.47
9.43,2.34,2.27,9.69,2.3,3431.79
2.6,4.9,6.16,2.67,7.06,1515.54
8.95,0.58,2.31,3.64,5.1,3094.69
7.11,9.42,8.13,9.78,5.34,751.83
8.24,7.01,3.46,7.67,3.38,1814.63
0.32,2.43,7.58,3.29,2.55,-104.26
0.96,9.26,9.37,3.17,8.73,1359.32
3.36,9.03,6.98,7.9,3.82,-716.6
3.67,3.53,7.09,8.53,8.48,3316.14
0.05,9.4,9.41,1.52,2.29,-1896.11
9.61,0.32,5.86,4.16,8.85,6263.27
8.88,0.52,6.51,8.27,3.67,2851.47
0.29,1.22,7.0,2.69,7.31,1737.29
6.05,3.27,0.26,5.38,2.09,922.15
1.21,4.53,2.15,7.52,6.24,1381.51
9.86,2.54,7.74,3.15,0.38,2966.16
2.19,8.11,1.99,9.7,6.19,856.52
3.12,5.09,1.95,0.59,1.9,-34.84
4.68,5.72,7.6,4.1,0.35,-76.45
3.85,4.03,8.3,6.41,9.14,3707.86
7.19,5.04,5.74,4.04,7.48,3072.36
8.27,7.46,9.73,9.39,4.9,1806.04
6.53,0.32,5.98,4.31,0.7,932.31
0.41,3.98,0.88,8.24,1.16,335.01
5.06,0.97,5.8,3.48,9.68,4767.1
7.36,3.51,0.93,5.16,1.75,1458.09
1.98,4.87,1.35,6.45,1.54,120.38
3.97,4.76,2.61,4.25,4.04,483.3
6.94,3.67,1.53,5.26,1.2,1225.61
5.97,5.28,2.26,3.13,3.36,742.48
9.45,1.32,9.62,1.02,2.98,2453.27
3.28,8.77,2.66,6.04,8.9,2492.4
3.1,4.34,5.08,8.64,0.45,395.22
0.71,7.36,9.91,9.57,8.01,1839.54
8.67,6.11,1.12,9.4,5.37,3124.44
1.97,1.34,1.44,9.94,0.46,675.3
8.3,7.22,6.14,9.77,0.61,1772.02
7.09,1.93,0.75,0.92,2.64,1311.53
1.17,9.99,7.73,7.81,5.44,-934.43
8.34,1.11,0.92,8.61,2.74,2492.37
2.48,1.51,9.64,7.82,7.3,1798.07
1.64,8.04,2.6,5.56,4.72,-217.06
2.26,6.68,9.17,7.84,1.33,-495.89
8.8,9.56,5.44,4.86,8.17,3353.55
3.07,7.42,6.32,0.39,4.34,-308.29
7.87,1.94,5.87,3.55,3.82,1869.77
1.7,1.09,2.13,3.32,2.85,192.16
3.97,9.7,5.06,4.72,5.43,-613.47
3.75,0.71,2.43,1.37,9.56,4395.43
3.63,9.39,4.85,2.95,1.56,-1309.99
0.98,6.5,4.3,9.8,9.62,4415.71
8.88,7.79,9.43,1.61,8.91,4467.62
5.76,3.64,4.89,0.48,8.07,3086.96
2.95,4.43,9.97,9.61,8.96,3479.18
6.02,8.71,9.92,1.71,9.75,3492.28
9.96,5.0,1.12,9.49,3.53,3884.95
9.82,8.79,3.19,8.8,0.35,2391.3
0.96,2.5,9.6,7.22,1.16,-195.64
2.63,2.08,0.66,9.67,6.15,1791.41
4.01,6.55,3.73,3.68,9.35,3746.92
5.99,6.51,6.93,4.09,5.5,1001.37
6.67,7.15,0.57,2.12,8.38,3246.63
6.02,6.62,5.63,8.55,5.15,1289.52
1.44,2.28,9.03,6.48,3.29,9.46
2.05,7.01,2.64,1.81,1.97,-485.64
8.19,7.94,8.32,6.29,9.67,5212.97
9.09,9.24,2.94,5.05,6.1,2301.5
5.88,6.48,9.53,1.71,5.37,542.36
7.74,4.74,3.82,8.79,8.25,4558.63
1.63,1.58,1.23,3.24,2.49,150.84
1.89,1.67,5.73,1.87,7.83,2264.45
9.26,3.21,0.96,5.54,6.78,4272.13
0.6,2.06,2.1,8.92,1.21,494.16
2.22,4.22,4.14,7.89,6.64,1685.99
4.07,7.43,3.17,0.95,5.15,209.93
2.75,5.26,5.66,6.23,9.13,3642.79
3.67,1.79,8.25,6.75,2.43,199.45
6.96,4.23,5.23,6.11,2.45,1250.16
2.14,6.88,4.65,7.75,2.73,-87.23
0.01,4.76,7.86,1.92,9.81,4134.26
2.74,6.41,5.07,8.98,9.03,3622.66
8.58,6.44,2.81,2.97,7.22,3517.78
1.08,8.24,9.61,9.28,7.15,828.22
4.19,5.16,6.69,2.06,7.59,2030.12
3.32,5.95,1.16,3.46,9.71,4254.34
9.0,8.68,7.38,4.41,9.39,5120.38
1.7,2.75,4.08,7.43,1.92,326.05
5.32,2.18,0.52,6.19,1.2,734.54
6.15,5.8,9.52,4.8,7.27,1977.23
5.01,9.86,0.99,0.29,1.57,-1283.73
5.47,9.01,4.14,3.81,3.51,-493.02
4.51,5.74,6.48,3.54,4.82,499.89
5.7,0.77,7.88,2.22,3.01,542.05
7.73,9.45,0.99,7.34,2.0,372.5
5.54,9.63,9.55,0.32,5.77,-580.82
6.16,2.25,5.01,8.73,0.93,1202.93
9.39,0.5,9.25,1.86,3.14,2491.81
0.37,8.9,1.06,8.61,6.59,567.11
1.63,1.64,3.13,8.34,5.88,1410.48
4.55,9.07,8.78,6.78,1.54,-1105.06
2.23,0.94,2.57,2.42,0.51,76.51
2.75,5.04,4.98,6.19,0.62,40.23
7.91,6.07,6.9,5.88,7.94,3725.36
5.97,0.97,6.7,1.41,6.45,1889.77
7.54,8.44,9.82,0.43,1.75,-112.35
5.9,3.86,4.9,6.88,8.95,4285.82
6.32,9.26,6.51,0.66,9.88,3917.67
5.25,1.55,5.46,4.17,3.6,742.68
8.46,1.84,9.56,2.47,9.11,5203.14
7.88,9.57,1.84,5.24,0.94,202.81
7.31,0.27,2.72,4.94,7.35,3346.69
6.52,1.55,8.92,7.78,0.16,907.49
8.28,6.29,7.97,4.83,5.04,1968.87
4.59,2.35,9.84,8.61,0.19,250.64
2.84,1.08,6.75,0.24,6.24,1115.48
9.07,2.02,3.86,2.23,0.4,2470.46
3.74,5.41,3.56,2.6,7.65,2128.74
6.12,8.07,3.25,5.55,5.9,1011.8
9.0,7.3,1.63,2.21,8.71,4969.13
5.42,9.9,6.79,6.31,1.25,-1159.08
4.93,6.86,1.63,5.23,6.47,1332.47
5.79,9.69,8.19,9.2,6.19,380.23
9.79,5.87,0.01,2.14,9.21,6568.35
4.72,5.66,5.05,3.48,4.03,405.32
4.08,5.96,1.12,1.41,8.88,3284.67
9.96,2.04,0.78,1.82,3.01,3430.98
0.12,5.81,3.47,6.28,2.61,-22.15
7.8,0.49,4.92,4.48,0.46,1636.71
5.2,5.6,3.9,4.3,6.32,1511.95
9.87,1.63,6.83,8.63,8.95,6913.19
9.11,3.22,3.38,2.9,3.25,2679.63
9.0,0.73,3.91,7.78,3.13,2910.79
6.91,4.33,4.08,9.24,1.17,1518.89
2.29,6.37,2.83,0.97,2.82,-254.58
4.75,3.56,9.12,1.53,0.26,-78.98
8.19,0.72,6.05,5.07,1.4,1876.91
8.6,4.65,1.62,4.01,7.23,3890.41
9.63,0.53,5.64,9.62,6.38,4724.74
7.58,1.38,5.6,0.48,4.66,1888.35
9.47,1.17,4.89,4.62,4.97,3478.59
3.97,7.43,7.57,3.75,2.7,-531.47
1.09,1.02,2.46,7.06,8.53,3271.9
9.41,1.87,9.45,0.69,5.69,3201.98
1.03,6.04,0.81,2.23,5.49,486.0
4.06,3.4,0.41,8.91,3.15,843.11
4.02,6.77,5.18,3.59,4.47,150.94
9.13,2.92,2.64,6.18,3.99,3025.37
8.47,5.8,0.82,8.59,0.46,2175.37
5.72,5.69,6.81,1.37,5.99,1247.9
1.54,9.55,3.62,8.71,4.91,-547.6
1.99,0.77,4.05,1.37,2.09,68.45
0.41,5.04,3.72,2.16,2.27,-126.0
4.15,7.68,7.65,0.32,3.66,-507.98
7.96,3.73,6.61,6.84,1.98,1788.72
9.3,2.77,1.72,8.44,1.49,3097.91
7.26,7.35,1.52,7.11,2.43,972.33
5.09,0.85,6.3,5.51,3.15,645.83
6.99,2.15,9.62,2.0,0.51,682.77
4.52,0.61,7.0,7.32,2.29,514.4
7.8,5.53,3.91,8.17,8.39,4548.32
7.45,4.22,4.28,4.17,3.48,1550.52
1.52,1.27,3.82,3.22,7.37,1978.73
3.79,1.71,6.57,7.26,4.61,833.48
9.87,2.21,8.31,2.65,8.16,5513.29
5.88,8.08,3.15,4.04,6.21,1005.26
7.68,9.73,7.09,4.01,5.95,747.98
0.0,2.34,3.03,4.51,3.88,373.7
1.67,9.87,4.44,9.21,5.67,-365.07
2.79,8.96,2.5,0.22,1.58,-1182.48
4.22,5.25,5.11,9.14,9.87,5113.75
5.94,8.99,0.71,4.18,6.75,990.77
5.86,2.15,3.46,9.11,7.35,3106.92
1.83,5.14,3.72,3.93,5.4,643.5
8.11,3.85,8.91,7.95,0.91,1705.6
1.63,1.22,7.75,5.83,5.94,963.02
6.43,5.07,7.43,8.63,3.35,1134.61
2.07,6.76,5.28,5.9,0.77,-361.76
8.85,0.45,2.8,2.76,3.17,2513.64
0.53,3.4,5.64,4.49,0.92,-28.96
1.72,0.5,8.44,4.43,0.07,-203.86
8.46,1.72,4.07,4.19,7.24,3908.16
2.4,7.82,8.48,1.77,5.51,-272.36
5.33,5.01,9.1,9.47,0.98,500.65
1.44,3.07,2.82,7.83,8.11,2900.33
2.6,5.53,9.11,4.73,9.32,3388.28
9.07,2.0,4.04,3.28,1.63,2525.47
9.6,3.83,6.42,2.3,2.82,2869.61
8.75,4.69,6.97,6.13,8.7,5274.72
0.06,7.46,8.69,6.37,9.04,2699.59
0.13,3.27,0.88,0.47,9.88,4600.26
4.72,7.55,1.38,0.52,1.06,-348.11
2.97,3.47,3.62,1.72,5.0,659.69
1.86,7.05,4.1,0.98,7.25,1261.93
3.17,7.34,4.09,4.13,3.63,-263.9
5.3,3.74,8.84,5.82,4.54,710.4
7.95,1.47,2.92,9.69,5.2,2967.26
6.86,4.55,5.66,4.86,4.29,1382.05
8.79,2.09,1.86,7.94,4.99,3234.36
1.95,8.76,7.7,1.99,3.65,-1149.33
9.0,9.39,1.82,8.61,0.12,1378.44
5.04,5.96,5.6,4.42,2.81,233.88
3.62,5.35,3.61,3.9,6.03,1061.33
4.57,7.69,7.81,9.94,5.97,967.85
0.7,7.26,5.86,8.47,7.0,1334.78
3.22,8.09,5.5,6.63,9.71,3754.13
1.64,0.74,1.76,2.9,5.06,694.87
9.82,3.98,9.95,1.8,0.91,2531.92
2.98,5.4,5.92,1.04,5.42,544.04
4.02,3.54,2.05,4.14,0.65,269.43
9.69,1.63,4.01,2.41,4.0,3344.44
5.95,8.73,4.07,8.69,1.49,-15.97
3.01,8.06,8.51,7.68,0.95,-800.87
0.46,8.9,2.95,7.42,6.27,239.72
3.32,1.77,1.28,6.15,7.26,2183.7
9.6,0.56,9.48,7.95,3.06,2987.06
8.24,8.9,5.4,7.75,9.33,4777.32
4.79,9.5,7.52,9.5,8.57,2192.86
1.12,1.73,6.52,1.18,8.97,3345.84
4.12,3.43,8.45,7.54,1.2,212.49
3.3,4.47,0.64,9.71,5.49,1416.46
7.08,4.16,8.37,9.88,8.0,3872.28
9.23,7.23,0.74,5.85,1.16,2172.5
9.3,7.43,2.35,9.39,9.8,7041.01
1.9,7.01,7.14,2.21,8.0,1749.21
2.41,6.01,1.66,5.16,1.03,-143.27
1.66,1.5,7.45,7.96,7.53,2230.84
7.71,5.52,9.09,2.98,5.96,1940.57
0.01,9.01,0.18,8.17,2.83,-807.69
8.69,3.18,5.98,3.85,1.5,2140.02
1.67,5.44,1.53,8.73,9.01,3751.6
9.18,2.45,6.17,1.9,1.66,2493.6
0.19,3.01,0.08,5.86,2.24,213.18
6.28,4.91,9.21,1.09,5.05,880.57
8.25,2.83,6.67,5.72,3.68,2122.65
5.18,9.94,1.06,9.98,7.75,1573.88
0.62,4.08,3.32,5.45,3.61,285.2
8.1,3.95,1.41,8.82,8.56,5187.56
5.53,3.5,3.72,5.06,1.74,674.09
4.84,8.54,0.44,2.61,4.85,-120.7
9.32,9.55,0.82,8.89,2.89,1717.76
3.58,1.35,1.81,9.93,1.13,812.34
5.92,9.09,7.85,8.61,6.45,849.12
7.07,2.91,3.42,6.71,0.33,1401.48
1.38,9.89,3.85,4.25,3.83,-1413.73
4.29,1.9,2.17,0.82,7.2,2089.87
1.67,6.05,1.66,2.96,9.94,4424.83
8.25,0.36,5.11,3.96,8.1,4447.03
3.74,1.71,4.87,1.4,6.68,1596.88
8.83,8.47,8.42,6.48,4.13,1462.79
7.37,3.84,5.88,7.62,1.2,1520.37
1.4,2.86,9.77,4.75,8.41,2448.02
4.21,6.64,4.83,2.73,3.01,-93.69
2.15,6.68,5.57,0.85,8.83,2781.43
4.72,2.73,1.67,5.49,6.86,2068.25
3.58,1.79,3.06,4.16,8.55,3255.27
4.08,7.15,3.46,1.52,1.14,-360.48
6.02,6.51,7.15,1.97,9.34,4031.32
8.69,3.87,6.0,6.46,5.15,2898.54
3.01,1.34,9.37,7.14,6.77,1439.27
0.13,9.39,0.94,0.66,5.32,-759.93
9.24,9.97,1.97,2.2,1.32,845.26
4.36,0.7,9.69,1.5,9.99,4589.4
1.5,1.85,9.27,6.98,2.78,-47.31
5.89,0.01,4.48,7.74,7.71,3216.46
7.12,1.62,4.41,7.7,9.63,5818.92
3.17,2.85,5.42,2.69,7.52,2108.69
4.37,8.11,8.46,9.07,9.95,4268.81
7.04,2.05,2.3,9.9,4.69,2315.07
5.92,6.08,9.91,7.32,1.75,143.74
8.4,2.39,4.95,2.58,8.58,4984.4
3.62,1.39,0.12,4.94,9.44,4337.27
4.22,4.13,7.25,9.46,9.49,4647.15
6.24,9.94,7.31,5.72,0.42,-1004.21
7.12,1.17,8.4,3.52,7.64,3104.17
6.45,1.47,9.46,9.79,2.56,1146.35
8.89,4.49,2.22,3.26,6.92,3868.13
8.2,6.38,4.86,1.53,5.23,2085.69
3.81,8.9,7.54,2.4,3.98,-946.72
7.9,8.82,3.68,8.14,1.58,823.17
5.19,3.6,8.98,5.45,6.79,1697.37
4.09,8.87,9.63,4.45,9.9,3244.33
3.33,8.13,9.92,7.26,7.86,1284.34
6.56,5.71,6.44,0.65,2.01,592.32
3.84,1.49,4.96,4.89,1.09,274.65
6.09,4.47,4.47,1.31,8.47,3547.03
7.41,0.49,8.06,2.47,0.08,1116.71
8.38,7.85,7.69,7.78,6.1,2339.43
8.51,8.07,2.76,3.91,1.49,1229.71
3.37,9.85,7.31,3.98,6.21,-574.08
3.86,1.66,3.02,9.44,9.8,5277.08
8.89,9.89,2.93,6.24,3.81,1037.42
2.02,5.9,0.13,7.69,6.53,1401.46
9.38,0.59,0.83,8.33,1.84,3198.95
