X1,X2,X3,y
0.49,0.15,1.81,0.0
1.73,0.65,1.76,10.73
0.69,0.85,0.08,2.27
1.21,0.95,0.03,16.32
1.3,1.48,1.33,13.05
0.87,0.73,0.17,0.0
0.95,1.04,1.56,7.6
1.48,1.34,0.74,1.76
1.77,0.53,0.04,1.19
0.86,1.2,0.59,8.54
1.02,0.27,0.1,2.57
0.95,1.35,0.61,15.83
0.42,1.51,0.39,1.41
1.31,1.54,1.92,9.29
1.82,0.21,0.46,1.61
0.3,1.95,1.67,2.19
1.46,1.92,1.68,19.26
1.68,1.55,0.16,6.75
0.56,0.39,1.68,5.97
1.4,1.03,1.68,6.01
1.24,1.54,0.68,39.99
0.82,1.7,0.1,4.01
1.38,0.36,1.21,2.88
0.14,1.0,1.67,1.28
0.66,1.68,0.64,12.75
1.44,1.28,0.3,5.29
0.21,0.87,1.22,0.0
1.46,0.02,0.7,22.26
1.59,1.33,0.25,0.0
0.06,0.42,1.23,0.98
1.46,1.93,0.51,4.19
1.98,0.86,0.41,23.46
1.9,0.13,1.8,0.17
1.92,0.08,0.7,1.52
1.5,0.79,1.35,23.39
0.02,0.29,1.67,3.89
0.13,0.49,0.79,0.0
1.4,1.95,0.95,8.61
1.28,0.85,0.7,3.47
1.05,1.49,1.91,0.0
1.17,0.23,1.22,0.39
0.89,0.44,0.87,17.08
1.11,0.66,0.1,3.07
1.66,1.74,1.85,9.25
1.58,0.04,0.75,0.51
0.09,0.93,1.78,11.66
1.08,1.52,0.64,8.59
1.14,1.91,1.18,10.27
0.06,0.56,1.62,0.0
0.55,0.18,1.24,11.33
1.0,0.32,1.01,3.52
0.67,1.56,0.39,0.0
1.91,0.23,0.92,16.64
1.71,1.15,0.12,30.01
0.92,0.32,1.09,7.51
1.3,0.65,0.15,3.92
0.94,0.69,1.12,5.26
0.31,1.67,0.25,0.0
1.11,0.31,1.32,0.31
1.35,1.06,1.32,13.77
0.62,1.09,0.27,3.75
0.82,0.47,0.61,4.86
0.37,0.23,1.74,5.05
0.14,0.21,1.45,4.66
1.13,1.42,1.55,0.37
1.39,0.55,0.55,0.0
1.17,1.88,0.0,3.41
1.56,1.45,1.11,7.47
1.05,0.94,0.49,5.83
1.3,0.25,0.78,0.69
0.85,1.54,0.45,0.57
1.51,1.4,0.54,2.91
0.08,0.84,1.35,0.46
1.99,0.73,1.66,10.13
1.36,0.61,0.37,0.98
0.69,0.4,0.08,3.87
0.24,0.27,0.2,0.0
0.63,1.25,0.81,13.82
1.96,0.43,1.33,5.49
1.19,0.34,1.68,13.56
1.85,0.53,0.57,0.0
0.1,1.31,0.57,5.19
1.99,0.05,1.47,11.46
0.51,1.29,0.53,3.56
0.91,0.64,0.95,6.94
1.94,0.28,1.73,8.77
1.97,0.33,0.47,5.15
0.83,0.25,1.86,9.47
1.93,0.26,1.34,0.0
0.62,0.31,0.22,5.18
1.32,1.38,0.34,7.11
0.93,0.88,0.0,5.12
1.12,1.98,1.51,1.21
1.43,0.57,0.44,4.74
1.94,0.39,1.35,6.19
0.25,1.46,0.48,0.05
1.65,0.42,0.91,10.25
1.64,1.62,1.81,26.2
1.4,1.71,0.69,21.57
0.02,0.54,0.65,0.0
1.44,1.26,0.53,5.41
1.08,1.97,0.85,2.88
0.48,0.09,0.04,6.65
1.75,1.0,0.05,0.0
0.32,1.69,1.97,11.84
0.63,1.57,1.06,20.19
0.65,1.68,1.84,3.89
0.13,1.45,0.52,0.47
1.35,1.8,1.32,23.4
0.5,1.69,0.47,0.75
0.12,1.52,1.46,15.34
1.51,1.42,0.63,2.13
1.01,1.26,1.36,18.35
0.09,1.17,0.18,10.27
0.04,0.77,0.81,3.44
0.66,1.12,0.46,3.72
0.49,1.88,1.77,4.48
1.5,0.35,0.99,2.24
0.1,1.52,0.2,0.81
1.18,1.44,1.17,1.19
1.87,0.86,0.76,11.35
0.27,0.82,0.11,0.24
1.55,0.19,1.68,11.42
0.98,0.17,1.28,0.0
1.06,1.8,1.76,8.08
0.63,0.07,0.31,0.0
0.19,0.5,0.77,0.0
