X1,X2,X3,X4,X5,y
7.97,3.08,2.19,0.54,7.67,4.85
6.76,3.28,7.36,3.78,9.3,-4.62
6.82,3.13,8.69,5.61,5.23,-8.13
5.44,7.03,5.63,8.9,4.86,-40.11
8.06,0.51,7.07,7.61,6.59,-10.16
5.13,6.11,1.28,7.12,3.82,-33.24
4.64,9.22,8.7,2.52,1.6,-17.03
9.62,2.56,2.47,8.99,2.41,-24.49
8.41,9.48,9.09,4.91,7.88,-23.9
4.37,9.32,7.23,2.21,4.77,-19.62
5.88,9.99,1.71,9.14,5.64,-55.57
9.92,8.05,5.85,0.6,9.79,-3.63
5.41,5.41,2.92,9.81,6.46,-42.47
5.41,8.4,9.68,8.38,5.45,-36.57
4.49,9.38,3.91,8.22,8.36,-50.08
6.73,2.68,5.95,6.22,5.51,-10.61
2.55,3.72,6.77,8.6,0.09,-26.14
7.24,8.96,8.48,8.37,3.73,-37.53
4.85,2.42,1.04,9.94,6.32,-35.43
0.89,8.21,8.36,2.84,3.4,-20.92
6.62,0.69,9.13,1.94,7.02,12.96
9.54,4.92,8.36,4.16,9.75,-7.48
7.79,2.57,3.72,7.06,1.75,-15.77
0.89,4.14,4.96,9.17,6.68,-38.68
5.44,8.5,1.76,7.32,3.52,-40.63
9.86,3.66,3.28,0.65,9.62,3.53
6.94,5.91,5.36,9.43,5.23,-37.56
0.39,3.05,2.48,4.64,3.41,-20.38
9.21,7.06,5.22,3.0,3.72,-9.67
3.81,9.4,3.47,9.3,6.75,-53.75
3.13,0.64,2.5,5.73,5.67,-13.49
7.73,2.32,3.33,3.87,1.39,-1.34
1.34,8.46,4.35,0.77,7.29,-17.65
9.06,7.46,1.75,5.07,5.58,-27.24
1.23,0.3,4.25,6.25,3.78,-11.97
5.2,3.41,8.39,0.12,9.14,9.26
1.68,8.96,9.41,1.69,0.63,-13.43
9.91,0.59,3.99,9.96,0.7,-19.18
1.75,8.66,0.9,0.98,8.33,-23.75
5.25,0.94,7.05,3.46,7.4,3.22
5.53,3.35,2.19,2.11,0.32,-3.11
3.91,6.73,7.66,6.32,5.39,-26.26
7.71,8.03,0.3,8.43,1.36,-43.94
7.83,6.87,1.42,9.97,6.39,-47.64
1.27,5.79,1.73,2.22,8.35,-19.42
4.54,1.94,3.92,7.96,0.54,-19.91
8.31,6.98,7.54,2.36,6.12,-7.05
5.03,1.81,5.32,0.22,2.49,11.35
0.12,1.43,4.18,1.9,8.3,-1.78
3.66,7.43,4.08,5.06,2.46,-29.64
5.33,7.74,6.06,7.6,7.35,-37.82
3.05,8.83,0.26,9.25,6.14,-54.69
1.35,5.55,2.13,2.74,4.99,-18.92
5.96,1.5,2.71,2.3,1.3,4.26
4.24,0.88,3.19,0.05,5.56,11.88
2.08,4.26,0.27,7.6,3.38,-35.37
1.78,1.92,6.57,0.63,0.63,9.55
5.56,1.29,2.03,6.52,4.83,-13.9
7.86,5.9,6.93,5.75,1.6,-17.2
6.78,9.11,0.09,6.59,6.81,-43.17
2.54,6.11,3.53,8.11,9.92,-40.74
9.58,5.13,4.29,5.66,1.97,-16.77
6.67,5.05,8.12,7.39,3.25,-19.84
2.98,4.55,1.94,0.24,7.81,-7.46
7.05,1.04,7.87,6.29,4.43,-4.25
5.67,7.81,0.1,7.94,7.36,-44.53
2.11,8.67,2.24,4.31,1.48,-32.35
7.62,6.15,2.59,8.42,8.65,-37.41
0.65,4.58,3.36,2.58,7.44,-16.8
4.95,0.92,6.31,2.67,9.43,4.15
9.27,5.74,7.03,7.59,6.37,-25.87
1.93,7.53,6.84,8.37,2.53,-40.78
9.53,5.76,7.44,9.46,2.99,-30.79
9.48,6.65,4.0,7.05,2.33,-25.18
9.95,0.9,0.47,4.11,6.89,-3.03
8.11,3.37,8.45,9.4,7.34,-24.63
9.55,1.66,7.5,1.59,9.27,12.38
4.42,4.66,8.05,3.85,7.61,-12.21
6.58,0.59,8.66,1.4,7.14,15.58
3.56,6.04,7.21,7.99,3.76,-31.77
8.92,6.83,5.14,3.52,6.01,-14.72
9.56,9.26,6.67,6.11,2.44,-25.0
4.29,7.61,7.9,7.35,6.71,-33.94
2.49,4.1,2.72,9.96,4.67,-41.76
9.87,0.32,3.96,7.84,9.19,-12.41
3.36,8.65,5.4,2.36,6.19,-21.45
0.92,2.9,7.35,8.07,0.84,-25.46
6.67,6.22,0.72,5.45,3.59,-26.93
9.72,7.94,8.34,4.88,1.07,-14.54
7.25,2.89,6.5,5.77,5.43,-9.91
9.38,4.24,6.59,4.39,3.42,-4.98
7.74,8.07,6.84,1.91,4.43,-7.92
8.49,5.08,3.6,2.7,3.68,-6.45
3.71,0.12,0.82,6.37,0.2,-13.48
5.34,0.22,7.6,5.89,9.19,-6.1
6.34,2.81,8.67,4.07,9.57,-4.4
9.09,2.46,5.87,4.02,6.04,-2.51
1.62,1.85,2.1,8.92,3.58,-30.72
1.12,8.41,0.77,1.76,5.2,-26.12
1.0,2.49,4.22,2.47,8.22,-7.09
6.29,0.66,6.58,9.7,2.84,-19.86
9.65,9.02,5.92,4.93,7.6,-24.84
5.07,8.71,7.57,3.36,9.83,-20.42
0.82,0.67,1.72,6.12,0.55,-14.73
1.64,7.15,2.53,8.57,1.8,-44.94
8.34,9.43,1.53,0.2,1.23,-10.86
6.48,6.23,9.27,3.42,7.07,-10.86
9.31,2.14,7.46,2.61,9.74,6.8
5.45,8.54,5.73,6.25,2.76,-33.05
3.37,6.0,7.8,5.78,5.36,-25.77
3.14,7.49,9.29,2.92,6.45,-15.87
8.62,4.46,8.64,3.23,4.81,-1.14
5.78,2.16,3.69,4.39,0.66,-5.36
1.51,6.87,3.47,2.89,2.99,-20.1
1.1,9.14,5.83,9.59,6.15,-53.38
2.46,9.72,3.99,0.17,8.04,-19.4
6.33,6.12,4.18,8.86,0.8,-36.86
5.47,6.42,8.02,9.29,6.27,-35.3
5.02,7.18,4.59,9.35,7.95,-45.41
1.78,0.35,0.83,3.64,9.6,-7.67
7.11,5.23,1.46,7.49,1.28,-28.68
8.93,7.68,9.08,7.16,8.45,-27.88
6.44,9.52,6.41,1.53,3.26,-14.95
9.33,2.68,1.2,9.57,6.23,-31.5
2.19,7.98,3.8,5.04,3.45,-32.06
10.0,9.76,1.43,3.61,7.85,-27.34
3.23,7.65,0.74,6.27,1.82,-39.97
6.75,3.67,2.27,1.04,2.01,3.28
5.96,4.88,0.38,8.64,1.23,-34.92
8.18,4.0,9.1,9.36,0.11,-23.21
9.12,5.08,4.82,7.73,6.18,-24.17
0.55,5.28,0.23,8.55,4.13,-46.92
8.96,0.43,1.91,6.7,7.31,-12.1
8.73,7.61,9.68,1.03,9.82,-1.54
3.13,0.59,2.22,2.1,2.07,4.53
2.99,9.34,3.53,1.09,1.39,-17.07
1.27,1.66,1.24,1.99,1.23,-2.99
8.1,8.34,5.34,7.79,4.55,-36.12
7.61,6.9,4.88,3.08,0.08,-10.88
7.15,2.37,8.99,2.92,6.21,3.5
5.35,0.63,4.84,7.53,5.87,-15.6
5.66,1.07,6.1,1.04,3.75,14.28
5.55,5.54,4.62,2.54,3.74,-10.36
3.93,9.81,6.51,9.48,9.42,-52.08
6.0,1.09,2.07,1.02,6.27,8.3
9.56,5.21,0.7,2.04,7.67,-9.03
2.3,6.97,5.28,5.02,8.92,-29.85
7.75,6.97,5.71,5.59,4.01,-20.97
2.61,9.2,0.54,8.05,0.73,-50.99
2.9,3.26,6.84,4.96,7.63,-13.88
9.3,3.56,8.78,2.93,9.79,2.36
2.36,0.66,0.09,8.93,5.17,-30.07
4.99,9.41,8.16,7.85,4.71,-40.43
0.43,4.48,8.4,3.7,2.01,-9.94
1.68,0.92,3.27,6.36,2.21,-14.36
5.71,1.8,5.56,0.29,9.72,10.75
8.3,8.68,6.9,6.73,6.97,-32.25
2.13,7.52,1.15,4.82,3.65,-33.78
8.39,7.5,4.1,3.81,8.0,-19.92
5.66,8.06,9.47,6.27,8.57,-27.78
1.23,3.83,9.75,5.2,9.84,-17.17
3.29,7.52,4.26,8.04,1.35,-40.39
0.94,3.34,2.13,6.13,8.16,-29.87
7.93,6.34,0.89,7.35,7.14,-34.6
2.37,4.94,8.3,7.98,3.5,-30.04
6.03,8.15,1.87,1.02,4.22,-13.85
6.31,6.1,8.1,0.21,3.88,3.56
5.0,5.53,7.66,5.25,2.33,-15.11
0.07,6.78,1.26,8.23,6.46,-49.2
5.84,5.67,8.21,1.89,3.59,-2.21
2.37,6.56,9.28,7.42,8.26,-32.87
2.7,8.18,3.44,2.7,4.78,-23.52
7.35,5.89,2.26,7.2,7.58,-32.8
4.09,8.92,4.27,7.61,8.26,-43.45
8.25,9.44,3.3,8.52,6.84,-45.51
1.36,4.43,9.58,2.76,4.05,-6.3
3.77,8.39,5.62,0.27,6.07,-10.92
8.09,0.47,3.15,6.65,7.76,-11.67
5.66,4.5,0.11,5.12,5.34,-23.87
0.17,2.37,0.37,6.21,6.6,-26.98
1.71,9.19,1.19,1.08,7.68,-25.19
7.92,4.5,3.56,5.11,6.4,-14.7
1.81,8.2,0.77,8.53,4.26,-49.86
7.22,5.92,7.33,7.1,1.4,-22.83
7.32,3.31,1.82,1.7,5.63,-0.91
2.09,1.14,4.92,3.45,5.02,-4.1
7.66,2.78,1.44,9.47,9.0,-34.72
4.02,2.05,0.48,7.38,3.78,-25.39
7.61,8.16,0.99,0.81,0.06,-11.37
9.24,5.98,3.66,8.55,6.7,-34.05
4.06,4.29,4.96,2.79,0.48,-6.26
3.51,3.84,6.54,2.14,4.65,-1.87
8.46,6.8,4.95,1.26,9.39,-6.95
1.68,1.39,1.13,6.64,3.06,-21.18
5.63,5.1,6.67,8.92,2.08,-30.91
3.95,5.83,6.01,1.71,7.17,-8.55
6.55,1.16,0.59,8.44,9.17,-26.0
0.68,6.04,8.85,3.54,0.5,-13.47
5.79,8.14,3.96,2.57,6.96,-19.02
9.67,0.78,6.4,4.08,8.76,3.37
5.34,8.67,7.25,6.13,6.82,-30.87
8.52,1.99,2.13,2.53,6.02,2.15
3.1,4.64,9.42,5.95,7.49,-20.11
0.49,9.8,9.52,9.73,5.78,-54.84
6.49,5.03,5.73,5.07,3.3,-16.97
7.96,4.89,8.13,9.53,4.07,-29.12
7.81,4.05,8.09,6.96,0.15,-14.35
1.65,5.89,4.35,6.57,0.41,-29.51
7.44,7.49,9.95,1.21,0.42,-0.2
8.71,2.6,3.4,4.22,6.27,-6.83
7.9,1.16,8.26,9.05,5.79,-15.98
1.66,6.16,7.49,9.96,8.63,-45.04
4.76,2.62,2.27,4.69,3.0,-12.58
5.84,8.06,0.95,9.39,8.47,-51.86
9.5,2.35,7.09,6.15,2.98,-5.54
6.99,2.37,9.06,0.16,0.14,20.19
5.42,9.84,0.82,3.53,7.96,-33.92
9.23,4.35,7.41,1.73,0.84,7.1
2.98,1.83,5.14,3.12,0.0,-0.82
6.33,0.63,8.63,7.0,2.36,-5.62
1.68,1.97,5.43,1.42,7.86,1.61
3.79,1.88,3.26,2.73,1.8,-1.11
0.15,3.86,0.74,8.17,3.23,-39.41
5.0,7.55,2.82,0.04,9.71,-11.46
4.92,2.25,0.57,8.94,6.71,-32.49
2.96,7.73,9.2,5.83,6.4,-27.49
6.72,5.57,2.92,5.91,9.98,-27.94
0.06,0.58,0.27,2.97,0.36,-6.0
2.92,1.82,4.54,5.23,2.14,-11.75
6.34,4.38,4.35,0.3,1.91,3.77
1.86,1.91,5.89,6.56,3.33,-18.1
4.37,6.61,3.3,3.69,9.71,-25.31
2.39,3.98,2.75,6.94,6.7,-29.43
1.08,9.86,0.21,0.81,5.14,-28.03
1.1,3.36,3.09,4.87,1.93,-18.09
1.34,8.9,7.57,7.69,5.73,-42.72
1.31,7.76,0.57,8.01,9.58,-52.38
0.51,5.81,9.05,6.97,0.99,-28.31
1.02,0.13,7.59,7.88,6.47,-16.22
8.68,1.69,5.08,1.04,5.24,13.11
1.62,6.13,5.8,8.61,4.01,-38.79
3.11,8.05,4.37,0.4,1.0,-8.99
1.99,5.89,2.37,0.25,1.89,-7.76
5.38,7.13,2.45,0.1,9.45,-9.3
5.66,9.8,4.02,2.45,1.64,-21.76
0.14,2.52,2.52,1.32,5.1,-5.35
0.95,8.56,9.5,9.41,2.77,-46.43
2.2,5.23,8.36,2.18,9.42,-9.35
8.22,8.71,6.76,9.97,2.68,-44.19
6.51,9.76,6.46,8.53,8.91,-45.77
2.83,9.81,3.62,0.98,7.65,-24.6
8.78,1.94,0.28,1.73,2.61,4.1
4.47,4.9,9.59,1.81,3.09,2.97
3.68,2.02,4.84,6.76,2.46,-17.48
4.97,8.84,3.4,3.04,4.88,-24.99
2.83,4.9,2.54,2.26,8.75,-12.1
7.71,0.81,8.76,3.27,9.81,7.31
1.61,0.38,0.85,6.22,5.39,-17.28
2.25,4.68,1.35,3.62,3.35,-19.29
1.6,3.11,0.6,5.07,3.0,-21.43
5.78,4.6,9.89,8.69,6.76,-27.24
3.16,7.37,3.89,1.13,5.83,-12.21
2.56,4.63,7.72,4.54,9.81,-16.71
8.15,2.53,7.75,7.31,9.17,-14.27
4.72,5.33,7.41,1.65,6.0,-5.0
2.51,7.12,8.88,0.55,3.64,-4.41
1.05,1.26,1.31,5.59,2.45,-18.34
5.13,3.4,5.84,0.66,8.3,3.38
8.72,3.34,0.74,1.96,5.11,-2.41
7.08,0.36,0.47,9.42,7.22,-27.67
7.69,9.34,7.27,7.79,9.03,-39.22
1.0,3.32,4.52,6.67,4.14,-25.3
5.39,4.64,7.27,8.06,8.63,-27.81
1.67,2.99,4.49,5.37,2.43,-16.62
1.2,7.0,8.48,6.52,3.57,-29.37
2.48,2.4,2.68,0.32,0.79,6.1
2.97,9.18,4.24,4.75,3.81,-32.5
6.26,8.45,8.13,5.99,2.17,-25.85
8.33,6.57,0.28,2.97,0.66,-13.59
8.59,1.29,8.87,8.9,8.94,-14.92
8.95,4.35,6.87,0.69,2.75,11.15
9.38,3.3,1.55,6.8,4.27,-17.2
4.2,4.91,3.64,1.1,0.51,-4.78
6.36,7.8,0.03,0.82,7.12,-15.6
3.29,3.57,0.12,1.9,3.21,-7.96
4.83,3.98,9.38,6.67,8.07,-16.67
5.01,5.77,4.44,9.22,6.08,-38.17
0.82,7.25,3.17,0.9,5.61,-17.43
8.19,9.16,6.19,6.76,8.93,-34.42
6.02,1.16,0.96,2.47,0.33,2.85
6.85,9.78,4.48,3.42,6.62,-24.77
5.22,9.27,0.18,2.8,4.64,-27.96
3.98,0.32,7.85,7.44,7.14,-13.68
0.4,8.39,2.67,4.82,3.69,-34.33
9.42,9.28,9.29,6.31,4.92,-27.08
2.93,9.09,5.92,3.7,1.48,-24.44
6.85,7.91,1.41,1.66,8.66,-17.84
6.23,6.29,8.74,1.32,2.24,-0.77
9.42,1.06,6.92,0.95,3.18,19.4
4.78,3.31,0.23,2.87,7.19,-10.71
8.58,6.19,8.06,1.0,6.99,0.64
7.35,9.02,4.63,7.71,9.04,-40.75
3.5,3.51,1.38,6.06,2.11,-22.67
2.25,9.1,1.7,9.84,2.12,-57.4
5.83,7.12,0.64,1.74,0.43,-13.55
9.12,2.49,6.87,3.58,2.66,1.56
8.76,2.25,2.15,8.27,4.67,-23.32
9.82,4.38,8.87,5.88,8.86,-11.48
6.8,1.09,4.06,6.17,6.62,-10.97
7.64,3.22,4.69,4.1,4.56,-7.47
8.92,0.76,9.17,7.28,1.31,-0.91
0.07,1.82,1.58,7.99,3.94,-33.62
6.3,6.49,8.91,2.97,5.81,-8.32
9.76,9.42,5.56,8.77,1.47,-36.6
8.24,5.97,4.61,8.85,5.0,-33.37
1.54,7.75,1.4,5.66,3.6,-39.38
9.08,1.98,9.43,2.72,2.19,12.59
7.77,7.05,7.36,8.84,1.55,-32.82
9.71,7.81,8.02,1.96,2.71,-4.46
8.49,7.37,2.58,1.29,5.38,-10.15
7.85,7.93,0.8,6.67,7.04,-36.1
1.15,9.07,2.69,5.14,5.54,-41.5
2.38,2.22,7.58,5.05,2.18,-9.76
6.72,3.09,6.99,9.9,7.24,-29.03
4.11,8.13,9.67,1.32,9.32,-10.94
7.67,2.57,8.35,2.94,5.91,3.33
0.22,0.53,3.33,6.47,5.37,-19.89
8.6,6.35,6.59,4.33,9.04,-15.34
4.33,8.37,1.76,5.1,4.2,-32.51
3.74,0.45,7.69,4.72,9.91,-3.17
6.2,6.18,3.43,1.89,1.51,-6.94
7.32,2.01,5.5,7.6,1.49,-14.94
9.67,1.34,8.87,9.53,3.24,-14.22
2.17,5.0,2.34,4.29,5.49,-20.58
9.19,3.99,2.01,2.99,0.99,-3.74
8.92,0.54,8.2,8.43,4.81,-11.11
9.59,1.84,8.63,5.17,7.31,-0.16
7.06,3.28,5.5,2.16,8.99,1.29
2.28,6.47,8.45,8.06,0.9,-32.91
4.91,1.26,1.69,8.72,2.82,-26.27
1.93,5.28,6.62,7.88,9.3,-36.39
8.4,8.31,4.09,5.89,7.53,-31.01
2.32,5.39,9.24,9.17,6.43,-34.68
1.48,7.15,4.63,1.05,7.08,-14.44
4.31,0.48,4.66,8.94,7.55,-22.51
6.8,2.71,4.3,2.95,1.16,0.24
6.91,8.24,0.22,5.69,7.91,-36.83
4.7,7.77,3.94,9.23,1.28,-46.0
7.78,9.06,8.92,7.78,5.33,-36.1
7.56,4.37,9.74,7.44,6.62,-18.46
8.36,1.64,8.15,9.47,2.09,-18.41
6.37,8.56,8.7,0.67,1.47,-3.97
5.93,1.07,2.24,5.04,2.46,-7.09
5.69,8.65,4.86,8.49,1.78,-42.25
9.1,4.38,1.76,2.54,3.6,-3.51
1.33,1.65,4.64,1.89,3.42,-0.08
2.03,4.61,6.58,5.51,3.34,-19.27
8.3,9.9,7.01,0.54,3.14,-8.41
1.11,6.7,3.09,1.32,6.77,-16.3
4.89,4.87,9.57,5.51,8.94,-16.86
7.05,7.54,7.51,2.12,9.14,-12.69
3.12,6.2,4.55,4.05,5.74,-22.1
8.71,5.01,2.54,4.29,2.56,-13.22
2.2,8.83,8.86,7.01,7.78,-38.29
8.91,9.46,0.2,3.4,8.33,-27.63
1.42,7.17,5.92,3.74,9.44,-26.32
8.64,1.13,4.5,5.93,9.59,-8.06
2.8,5.68,5.11,1.04,0.37,-3.08
8.52,5.64,6.17,4.95,7.46,-14.29
6.71,8.36,5.26,1.03,2.02,-8.05
8.74,2.49,3.43,9.09,3.82,-23.33
6.17,3.37,6.04,2.95,1.54,-2.67
2.23,5.05,7.27,3.78,5.29,-15.78
4.41,8.35,6.61,7.68,0.36,-37.39
2.55,9.04,8.78,3.48,0.72,-22.09
2.19,2.54,5.87,5.87,5.92,-17.89
7.75,3.88,9.38,9.38,9.08,-27.02
6.48,9.01,7.92,7.73,9.48,-40.42
7.9,0.6,2.41,1.53,5.37,10.27
8.35,4.23,6.55,7.47,7.9,-20.94
5.5,9.54,5.94,9.44,0.52,-47.46
6.1,8.91,6.13,2.38,6.27,-20.24
2.01,2.37,3.85,4.35,6.6,-13.27
7.97,7.35,6.74,5.73,5.94,-23.82
3.85,0.22,3.67,6.16,7.67,-11.96
1.21,5.07,9.04,2.88,3.18,-7.89
2.93,6.28,7.04,4.11,6.16,-19.19
0.03,2.38,6.42,3.48,5.91,-8.35
2.82,5.56,3.15,9.38,7.96,-44.74
2.05,8.2,7.3,0.38,1.6,-8.83
5.75,0.44,8.57,0.55,9.96,16.33
2.0,1.15,6.49,2.59,3.06,2.4
8.91,1.11,2.63,1.33,5.63,9.77
6.68,7.47,4.03,8.33,9.93,-41.68
4.96,0.4,9.14,1.27,5.91,16.21
6.58,4.71,5.04,9.09,1.47,-30.5
5.7,7.53,5.62,0.83,2.63,-7.15
4.6,5.42,5.32,6.49,4.95,-26.58
5.05,0.19,3.38,8.04,1.32,-16.01
8.21,6.92,3.5,1.08,7.32,-8.78
2.99,6.24,9.1,3.67,2.91,-14.09
1.95,5.01,3.02,4.7,4.72,-23.48
7.26,9.98,9.21,9.59,5.09,-46.0
5.4,4.68,2.26,2.35,5.85,-9.1
7.37,0.86,9.42,4.28,8.47,2.95
1.8,7.85,3.21,8.58,0.15,-44.4
4.59,8.16,1.11,5.5,5.88,-35.2
0.11,5.37,3.5,2.18,8.72,-17.54
0.31,1.66,0.69,6.64,8.15,-26.13
0.29,2.64,5.09,4.64,8.84,-16.57
6.5,4.25,0.18,2.05,3.09,-7.16
7.66,0.23,7.74,4.19,6.06,4.75
8.69,6.35,4.91,8.81,1.41,-31.69
3.14,3.01,0.82,4.16,1.6,-14.71
2.62,1.89,9.95,4.08,4.59,0.67
4.97,6.76,1.65,2.19,6.09,-17.9
6.05,7.7,4.87,6.89,5.67,-34.45
7.82,1.67,0.52,8.1,2.05,-20.74
5.08,7.96,8.28,5.14,7.77,-24.75
2.97,7.0,5.92,5.78,8.68,-32.3
3.19,8.08,0.2,2.56,5.53,-26.73
8.48,2.62,4.13,3.82,0.96,0.08
5.06,5.41,3.84,4.6,6.07,-19.6
3.5,0.25,9.15,8.38,3.23,-12.41
0.74,0.89,6.08,1.85,9.52,1.13
5.09,6.11,8.0,3.34,9.18,-11.67
8.84,6.64,7.1,7.96,8.18,-31.72
9.84,3.19,7.45,9.26,1.62,-17.96
0.01,7.73,2.1,2.01,6.0,-25.34
6.81,1.85,8.51,4.87,5.49,-2.98
6.72,0.87,0.42,5.09,7.45,-10.63
7.64,9.04,5.29,7.74,6.99,-39.05
4.69,6.97,8.51,3.73,0.72,-13.67
9.84,1.02,6.07,1.9,6.08,13.75
4.4,6.99,3.18,3.39,1.65,-18.89
7.25,4.09,8.18,1.05,9.78,5.11
3.42,9.01,3.06,3.23,1.45,-25.33
6.24,6.88,9.31,7.48,1.25,-26.98
1.68,3.53,0.18,1.33,2.6,-8.14
