X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,y
9.63,6.05,4.27,4.88,4.19,7.33,2.26,8.73,2.13,3.74,38683.72
0.35,2.91,4.92,1.99,9.36,7.21,7.33,4.82,6.29,9.05,70412.58
0.9,6.26,0.16,6.09,2.88,2.98,8.68,3.38,0.37,7.1,-247213.24
1.74,7.56,4.16,7.65,7.01,2.57,2.74,7.07,0.52,8.07,-310779.84
5.96,4.69,3.55,8.41,2.49,6.41,1.26,0.7,1.76,9.08,-488902.77
1.62,7.89,1.78,5.46,7.13,9.59,5.12,1.42,6.83,1.28,273454.03
4.02,1.27,8.54,5.31,2.11,3.61,1.85,8.42,3.42,6.7,-61510.3
7.09,1.06,5.88,0.17,0.78,7.61,0.52,3.05,9.65,5.29,-38707.07
6.59,6.47,3.79,7.88,2.99,1.05,2.94,8.92,9.34,0.48,-209691.47
6.38,2.91,0.95,0.07,3.22,3.42,0.81,1.9,6.92,8.87,-308089.2
6.8,3.4,1.33,9.3,7.56,7.03,9.22,9.27,5.58,7.05,-236300.14
6.54,7.45,1.5,4.32,6.54,5.81,2.2,6.91,4.21,9.56,-417117.6
7.96,1.27,3.28,5.86,2.52,5.81,6.35,1.1,2.54,0.39,-57306.9
5.68,2.78,1.31,8.28,8.68,9.73,0.72,3.31,1.1,3.09,428618.02
0.86,7.61,0.28,7.85,8.14,5.93,0.63,6.37,5.83,4.25,-63243.42
9.0,4.76,8.28,8.44,9.81,2.06,5.63,3.37,2.41,8.87,-192889.5
1.18,3.78,0.83,4.53,1.6,4.41,7.13,5.8,8.99,1.19,-96932.22
3.16,9.01,0.93,9.29,2.43,3.21,5.0,6.95,9.86,7.08,-783774.34
2.6,6.05,9.38,7.8,2.3,7.64,2.08,2.25,4.14,9.39,-490739.09
9.7,0.67,9.86,2.69,5.06,0.88,6.83,5.69,0.14,8.83,-446135.4
3.86,3.48,8.28,4.68,3.39,6.86,2.76,5.25,2.59,3.61,22466.42
1.84,1.26,3.32,2.18,8.09,2.15,0.46,7.22,7.9,6.08,107285.61
1.0,4.3,8.38,3.61,8.22,7.17,8.15,5.02,6.39,6.48,91177.64
7.31,5.29,2.26,2.55,5.65,2.63,1.8,9.6,7.17,1.85,99707.21
6.84,9.22,3.81,1.5,2.88,6.83,4.94,4.5,8.07,4.35,-295287.59
1.38,2.41,4.69,7.24,2.16,6.15,7.02,8.18,0.14,3.61,-29095.02
5.9,4.64,9.82,2.77,6.67,8.88,5.44,2.31,8.83,1.12,142246.12
5.24,1.37,9.84,4.45,8.33,2.0,1.72,7.23,6.12,8.19,-74926.37
9.44,4.84,9.54,8.08,5.17,9.32,5.06,8.43,2.41,7.19,-26373.59
0.27,3.57,2.27,2.5,0.48,7.12,4.11,4.28,7.93,1.99,40807.55
3.05,8.69,2.67,9.86,4.89,9.15,8.38,2.43,6.63,5.85,-470857.09
0.22,9.83,5.18,4.05,3.22,7.32,5.52,4.46,2.21,0.67,-316189.7
4.6,7.54,6.69,5.83,3.7,3.89,8.15,1.83,4.54,5.9,-244172.81
0.25,1.71,9.18,2.05,6.74,5.26,0.54,9.4,0.95,5.03,132907.02
3.93,4.35,9.5,4.32,9.55,3.51,9.5,1.11,8.47,5.47,96426.56
3.94,3.45,1.64,8.33,5.69,6.84,3.06,8.69,9.95,0.97,-142970.74
8.57,7.18,9.7,3.71,3.14,7.16,5.97,2.1,9.27,2.24,-225845.9
9.51,7.38,3.6,7.02,1.26,2.01,9.46,7.77,3.7,9.7,-758757.4
1.55,4.39,8.79,1.36,8.42,1.82,4.69,1.8,6.96,9.91,-361647.21
8.31,8.82,0.65,0.88,8.33,9.57,6.53,2.93,5.0,1.02,254996.96
3.97,8.63,0.61,9.32,3.29,5.52,3.8,5.22,0.38,6.23,-574818.98
7.0,6.47,0.55,1.86,1.62,0.55,8.4,7.47,4.56,9.33,-449094.85
4.45,6.42,4.14,5.09,8.4,4.87,1.7,3.19,0.71,6.82,55812.73
3.19,3.16,1.24,7.58,4.3,1.65,5.81,7.84,7.87,9.94,-602483.95
9.06,2.29,9.29,3.11,6.02,4.8,0.96,7.98,9.49,3.99,-132302.89
1.36,8.36,9.88,8.09,9.32,6.65,6.89,5.42,5.51,5.85,-106781.44
6.51,8.48,4.85,2.92,2.54,8.6,6.03,9.67,3.3,2.73,140715.63
2.24,2.02,8.54,5.07,9.08,6.62,0.87,4.49,7.37,4.42,248954.73
7.86,3.95,2.14,3.38,4.84,7.28,6.13,9.86,9.2,6.77,55749.9
9.83,2.54,3.54,1.68,1.47,1.66,1.59,5.17,2.47,2.56,-99548.16
1.26,2.87,7.3,7.34,4.37,0.86,1.25,2.4,6.41,9.6,-543351.64
6.39,3.4,2.31,7.66,7.65,5.09,3.75,5.69,8.09,6.58,-111068.32
6.03,3.67,9.32,3.36,1.14,2.12,3.51,6.01,1.31,5.33,-88664.16
9.51,5.65,9.06,1.53,8.05,0.85,6.05,7.87,0.06,9.53,-369979.29
2.91,0.53,0.51,4.41,1.91,5.84,0.03,4.68,5.34,1.86,19546.43
5.48,6.7,6.4,5.68,9.55,3.05,7.8,2.18,0.46,7.6,86354.41
5.46,2.14,3.61,8.92,1.71,1.41,5.1,7.37,1.71,2.09,-252491.33
0.55,7.19,7.26,7.57,1.74,2.31,9.65,7.88,8.0,3.33,-336372.83
3.06,6.43,3.86,4.34,4.95,8.87,0.02,3.54,6.52,0.01,193979.41
3.38,9.54,6.53,3.83,1.43,7.87,1.62,4.88,0.75,3.29,-220734.24
5.06,2.42,0.07,3.11,1.19,5.99,9.46,0.12,3.65,1.54,-75678.38
7.09,3.65,4.61,9.03,1.75,8.52,7.04,0.88,9.07,3.47,-218226.73
9.38,7.16,1.81,3.27,9.89,3.52,6.32,1.93,2.66,6.84,176601.13
7.1,4.63,2.52,8.78,7.97,6.88,1.26,6.2,1.8,6.5,-114713.7
3.27,8.71,9.94,0.03,9.67,8.86,1.07,1.15,6.26,1.87,325119.69
7.44,9.74,5.56,6.49,9.83,9.26,8.03,3.49,8.11,5.5,147381.38
1.81,5.23,3.94,2.99,8.41,2.28,4.73,2.65,1.16,0.96,168714.13
8.28,0.98,5.5,9.54,3.91,5.41,2.03,7.64,8.16,3.34,-412248.28
9.25,7.84,9.07,0.62,3.34,8.54,8.34,9.07,7.1,9.25,-365370.35
6.57,3.73,5.3,8.23,4.2,6.16,3.96,1.8,2.65,3.78,-168553.83
5.88,2.84,6.21,4.79,2.39,6.14,3.35,4.92,8.51,2.11,-45010.53
9.79,0.97,6.62,3.32,7.5,2.85,7.41,9.16,3.83,5.64,40391.51
2.82,5.98,3.51,6.87,4.39,4.2,5.7,5.43,3.43,4.89,-118013.26
6.65,7.14,7.37,1.32,9.16,9.86,6.06,0.49,8.06,8.33,349915.53
5.03,4.07,5.03,8.16,0.07,0.58,6.77,2.98,2.29,1.17,-212517.79
9.41,3.13,0.52,8.25,9.98,4.92,5.51,1.1,0.17,3.02,186198.85
5.87,5.47,9.41,2.16,0.15,4.05,2.56,3.61,0.83,9.64,-507695.79
7.77,8.71,7.92,3.4,8.87,9.49,2.85,9.85,1.57,4.01,480836.63
3.07,2.8,5.01,0.6,4.79,2.03,5.18,7.46,0.44,7.34,-71656.14
8.73,8.69,3.22,0.09,1.09,8.51,2.29,8.56,9.54,4.52,-101761.97
0.28,7.16,0.44,9.81,7.99,5.65,4.3,0.25,4.03,4.27,-360991.21
9.0,5.89,0.09,7.57,3.41,3.14,1.19,4.64,9.71,0.22,-325024.02
6.11,9.5,1.39,1.62,6.3,0.07,5.33,8.44,2.73,7.18,-335697.95
5.17,6.11,9.66,3.15,5.26,1.5,3.7,2.37,4.32,4.35,-111645.35
8.1,6.93,6.35,2.92,6.05,2.37,9.91,3.02,6.6,1.31,-232587.94
6.79,7.24,1.76,6.66,3.92,7.28,1.78,5.6,1.4,6.73,-137673.31
4.32,6.0,6.34,6.16,7.01,7.55,7.16,8.15,8.24,5.27,60129.74
9.25,7.88,6.14,6.83,4.31,2.24,4.41,2.29,0.78,3.61,-294938.86
4.9,8.26,3.16,7.56,9.21,4.48,4.32,0.58,8.54,7.63,-176281.24
4.44,9.63,2.26,1.23,1.73,4.94,1.26,4.47,8.18,1.72,-393363.01
4.75,2.67,1.84,2.08,0.81,7.15,7.11,3.74,3.45,9.2,-275616.57
8.59,1.04,3.75,0.13,5.42,1.41,2.16,6.43,5.85,0.8,-24271.71
1.7,6.53,4.6,3.74,5.01,8.58,8.46,3.94,8.17,5.59,32786.88
2.58,6.42,6.73,3.25,2.21,4.58,6.09,2.31,5.31,5.87,-111605.7
7.77,4.19,1.35,7.59,5.79,6.08,1.61,3.46,8.55,3.32,-156273.68
2.58,0.22,4.48,7.9,6.44,9.81,2.13,1.82,2.63,0.57,316433.24
7.92,6.97,0.99,5.29,2.33,7.77,3.45,2.2,6.08,8.63,-254094.35
7.4,9.19,8.85,6.46,4.83,5.29,8.33,1.27,5.59,8.62,-690915.27
6.11,6.08,4.21,0.08,4.72,0.77,4.75,0.37,4.12,9.49,-430725.9
6.51,5.22,1.09,4.61,9.08,0.49,6.73,7.77,1.11,7.37,155200.11
4.93,6.99,4.03,0.37,7.53,2.89,6.1,1.76,0.03,5.38,-5790.38
2.83,1.26,1.97,3.56,5.61,9.77,6.5,1.53,0.48,4.12,409638.38
3.27,3.09,8.46,6.68,1.98,0.27,8.02,1.24,7.38,1.97,-183266.25
3.35,6.49,9.03,8.64,9.65,6.99,2.93,0.21,4.99,2.49,116026.01
6.39,6.08,5.84,5.25,0.7,1.36,4.05,3.24,5.62,1.24,-87349.14
7.61,6.7,9.4,6.1,1.69,9.48,0.29,2.21,3.14,2.18,156306.7
1.87,3.97,8.64,0.61,8.09,5.95,0.74,0.6,4.63,7.84,-9761.91
3.28,1.81,9.86,3.67,0.29,9.88,7.32,5.71,4.54,2.09,329216.7
6.19,3.99,0.52,2.16,3.58,9.24,9.29,4.91,6.82,4.26,180270.29
2.15,5.42,9.85,0.98,4.83,5.73,0.82,6.65,9.08,3.65,-122040.91
5.95,6.25,9.36,5.46,0.05,1.63,4.8,0.37,5.96,2.93,-155318.31
0.23,3.66,3.38,8.71,1.31,7.93,2.26,6.27,4.52,3.82,-97191.25
0.01,5.45,4.21,1.6,4.2,7.04,0.09,7.58,9.83,0.16,-12715.2
4.9,5.83,3.03,8.57,3.5,9.09,4.18,8.18,1.06,7.19,-13441.87
1.41,5.83,6.73,5.62,6.17,6.59,0.64,4.92,8.73,4.87,-51297.57
9.07,4.29,3.88,7.03,7.53,3.5,5.06,0.67,4.71,0.86,-58937.28
8.31,4.97,8.73,2.46,5.21,6.42,1.17,7.85,0.5,0.55,11749.89
3.42,9.04,9.05,7.93,6.7,0.03,9.7,8.36,3.41,9.74,-900556.16
7.17,9.02,8.66,5.02,2.57,7.23,8.67,4.91,7.09,0.66,-339251.59
6.98,6.89,9.92,4.2,1.53,9.39,4.59,1.87,5.64,4.7,136263.24
6.1,9.67,6.26,1.98,1.57,9.67,2.1,0.5,0.35,6.66,-64808.78
5.45,0.91,2.41,8.77,3.04,9.79,7.71,3.3,8.01,1.06,77496.72
0.64,2.18,4.8,4.88,3.17,5.23,7.95,9.54,2.69,3.84,88705.12
7.36,7.72,0.81,9.33,7.35,5.24,5.45,6.9,3.77,0.87,-357030.95
9.11,9.47,5.02,8.57,7.9,4.7,1.07,1.27,7.66,2.86,-515348.69
0.46,9.54,9.12,0.29,8.81,9.05,4.24,3.15,9.69,3.24,13078.81
1.64,1.31,1.28,1.98,2.35,4.9,8.5,7.77,4.93,0.72,-5610.58
8.0,3.03,8.36,5.9,4.07,9.28,1.79,8.43,4.75,5.31,256406.75
3.17,7.37,8.77,4.99,0.81,9.42,6.87,2.54,4.23,5.03,141790.84
2.82,4.13,0.95,2.13,0.84,6.13,7.52,8.71,6.42,6.85,-8471.61
9.45,8.43,7.36,9.84,2.47,9.9,9.59,8.39,6.33,8.07,-525818.64
4.95,8.44,2.5,8.18,0.26,1.68,2.06,0.13,5.26,8.94,-665672.48
1.48,7.81,2.79,9.54,4.23,0.98,6.11,3.33,4.34,3.31,-523396.53
8.8,6.94,2.65,4.71,7.28,3.39,2.66,3.68,9.34,2.11,-138909.71
1.08,8.0,4.84,0.61,1.31,8.97,4.9,5.53,7.79,4.83,72780.15
5.04,5.62,7.92,8.74,8.59,9.93,3.21,6.95,6.64,9.6,-45539.51
9.25,4.26,3.37,1.23,6.02,2.45,8.99,9.11,5.95,4.02,-36786.59
2.6,1.81,6.29,5.05,8.82,9.46,4.93,8.7,9.19,6.98,478689.58
6.03,3.54,2.46,2.76,3.85,8.79,6.38,6.1,9.58,0.85,130144.56
7.02,3.81,7.3,3.84,0.57,5.4,9.33,6.13,4.49,4.38,-122983.16
3.19,0.6,1.22,9.77,9.17,2.38,0.46,8.49,2.55,9.69,-485808.74
9.79,8.99,5.1,6.79,3.58,8.17,8.91,1.16,3.07,0.48,-343263.68
3.14,8.48,1.34,7.08,2.02,5.8,9.93,5.92,1.26,5.78,-407449.53
3.33,6.58,1.76,4.06,8.31,9.23,1.23,9.07,5.22,1.91,530104.5
6.39,3.79,3.23,2.48,8.79,6.65,4.27,8.37,5.27,4.34,336424.51
6.14,4.51,3.36,8.59,6.2,7.04,6.45,8.91,0.39,6.11,-93347.79
2.93,9.41,9.09,2.03,1.35,3.49,8.99,4.82,8.84,8.5,-746709.16
1.14,8.12,4.23,8.86,5.83,1.15,7.47,8.84,1.27,3.88,-339197.61
9.1,9.59,2.58,1.01,1.32,4.42,5.98,3.81,4.88,1.87,-429946.9
2.56,4.4,1.79,3.98,3.53,1.33,1.56,6.99,8.11,3.14,-30219.13
3.1,0.91,2.24,9.85,2.44,7.93,7.16,5.79,6.57,2.45,-337108.47
3.95,0.6,8.23,9.5,2.45,2.63,6.8,1.36,0.34,3.81,-435386.1
5.02,4.61,1.78,5.28,0.58,9.39,0.57,1.37,6.12,9.86,-174193.68
1.41,1.46,3.54,3.95,5.96,5.54,3.12,2.02,1.36,4.21,43545.19
0.74,7.69,8.97,4.98,6.5,1.09,3.38,6.99,1.11,5.91,-147109.58
2.13,3.78,1.89,4.06,4.55,3.24,0.59,7.12,7.17,9.6,-401244.13
5.5,4.44,2.61,9.7,8.5,1.96,6.53,7.57,2.37,7.54,-329272.2
7.48,8.47,8.9,7.88,7.93,9.4,8.47,8.14,7.68,5.49,2792.51
5.05,3.45,1.69,1.49,3.59,5.35,3.41,6.39,2.04,0.5,32351.54
2.05,1.1,0.55,4.14,0.73,9.0,1.53,8.14,2.04,0.56,326283.88
2.34,4.8,0.05,3.06,9.98,0.52,8.17,3.02,1.49,3.88,386420.53
8.27,3.68,0.55,2.19,7.03,0.71,3.57,1.34,1.51,4.85,14744.36
5.52,4.07,9.46,4.06,2.12,4.11,8.73,3.27,6.17,7.07,-251315.78
2.99,7.44,2.17,7.97,6.69,7.66,3.54,3.87,5.35,1.01,-83596.72
1.54,2.47,0.51,0.33,3.46,4.55,6.73,5.85,8.67,0.15,-60714.43
4.43,7.18,7.35,6.52,9.02,6.52,9.19,8.66,8.8,5.07,67714.12
6.38,2.46,8.76,1.11,0.94,1.25,1.26,8.26,1.92,1.8,5843.51
0.62,4.13,9.86,7.69,2.45,1.36,0.72,0.24,1.46,3.4,-221465.11
0.2,6.35,3.79,1.05,9.69,9.75,8.85,5.5,0.52,9.5,297478.88
4.02,7.53,4.51,8.67,2.08,6.93,5.69,0.8,2.31,0.58,-286964.05
1.2,8.53,5.4,1.17,7.31,5.64,1.46,1.9,3.4,8.28,-282178.54
6.9,5.59,5.18,7.52,1.59,1.15,1.36,5.53,4.65,3.11,-163922.35
9.49,5.54,0.25,1.49,5.38,5.69,4.87,0.67,8.78,7.6,-264251.34
9.59,5.94,4.64,9.62,8.57,0.59,5.73,4.09,7.33,7.47,-469960.33
6.63,1.5,1.7,3.9,0.71,6.6,6.71,0.38,1.74,8.2,-171664.12
1.79,8.48,8.27,7.45,1.61,6.13,5.89,9.67,2.56,1.86,-166492.21
5.57,6.94,4.05,7.86,7.05,7.93,3.49,3.02,10.0,2.72,-131517.89
3.75,2.5,2.66,4.17,3.93,6.01,1.43,5.7,8.83,8.71,-280489.16
0.49,1.49,5.35,1.44,0.17,4.44,3.83,2.81,2.97,2.2,1102.74
6.94,8.37,6.27,4.88,6.77,4.38,8.01,0.01,4.63,5.97,-242196.16
4.84,4.59,5.17,9.41,2.87,3.27,3.88,4.31,3.64,8.69,-623985.13
7.18,0.59,5.22,7.98,9.95,7.17,5.81,8.84,8.36,9.51,-8980.82
6.68,7.51,2.91,9.23,5.82,6.69,2.88,9.72,3.93,4.48,-217069.52
8.28,1.58,7.44,5.93,3.2,3.3,3.52,8.93,5.37,1.52,-9796.59
5.01,0.49,8.11,6.25,7.34,0.91,4.13,5.18,6.85,3.26,-5017.55
4.4,5.22,6.02,9.77,3.97,2.27,1.17,9.59,4.53,4.43,-324509.65
7.09,5.16,5.69,7.96,5.31,1.19,5.99,3.46,4.87,7.0,-285770.73
3.3,6.67,4.58,5.48,2.55,6.26,7.68,4.68,1.34,8.11,-257855.89
2.91,4.66,6.98,0.27,0.11,2.57,8.51,0.52,6.11,6.0,-141302.64
3.6,5.04,3.76,3.04,9.55,5.22,7.61,1.11,4.32,5.87,289175.02
1.44,9.78,7.9,3.0,5.22,7.18,5.04,1.6,6.84,6.54,-400915.65
1.7,9.23,4.4,9.53,0.2,3.45,4.95,7.55,4.96,9.9,-1115882.23
5.07,1.15,6.87,0.28,6.23,0.57,3.83,0.63,2.41,8.6,-216811.54
8.71,4.04,0.2,6.4,3.71,2.3,8.93,8.71,8.22,6.18,-202139.38
4.1,0.16,4.74,7.51,4.41,3.91,8.15,2.62,5.58,7.59,-299669.26
6.97,0.63,8.23,9.32,2.16,9.84,3.45,7.06,6.32,1.57,46528.75
0.73,2.36,1.56,8.83,8.15,4.47,0.97,9.56,0.91,1.03,48838.14
8.82,2.25,1.94,9.43,6.92,6.84,7.82,8.02,8.16,6.34,-366838.5
9.34,9.64,2.79,7.84,3.54,8.79,5.0,1.85,0.76,8.44,-566993.19
3.56,7.18,7.77,2.12,9.47,0.18,0.55,9.68,3.47,1.23,384125.81
7.68,0.15,1.01,6.78,0.19,3.04,0.68,0.05,2.43,1.83,-102132.47
4.36,4.93,6.88,8.13,0.8,0.57,8.07,4.42,5.24,1.4,-256646.96
5.82,8.06,1.36,7.59,2.44,4.79,6.52,3.6,4.23,5.92,-329387.7
7.14,2.98,4.48,5.61,0.48,2.6,7.97,3.57,1.46,0.83,-98270.91
5.54,2.65,2.07,3.78,2.01,8.36,9.79,3.59,3.08,8.67,-193316.09
5.83,6.07,8.29,7.85,0.57,5.18,7.14,7.42,0.15,8.15,-385944.17
8.94,7.86,8.61,7.81,1.32,8.39,7.19,6.55,7.92,9.14,-561620.63
2.6,9.98,9.32,1.67,3.51,5.19,3.14,6.69,1.56,1.3,-449517.2
8.9,7.97,3.15,3.38,5.34,2.1,0.1,0.83,5.25,1.9,-194281.02
7.03,8.89,0.39,0.05,1.99,7.04,8.43,4.51,6.52,9.02,-556496.28
0.99,9.28,6.87,1.43,8.31,4.59,9.47,3.22,6.97,6.93,-333834.23
9.84,2.54,6.51,1.55,1.28,2.31,0.42,0.23,1.33,3.13,-117397.37
6.25,5.04,4.67,6.82,8.6,5.2,7.17,7.41,6.36,6.17,78331.61
4.13,9.15,7.69,5.75,4.72,0.35,3.08,5.16,0.54,4.14,-331721.91
8.51,1.35,9.32,6.04,7.64,4.13,5.75,4.9,9.06,0.4,-111070.14
4.95,8.1,0.58,9.55,7.16,1.72,0.53,5.96,6.87,6.48,-525815.69
6.88,9.4,7.06,6.78,2.52,7.44,1.24,2.97,2.32,1.75,-321094.1
1.85,2.19,6.48,2.2,2.11,9.62,1.86,3.16,9.16,6.23,238113.09
9.71,7.87,6.49,1.9,8.89,5.31,0.51,5.07,4.72,8.09,-144604.32
7.31,3.55,1.17,3.26,3.93,3.87,9.01,9.31,8.74,6.56,-110574.44
3.33,7.58,0.43,1.85,5.15,0.95,0.73,5.54,7.8,2.22,-124895.3
1.8,2.96,1.49,7.56,8.63,4.84,5.91,5.43,1.45,7.51,-19047.03
9.69,9.74,8.31,9.98,9.51,0.15,3.34,8.47,4.99,0.06,-561520.72
2.44,7.57,7.06,9.12,8.78,8.49,0.02,7.65,9.12,3.41,-31168.06
3.81,7.6,2.43,8.63,7.43,2.3,2.84,0.31,8.18,1.04,-291994.96
0.58,7.19,6.3,5.09,7.96,4.65,4.18,3.59,4.34,0.91,38574.58
2.25,4.5,7.74,6.67,2.37,0.14,4.14,7.04,7.85,9.75,-553714.16
8.66,7.47,7.83,8.14,7.3,1.39,9.52,5.36,3.47,0.21,-369721.98
6.59,5.74,2.46,8.12,1.6,1.73,3.89,7.27,2.75,0.98,-186057.93
6.42,4.18,4.85,4.32,7.41,1.81,9.57,4.79,3.96,8.7,-289493.49
9.37,2.48,8.87,6.23,9.79,8.63,6.69,0.16,7.8,5.96,359621.2
2.48,1.0,9.35,4.19,2.61,5.08,8.36,8.82,9.35,5.9,-148067.67
7.22,2.9,7.95,0.08,2.9,0.99,0.28,0.59,4.72,0.99,-55424.26
1.95,9.36,4.25,9.21,7.34,3.17,1.69,7.05,5.25,1.58,-516546.76
9.78,9.85,5.52,2.46,7.8,0.5,3.75,8.8,8.27,4.91,-353619.48
0.44,6.75,2.55,1.18,6.6,5.1,3.58,1.8,1.6,9.02,-292509.83
5.71,9.46,4.68,3.88,1.91,1.95,0.27,0.01,5.32,5.61,-379635.62
2.79,2.46,3.0,4.28,2.26,3.74,8.33,2.98,5.84,8.79,-336093.88
5.11,5.33,4.64,1.9,5.59,1.06,2.14,7.92,8.11,6.95,-79566.91
4.31,4.36,9.22,4.43,8.75,0.17,2.12,1.41,9.29,5.8,35388.43
9.89,5.61,6.59,4.15,0.09,7.91,0.45,4.4,0.51,4.24,-13401.14
4.81,9.41,3.23,9.07,5.5,2.99,5.88,7.28,2.43,1.35,-576849.61
7.16,6.61,7.39,5.5,1.43,1.12,6.71,8.79,3.96,5.37,-82299.7
1.48,9.17,9.43,4.19,8.81,3.93,6.23,0.55,8.81,4.18,-195569.09
3.0,7.88,7.5,8.89,0.19,9.72,8.12,6.91,1.53,6.07,-96387.97
9.22,2.04,4.91,5.19,8.56,8.27,1.78,8.75,7.4,3.62,346906.59
3.63,2.82,8.41,2.05,7.58,4.35,7.47,4.4,1.05,3.75,46235.07
5.57,0.06,1.97,8.86,1.04,6.95,5.87,1.66,8.33,0.39,-259795.5
6.55,1.93,2.21,8.83,5.54,7.41,5.01,1.38,0.88,2.25,-156402.92
2.21,0.92,7.18,2.53,7.64,2.93,7.95,3.61,5.07,4.07,45903.49
4.55,9.08,3.81,1.32,0.01,9.58,6.74,0.8,0.7,6.96,-5328.48
8.35,8.97,7.71,3.43,8.85,6.57,2.1,1.33,9.65,6.07,-173130.38
9.44,5.38,7.13,8.09,6.06,1.33,7.27,4.47,6.46,4.56,-309878.88
2.92,3.71,9.14,4.48,9.65,0.38,5.26,2.35,3.13,0.58,309431.49
7.02,3.48,3.07,6.78,0.02,0.77,5.64,9.35,9.83,0.41,-95296.37
4.12,1.82,7.6,7.6,5.79,9.54,2.11,3.28,4.42,9.48,-141584.68
5.1,7.06,3.84,7.08,7.17,1.03,1.85,5.47,7.22,2.01,-103962.13
6.82,9.24,6.78,9.17,1.16,5.76,2.23,7.06,5.93,7.57,-722575.63
3.63,7.06,7.23,3.29,1.59,8.12,0.09,8.49,6.05,6.11,80684.94
5.09,9.47,2.21,2.48,8.33,9.95,2.46,2.89,0.97,3.7,294722.82
0.24,7.61,7.47,7.39,8.55,7.45,9.34,6.18,2.93,7.04,-105079.96
6.8,3.49,0.39,8.97,1.33,8.38,9.05,0.89,8.08,0.81,-239961.59
6.28,9.13,5.05,5.05,3.76,2.59,8.78,8.52,3.91,6.85,-382566.02
1.37,9.52,2.52,0.73,7.16,1.73,8.95,9.19,9.82,7.79,-483626.75
7.45,0.02,5.81,3.02,3.38,7.93,3.08,8.17,3.38,6.56,107936.39
4.19,5.97,6.24,6.19,7.76,7.21,1.1,3.85,4.19,1.64,124981.8
3.07,7.03,7.11,3.52,0.12,3.0,6.43,6.63,2.85,1.9,-93572.11
3.52,2.92,9.05,1.35,2.96,3.87,6.95,6.56,2.25,7.55,-181378.09
8.81,7.13,8.29,8.91,8.92,5.5,5.57,6.62,5.99,0.34,-168283.08
2.71,1.43,6.82,5.65,9.04,4.73,2.94,1.94,6.11,2.13,231450.04
0.8,8.69,3.91,1.59,5.54,9.93,5.95,2.94,8.41,1.06,188614.89
4.87,9.29,0.01,1.45,5.25,7.02,2.06,8.1,1.78,7.19,-250088.19
0.52,2.3,8.18,7.23,6.73,3.43,7.95,3.5,3.1,8.09,-290332.77
2.94,9.23,6.83,8.05,1.98,5.3,5.05,5.39,0.91,7.9,-612132.79
1.76,3.87,2.66,3.01,9.68,2.7,2.81,5.21,4.58,2.91,386407.3
2.28,9.85,6.54,5.94,4.56,4.46,9.56,2.57,2.61,4.38,-555197.65
0.36,9.58,0.36,5.54,6.41,2.9,6.77,4.49,3.07,7.06,-438929.02
2.68,4.14,1.11,3.61,7.1,8.53,6.77,5.13,2.38,5.84,229874.67
9.62,0.07,1.79,2.6,2.33,7.53,9.46,6.75,1.06,1.13,-62814.18
2.98,2.14,4.94,1.12,5.66,0.35,9.94,6.64,2.03,6.97,-175928.9
7.51,6.88,2.28,2.17,0.64,4.79,0.13,8.09,2.57,8.82,-297581.09
7.99,1.47,8.04,3.67,1.34,6.07,1.7,9.65,4.49,7.56,-18889.73
3.98,3.72,9.19,4.19,1.9,4.35,2.77,7.42,0.99,3.63,-29109.07
6.18,7.24,2.12,5.79,4.58,2.99,5.64,8.56,5.37,1.21,-60109.85
2.22,4.68,2.73,3.99,5.72,0.12,8.81,1.63,8.01,4.49,-114740.75
0.91,6.98,5.64,2.92,9.14,8.34,8.63,2.85,4.36,1.4,328556.77
3.3,7.03,3.78,0.45,9.96,8.78,8.08,3.45,1.07,5.73,531982.4
9.2,1.6,7.74,6.63,2.48,6.12,9.59,6.1,2.67,2.13,-224568.74
9.67,3.88,8.99,1.46,4.8,4.61,8.47,8.55,7.21,8.73,-396068.5
0.26,3.99,9.8,7.93,1.07,4.85,3.38,6.64,2.99,3.61,-209642.56
6.37,2.2,5.25,6.82,0.57,7.98,4.41,1.67,5.89,9.34,-311083.96
3.22,2.27,3.93,0.78,4.8,6.44,3.12,9.76,9.36,8.92,-162388.31
7.44,9.9,9.23,2.68,7.5,1.18,5.25,0.1,4.15,7.13,-492658.49
2.08,7.37,3.81,4.41,6.61,6.81,3.91,4.11,0.82,5.71,-15829.0
0.18,7.69,8.83,3.87,0.82,3.35,3.94,3.29,4.67,5.39,-199430.35
0.78,6.84,4.04,4.38,0.17,2.54,1.44,8.45,6.85,2.97,-24576.14
3.97,5.15,3.36,8.45,0.12,3.96,1.49,6.02,6.93,9.2,-566369.73
2.21,6.58,5.51,1.04,3.68,4.06,2.57,8.86,1.81,6.26,-11245.85
6.21,6.87,9.66,6.31,1.12,4.67,1.15,6.22,7.6,3.39,-213797.3
6.77,3.94,2.1,5.57,6.54,3.45,4.6,7.22,1.37,2.21,36051.41
1.28,3.29,9.74,7.55,1.75,4.72,3.1,9.55,1.72,4.29,-59157.1
7.52,5.64,9.0,1.21,8.96,3.22,3.53,1.29,0.83,5.69,127079.93
9.58,6.15,5.09,3.65,2.88,4.27,4.32,3.21,9.94,8.82,-525239.0
8.22,9.37,2.66,9.61,4.35,9.92,0.5,2.79,4.71,0.98,-304463.3
1.22,9.65,6.31,8.99,6.32,3.24,9.54,4.28,2.69,8.26,-915845.25
