X1,X2,X3,X4,y
1.57,3.12,0.89,8.27,-4.24
8.73,2.02,1.85,5.86,53.55
8.9,1.36,6.73,4.62,55.34
0.47,4.21,4.94,2.39,22.13
5.12,0.74,4.24,8.63,12.79
3.6,7.69,6.87,8.9,45.35
0.45,8.97,6.05,3.09,48.85
3.56,4.98,7.73,8.57,22.94
0.77,6.5,8.36,4.41,29.7
3.42,1.09,9.16,7.37,9.68
4.01,3.38,9.8,4.04,41.52
6.21,6.99,3.68,8.26,56.05
2.15,1.11,0.44,9.1,-7.85
6.18,5.91,6.38,7.9,49.0
8.64,2.13,6.31,1.62,73.5
6.73,3.78,8.17,3.96,56.96
9.15,1.89,1.51,0.92,78.85
2.37,4.06,2.04,6.46,16.77
9.02,4.55,0.32,5.46,79.53
1.3,3.24,5.39,7.13,6.73
8.64,0.59,0.73,7.25,39.27
5.4,7.12,5.24,3.48,71.42
4.39,7.17,8.34,7.25,51.48
8.25,9.6,9.16,9.55,82.86
8.58,5.5,4.94,6.51,76.16
5.32,4.44,6.65,1.43,64.21
6.72,2.61,2.55,3.29,56.25
8.0,9.7,7.89,4.56,104.19
5.98,8.5,1.15,8.53,64.13
5.68,1.96,2.21,6.76,32.67
3.95,6.53,0.98,3.33,59.53
3.9,7.57,8.85,2.59,66.98
1.27,2.37,8.22,3.95,15.47
0.33,7.54,6.98,9.98,14.56
0.36,7.48,3.51,0.5,48.12
5.51,8.47,9.94,1.8,85.19
4.58,8.9,3.02,9.99,56.51
4.0,7.88,0.7,0.81,76.22
5.26,7.93,1.32,6.03,61.66
3.6,9.4,1.23,7.7,54.68
0.33,8.47,9.34,4.88,38.12
7.33,8.14,1.23,1.49,94.89
8.73,7.68,2.84,2.66,100.4
8.15,5.49,6.74,8.89,61.29
6.35,5.05,3.07,3.66,65.82
6.21,3.45,5.01,4.24,54.59
9.7,1.69,5.74,1.27,80.28
7.19,1.49,1.79,4.35,42.92
7.85,3.59,6.14,1.53,74.47
9.04,5.35,3.9,0.96,94.16
0.38,3.41,5.0,5.83,7.12
1.49,6.39,2.52,8.2,17.14
8.25,2.04,3.51,4.7,51.82
6.99,0.5,9.12,1.86,47.37
6.09,2.05,9.69,5.86,36.0
6.27,1.1,0.28,3.64,39.5
7.04,0.55,6.04,4.91,35.56
3.42,4.14,3.41,3.63,42.94
0.47,0.73,1.63,3.86,0.99
0.26,9.0,6.57,3.78,45.32
6.58,1.53,3.39,3.28,48.6
9.72,8.14,6.2,7.0,90.94
0.33,2.04,2.11,8.13,-10.91
7.8,0.56,8.2,0.72,62.45
3.68,2.34,2.29,1.15,41.81
4.73,4.8,0.38,9.1,26.68
5.68,0.05,4.87,3.73,32.12
3.67,3.06,2.45,4.56,30.56
9.29,9.98,4.58,2.83,119.24
6.32,0.52,5.85,9.35,15.15
9.87,8.17,7.04,2.78,110.94
0.78,3.02,9.55,7.79,-0.75
5.54,1.49,0.02,7.88,20.92
0.65,3.88,1.22,9.06,-4.04
4.17,8.27,2.75,6.41,54.29
2.78,3.68,1.13,8.03,10.07
6.54,0.55,3.18,9.75,16.68
7.66,2.19,5.08,6.64,45.39
8.22,7.03,0.37,1.9,96.61
8.72,0.71,1.62,6.61,43.73
6.12,3.57,6.51,3.13,57.73
5.7,1.34,4.54,9.6,16.05
8.57,1.51,4.92,4.15,57.5
4.2,4.85,7.35,5.17,46.19
5.14,5.52,0.34,6.41,42.81
7.38,4.07,9.33,6.14,55.71
6.4,9.46,6.11,2.39,97.97
0.45,4.06,7.58,2.81,15.74
5.78,2.12,2.45,2.2,49.3
1.26,4.11,3.38,3.26,32.57
0.19,8.73,9.29,8.64,23.79
3.54,3.27,8.25,8.69,11.0
9.3,6.17,6.13,5.69,80.98
0.64,7.07,6.13,6.66,24.4
9.26,2.99,2.75,6.92,58.53
8.24,7.44,7.94,3.42,104.98
3.74,2.17,1.36,6.19,17.25
0.66,7.97,4.72,7.18,31.54
2.52,6.69,3.48,7.52,34.94
3.52,7.66,7.52,9.53,39.94
6.62,3.54,6.45,6.18,48.62
5.72,3.87,0.08,8.33,30.93
9.66,5.35,2.13,3.03,91.51
6.77,1.01,2.72,2.69,49.99
2.0,1.54,6.54,3.29,11.39
8.13,2.47,8.16,2.99,68.78
6.78,0.51,9.44,7.82,26.24
0.8,0.33,2.36,9.81,-25.62
4.2,3.46,8.28,2.09,51.84
7.07,4.55,7.14,0.96,73.92
9.82,6.73,0.81,9.01,70.56
5.67,5.85,5.67,8.73,45.43
6.83,8.67,0.81,9.66,66.43
2.16,0.15,8.83,3.86,5.36
9.42,4.43,7.8,3.27,84.6
7.33,7.18,5.58,4.11,82.47
2.96,7.35,5.3,4.7,51.46
3.41,6.52,4.9,4.05,53.98
3.53,9.02,9.93,7.89,54.46
8.29,6.52,1.57,8.49,67.38
5.91,9.19,1.14,8.37,68.36
7.52,8.66,8.91,2.1,100.94
3.36,8.8,1.42,8.86,46.93
1.34,5.07,5.49,8.15,11.95
7.16,6.38,4.4,2.87,78.07
6.41,2.46,5.93,3.18,48.83
5.03,8.76,4.16,8.37,62.92
5.5,1.11,9.15,1.14,45.05
9.61,0.94,3.08,3.55,69.43
0.48,1.25,6.36,6.96,-13.26
8.06,1.26,3.74,1.81,67.18
0.34,8.26,1.64,5.15,34.03
1.23,1.92,1.05,0.03,23.92
9.85,1.8,8.38,1.39,83.32
0.99,0.62,8.44,2.08,5.44
4.28,4.13,6.93,4.73,39.07
2.76,9.86,7.54,5.87,65.96
5.23,7.69,5.63,9.57,49.99
3.31,2.45,1.64,8.0,12.72
8.46,1.36,0.82,1.98,64.94
4.94,0.72,4.99,8.35,11.27
9.49,0.24,5.45,5.34,48.45
7.58,1.46,1.77,6.41,35.79
3.54,3.4,7.05,0.37,47.34
9.65,0.2,8.6,3.92,60.33
6.15,6.35,6.78,4.02,69.0
9.33,3.79,4.83,2.83,80.43
6.32,1.05,2.52,5.98,31.55
5.34,9.69,0.89,4.28,83.04
8.69,9.75,6.86,5.36,104.53
5.55,8.85,5.01,2.16,90.19
1.98,5.5,6.97,4.56,37.67
7.01,0.52,7.01,1.51,52.29
1.08,9.5,6.59,6.54,39.02
9.43,4.02,2.56,5.5,76.84
7.37,7.53,0.3,8.26,65.95
5.14,4.51,8.74,9.5,24.61
4.25,8.67,2.74,9.2,53.65
0.41,2.08,8.47,4.36,5.48
3.01,6.93,1.06,2.21,60.34
5.36,5.69,0.66,5.38,50.37
6.04,0.8,6.97,7.0,20.07
9.03,2.31,9.03,6.54,55.65
0.18,0.58,2.36,0.87,5.54
0.74,1.2,3.85,6.51,-9.83
5.57,8.53,5.16,6.74,64.93
4.13,5.4,9.08,2.74,55.69
2.46,1.17,0.9,1.62,27.53
9.11,7.31,0.37,9.67,67.6
3.58,5.64,2.19,2.48,52.63
9.79,1.46,4.51,8.34,50.19
2.78,1.9,1.52,7.72,5.14
6.81,3.4,4.9,7.37,48.91
4.95,8.28,6.34,5.65,62.99
0.18,6.9,5.99,8.69,8.33
5.78,5.59,6.88,2.82,65.48
7.14,5.18,5.26,8.59,50.98
3.72,7.52,8.59,4.27,64.29
7.93,1.59,4.52,3.11,56.78
1.46,1.15,6.15,4.64,4.14
8.04,1.36,7.36,9.51,30.53
1.81,5.53,6.12,2.01,41.95
0.47,4.65,4.83,5.73,14.65
0.05,3.11,2.76,2.49,10.57
2.64,9.49,7.77,4.81,58.58
0.09,5.54,0.2,0.57,32.26
5.55,0.25,9.37,4.74,26.63
5.0,1.49,3.65,9.03,14.61
5.63,5.38,8.15,8.5,39.8
9.63,5.69,6.79,5.59,86.96
0.49,4.87,8.63,5.99,10.6
4.83,0.67,6.91,2.97,30.55
9.44,8.78,5.47,3.13,116.05
6.04,7.6,6.8,9.25,61.55
9.08,9.59,2.05,5.79,102.6
5.83,5.94,4.69,5.94,59.85
7.72,4.64,6.4,4.49,72.39
3.63,9.62,3.65,2.63,78.63
6.07,8.57,8.05,4.92,78.52
4.8,0.59,5.69,2.0,36.31
4.91,5.73,9.1,7.17,51.02
7.16,4.09,4.87,9.44,36.4
3.06,7.33,2.14,9.89,31.57
9.54,7.47,0.56,9.71,74.74
0.22,6.63,6.82,2.08,31.99
4.29,1.5,7.59,0.17,40.51
9.02,1.7,2.65,3.7,67.62
8.9,3.9,3.25,7.19,65.51
6.25,0.71,2.96,2.06,39.86
9.0,6.6,2.03,4.39,94.15
3.7,6.71,6.66,2.37,66.54
9.21,0.38,1.67,7.41,40.32
8.24,1.74,2.37,0.95,76.55
1.82,8.2,6.28,2.15,59.69
9.05,1.79,0.85,6.43,50.93
1.49,8.48,4.5,2.61,58.43
7.41,8.27,8.38,2.65,94.79
6.47,7.45,6.22,2.3,82.67
0.02,1.61,4.26,3.44,1.99
9.89,6.13,1.96,7.76,77.89
6.38,5.89,6.09,8.48,62.45
7.82,9.67,0.46,0.4,110.02
3.51,2.56,7.72,0.72,43.16
2.73,1.86,5.03,4.5,16.82
9.52,5.57,4.47,7.59,77.55
5.4,6.94,2.29,5.67,63.94
3.14,4.05,6.92,5.67,25.41
2.45,7.86,9.3,8.63,36.04
4.65,7.05,9.7,2.47,73.15
1.55,7.93,1.88,5.73,40.44
0.76,3.49,9.73,2.56,23.53
1.44,3.02,0.32,3.22,14.21
5.6,10.0,3.0,1.49,98.11
8.02,2.72,9.68,8.76,45.73
0.18,3.75,5.63,4.52,15.85
0.81,2.5,0.6,0.64,25.0
0.5,2.66,7.74,9.53,-11.26
5.5,4.17,8.13,5.01,48.9
1.25,3.93,8.3,6.51,9.26
8.73,6.01,4.48,1.96,97.29
4.19,1.43,9.63,6.56,16.05
4.69,5.7,0.68,4.73,49.14
2.6,8.83,3.31,8.48,43.79
7.41,8.71,5.07,3.68,91.6
8.0,0.49,4.65,2.95,51.11
6.2,1.49,9.95,2.56,50.73
0.6,5.35,0.65,2.93,31.54
6.55,1.44,4.92,0.84,58.78
1.87,0.17,1.25,1.02,16.75
8.82,4.44,0.64,0.2,95.2
5.67,3.83,4.13,6.3,42.95
0.95,2.81,2.38,9.97,-10.79
5.84,2.97,9.58,7.63,38.19
6.8,2.2,3.11,8.41,22.17
6.72,6.94,5.05,4.44,76.31
7.99,8.37,5.33,0.7,112.82
2.98,6.27,7.59,9.29,32.14
4.13,4.88,8.49,7.22,41.94
1.2,6.77,2.69,8.2,21.07
4.97,4.38,2.22,5.12,45.45
3.42,8.01,4.92,0.89,77.5
4.47,0.01,7.49,7.71,10.57
3.42,4.63,8.34,5.36,32.83
2.8,5.97,7.69,7.28,31.86
1.6,4.84,6.23,5.08,31.31
5.77,4.59,1.68,5.81,42.91
5.19,5.17,6.15,9.35,36.82
7.61,9.41,1.81,1.64,109.53
2.18,2.87,6.22,5.23,12.55
0.9,3.27,5.73,4.44,19.37
7.81,3.88,4.53,9.02,44.03
0.43,4.31,0.57,8.04,5.09
7.26,3.64,2.07,7.48,48.36
3.37,8.69,1.32,1.83,70.81
9.21,7.18,7.25,4.33,90.8
5.04,0.59,2.14,5.38,27.26
1.76,5.22,9.89,1.53,44.85
2.62,7.98,3.29,9.07,33.78
0.98,9.95,9.7,6.83,50.56
0.32,7.17,1.42,9.6,9.63
8.05,5.81,3.52,5.01,70.85
8.24,8.84,4.19,8.52,79.29
1.12,8.36,6.17,6.09,41.54
5.21,9.51,7.23,7.09,71.07
1.67,6.68,8.78,9.4,17.29
9.55,7.51,8.82,7.18,84.63
9.74,2.91,1.34,0.68,85.34
3.4,9.23,2.69,5.64,64.24
0.73,5.82,8.89,1.11,35.35
0.27,6.69,5.69,8.21,13.31
4.73,2.88,1.89,9.23,14.58
6.73,9.72,1.75,2.71,98.16
2.77,3.93,1.29,7.75,14.58
9.35,4.48,6.16,1.44,94.83
0.63,8.28,8.46,1.5,56.66
7.23,1.58,5.33,4.45,50.4
3.08,7.44,5.21,9.48,30.34
3.35,5.93,6.67,6.61,36.94
0.07,3.2,9.11,4.02,9.27
5.26,3.3,8.13,1.17,58.89
4.65,3.52,0.47,3.84,43.08
8.16,8.93,0.09,3.06,102.45
9.21,5.37,0.17,0.81,99.36
0.38,1.52,3.79,3.8,0.66
2.79,5.01,1.06,0.57,49.74
5.75,0.49,5.2,5.19,28.12
9.25,8.11,9.49,9.75,80.06
9.77,6.25,0.05,7.84,78.43
7.22,7.34,2.86,4.59,84.56
9.17,0.91,1.74,5.6,53.36
7.7,4.13,6.57,7.86,57.02
6.04,5.18,3.81,6.85,53.27
5.91,6.85,6.55,7.13,59.3
2.35,3.26,9.03,7.43,11.98
0.96,4.4,4.98,9.78,-3.43
4.46,5.22,5.99,0.46,66.79
9.16,6.02,4.02,1.87,96.02
2.25,9.77,4.42,9.01,44.92
6.17,3.97,4.17,6.8,46.82
6.24,2.27,1.51,2.98,46.83
6.39,1.17,2.87,3.01,42.92
1.34,9.59,3.33,5.24,53.22
7.37,4.53,9.76,3.31,70.02
5.84,4.43,9.56,0.99,67.52
0.67,7.09,7.47,0.4,46.82
0.34,5.16,0.01,6.97,8.64
0.28,5.69,1.18,8.17,7.46
3.9,7.96,9.85,9.12,37.32
5.99,5.31,5.27,8.59,48.05
7.75,1.19,6.64,1.17,63.65
1.32,5.99,0.37,9.59,12.21
5.2,3.46,7.45,3.08,58.07
3.64,4.87,6.48,1.52,61.32
5.97,7.0,4.98,2.11,77.6
2.12,3.3,7.48,5.69,13.19
5.55,6.67,5.29,2.05,77.09
6.13,4.58,8.92,0.23,75.42
8.29,5.48,5.46,3.31,79.61
3.59,2.55,4.58,5.05,22.45
0.83,6.26,1.86,1.36,43.9
8.44,7.68,1.19,3.1,95.65
5.25,4.68,5.94,3.31,54.52
9.64,1.34,8.77,0.23,79.43
1.95,8.11,6.32,5.36,45.85
9.16,2.91,0.47,4.99,64.31
6.86,4.66,2.84,3.89,64.35
9.33,6.98,9.43,3.2,102.07
7.1,0.27,8.76,6.44,33.57
1.86,0.11,7.2,6.21,-5.57
7.82,2.57,1.96,4.87,55.85
2.48,8.51,4.14,5.84,52.95
0.66,0.52,6.3,2.53,2.18
1.24,6.11,8.96,5.79,29.12
1.34,6.0,6.89,1.13,48.02
6.75,3.6,0.35,4.16,55.91
2.18,5.04,8.23,1.95,42.28
8.85,3.76,4.79,2.51,72.72
0.81,3.04,9.26,9.66,-9.76
0.64,9.55,4.52,3.76,48.43
6.13,5.22,0.39,9.19,41.53
9.39,7.61,6.56,0.8,114.55
2.12,1.11,2.47,8.29,-10.38
6.15,4.32,0.8,6.34,45.7
9.17,5.87,7.52,1.52,100.77
8.63,1.44,9.47,2.2,68.8
2.29,9.78,4.56,9.04,40.13
4.27,7.9,5.88,6.56,58.11
8.29,3.0,0.27,0.48,77.01
4.34,5.22,0.7,1.15,63.8
8.04,7.18,4.44,7.44,73.71
0.56,5.04,6.29,9.69,-0.29
3.25,1.6,4.05,4.9,21.45
0.94,6.84,7.8,1.8,48.68
2.66,6.54,6.23,5.04,40.81
6.7,1.7,9.59,6.78,34.46
4.79,9.23,0.18,2.19,83.56
4.52,4.4,2.56,0.96,57.66
9.4,9.53,9.04,2.2,117.0
1.97,0.2,1.56,5.06,-0.8
0.4,3.45,7.36,8.44,-3.12
7.07,4.95,7.67,9.62,43.52
5.75,7.55,9.7,5.71,60.99
2.08,4.96,0.0,6.74,22.93
5.52,9.9,3.8,2.71,90.97
1.78,5.07,6.95,10.0,10.42
9.23,1.15,3.25,8.83,39.2
7.78,6.87,3.12,7.27,68.4
7.49,0.28,5.52,8.4,28.08
3.17,6.23,5.22,4.51,46.7
6.91,0.57,5.36,7.84,23.0
4.34,3.83,1.1,9.99,11.43
9.84,0.63,8.71,3.07,66.06
7.02,2.41,6.95,2.23,56.09
6.29,8.6,4.97,7.78,72.65
0.33,8.71,5.49,5.72,38.73
0.54,4.04,3.8,0.73,33.18
5.19,0.2,9.98,9.17,11.14
3.39,6.4,0.9,2.91,54.01
5.95,3.71,7.25,1.06,65.31
1.34,2.3,0.44,1.33,21.3
6.09,8.93,4.9,8.79,63.38
9.06,8.71,0.92,5.94,93.36
6.62,8.22,9.63,2.6,91.37
0.9,6.18,5.64,6.12,27.46
4.3,4.1,6.49,9.51,22.99
6.06,0.16,5.86,1.7,43.42
7.29,4.74,8.45,2.4,73.31
7.0,7.51,7.31,3.75,90.41
2.66,4.41,8.62,5.83,25.5
9.13,3.91,7.2,0.19,94.29
9.9,8.15,8.41,3.81,106.24
0.64,2.62,0.99,2.94,10.23
8.52,5.58,1.8,5.44,68.4
6.4,7.59,9.57,3.3,84.63
7.62,6.97,9.08,8.8,68.43
8.43,0.63,9.45,1.62,60.8
7.31,8.23,6.21,6.36,77.54
6.98,9.32,3.38,4.06,102.76
5.81,2.16,1.03,1.24,55.06
4.03,9.84,7.09,0.37,87.35
0.47,3.45,7.18,6.35,4.43
8.84,7.06,3.22,0.78,102.41
8.5,6.32,1.31,5.83,77.34
7.87,1.57,4.73,8.92,27.3
4.87,0.73,3.7,8.22,9.91
3.62,2.36,8.82,7.61,18.62
9.57,1.56,9.86,2.46,66.08
8.1,8.83,0.91,3.17,103.98
9.77,8.15,6.78,1.22,113.05
2.23,4.47,7.25,7.51,25.16
0.33,0.97,0.48,0.04,12.98
0.78,9.56,2.28,3.81,50.57
7.29,0.91,4.94,5.11,43.16
0.96,1.03,0.5,5.88,-6.81
0.28,8.82,2.9,4.15,38.35
0.14,2.25,7.18,6.58,-6.66
9.66,1.94,8.02,3.88,68.23
6.74,9.43,9.23,3.71,98.37
9.06,6.92,1.8,1.26,108.18
5.36,6.84,2.27,5.07,61.13
7.75,7.82,3.0,4.41,87.94
3.4,8.02,5.61,6.4,51.63
0.64,8.16,1.69,0.76,49.35
6.32,6.34,6.76,8.29,56.9
4.67,9.34,3.55,9.46,52.76
3.98,9.64,0.0,5.3,72.79
4.66,2.79,2.22,1.98,41.84
3.35,7.84,1.05,4.16,56.27
7.83,3.54,1.94,1.81,72.56
9.78,8.79,7.89,2.31,115.71
6.77,5.0,5.87,7.81,55.33
6.34,1.85,7.36,0.48,57.1
9.18,0.76,7.83,2.92,63.97
5.81,8.44,9.71,6.16,69.64
6.17,3.56,5.2,2.53,60.74
2.65,7.18,0.44,2.66,55.8
9.9,7.77,0.88,2.85,111.55
7.35,2.12,4.85,1.64,62.76
6.08,9.47,1.65,7.07,70.7
6.19,0.18,9.07,5.18,28.66
9.38,0.55,0.6,5.23,52.67
1.64,9.68,5.24,6.0,51.04
2.9,3.47,7.74,6.59,21.48
1.69,1.23,1.4,7.83,-8.59
0.72,7.68,9.18,3.22,47.42
2.27,0.15,0.32,6.18,0.11
0.55,1.01,5.84,0.66,10.54
4.94,6.78,4.42,1.69,68.6
2.52,0.19,1.88,3.32,12.86
7.34,3.04,9.54,9.7,36.7
2.99,0.68,9.75,5.78,5.31
9.14,0.05,1.84,4.55,51.07
2.44,2.43,7.57,8.14,1.96
2.82,1.83,7.35,8.15,7.56
8.83,4.36,8.74,2.49,82.02
0.95,4.93,1.84,0.14,39.47
1.2,6.88,8.01,2.63,45.16
6.96,8.13,8.33,0.26,103.52
6.32,0.8,6.95,3.01,39.88
0.13,0.57,3.67,7.47,-20.15
5.63,8.07,2.67,6.69,59.77
2.33,4.42,4.87,1.02,44.82
0.69,5.24,3.28,4.45,20.66
6.67,1.4,9.81,1.83,54.65
9.26,5.82,3.33,6.06,79.19
8.35,8.06,3.49,3.28,98.92
8.31,1.36,0.1,3.2,56.17
0.11,7.59,9.33,1.95,48.31
2.72,2.44,2.16,1.25,33.96
5.62,4.79,1.23,7.45,44.82
3.87,6.52,5.02,7.73,36.94
4.6,3.6,3.77,0.3,57.44
4.81,4.23,7.23,3.18,52.91
9.83,5.92,0.95,8.17,76.83
7.96,7.14,0.46,5.9,76.22
3.56,2.98,3.49,3.18,33.26
7.01,4.48,7.46,2.71,71.6
0.58,5.61,7.48,6.35,17.16
5.18,0.48,0.96,8.73,8.65
7.59,2.6,8.96,5.88,49.49
3.53,7.97,3.37,9.91,34.17
3.64,3.57,7.22,2.52,38.06
8.12,1.46,9.42,4.12,59.78
1.39,0.83,0.94,3.97,-0.43
7.01,5.54,9.04,6.63,64.98
6.56,2.65,4.85,7.82,33.03
2.59,2.07,5.66,8.94,4.45
6.91,3.78,2.96,8.01,38.02
1.43,2.01,4.88,3.03,13.43
3.49,8.36,8.89,5.56,60.4
5.67,9.79,6.38,7.2,72.25
2.34,3.59,6.83,1.06,37.16
0.57,3.08,6.06,2.92,19.18
0.89,8.67,9.47,9.16,28.56
5.96,5.83,2.33,6.19,53.71
6.81,6.07,8.31,1.31,88.17
0.95,8.29,3.21,0.78,54.12
2.85,7.85,2.06,9.1,35.1
6.18,0.57,1.38,1.73,39.33
0.36,5.18,8.43,0.83,36.42
7.42,7.14,6.46,1.61,89.44
5.57,7.42,0.85,6.62,62.01
7.51,0.15,3.53,1.75,49.77
6.29,8.15,9.35,4.96,77.35
2.98,8.94,7.26,0.85,71.04
7.74,7.86,3.61,9.67,64.0
2.32,8.61,7.38,2.03,61.8
1.24,7.81,1.41,2.61,48.87
3.58,1.32,5.88,5.15,15.68
0.82,8.39,3.09,9.73,21.91
0.82,7.19,6.24,3.34,42.84
1.8,6.55,6.82,4.74,43.81
6.75,7.92,6.3,8.14,65.19
3.73,9.14,6.04,1.38,85.77
5.03,2.6,6.3,2.43,42.42
5.71,9.98,5.08,7.65,73.68
1.99,9.32,3.35,8.42,37.95
7.25,1.67,3.28,9.15,29.94
0.15,3.51,2.74,9.13,-9.22
4.25,5.19,9.55,6.46,42.15
4.79,3.14,9.91,0.73,60.77
2.86,6.69,9.17,0.31,72.67
8.37,1.56,6.45,6.25,49.33
5.55,1.3,8.75,5.23,36.67
1.09,8.9,2.39,0.4,61.63
6.03,7.97,7.26,2.38,85.8
7.32,3.15,3.46,2.72,65.95
6.77,3.38,7.05,8.95,35.58
7.42,5.34,7.45,6.98,63.51
3.37,2.1,1.91,5.75,16.19
5.98,0.1,5.88,5.89,27.63
2.33,0.83,3.8,9.69,-11.48
5.83,5.25,3.76,3.08,59.12
8.57,1.9,4.65,8.2,41.34
2.85,7.03,9.56,0.67,63.4
0.25,8.89,7.29,7.22,30.35
2.81,0.39,1.42,4.79,5.76
4.64,0.05,4.05,8.49,-1.06
9.46,1.99,7.95,4.86,63.73
3.15,7.04,0.6,4.22,50.28
3.94,8.43,1.94,8.23,47.0
3.1,4.51,8.01,5.73,30.25
2.73,6.52,3.49,2.88,55.91
4.55,9.02,6.7,0.58,91.18
6.57,0.99,7.7,0.72,55.63
3.33,9.28,6.7,9.79,46.25
7.04,6.87,5.89,9.43,61.35
4.61,1.43,3.88,4.82,24.22
8.92,8.31,8.43,2.57,107.79
6.05,4.59,9.97,8.24,40.77
0.74,9.47,5.09,9.11,31.1
7.12,3.22,0.9,2.75,57.69
1.88,6.97,4.1,8.43,34.12
3.79,6.93,3.77,5.34,48.87
2.88,9.84,1.86,7.53,51.99
8.98,2.54,1.35,8.53,46.27
6.46,6.51,1.73,9.37,52.88
6.69,1.55,9.51,0.09,66.29
2.58,1.28,6.38,1.3,27.83
1.26,2.31,7.04,5.38,6.36
8.33,0.42,9.38,5.86,44.36
7.77,0.23,7.22,4.16,41.2
2.83,1.33,5.09,3.07,18.09
1.69,3.13,9.72,7.88,8.58
6.63,6.25,3.29,6.3,63.8
7.68,5.04,0.64,8.98,47.49
9.29,4.67,3.92,0.35,100.55
1.87,6.82,4.17,6.78,32.69
0.71,8.6,4.08,4.05,49.53
4.35,5.2,5.54,0.43,61.3
0.22,7.17,1.95,5.0,23.62
0.47,7.41,4.58,9.74,15.38
8.86,6.36,2.78,6.47,75.14
5.16,6.17,4.83,6.1,48.43
3.29,4.13,4.12,3.74,41.72
5.45,9.15,6.72,7.9,65.5
3.41,7.69,8.59,3.66,61.68
1.65,5.75,0.19,9.84,8.5
3.47,4.72,2.69,7.01,30.86
5.23,0.35,5.54,8.33,12.93
3.51,3.08,5.33,8.61,10.51
3.43,5.16,9.69,0.65,57.85
4.6,0.54,7.66,2.37,31.13
4.47,4.14,3.68,5.27,42.22
0.41,8.51,3.14,3.56,44.21
6.19,1.35,8.72,3.9,40.77
3.25,9.32,3.8,3.08,72.88
0.82,6.04,8.99,3.36,34.2
9.14,7.64,7.79,4.09,99.15
4.83,4.13,5.88,1.68,56.69
0.78,5.75,7.39,6.37,16.7
5.23,4.9,1.79,9.8,28.65
0.8,9.06,5.36,5.56,40.15
9.3,0.4,7.7,4.43,54.78
2.86,4.95,5.04,7.89,25.92
4.14,8.1,2.4,4.07,58.95
0.28,0.58,8.93,0.11,1.77
3.56,9.55,9.18,3.92,70.73
9.43,7.16,8.53,3.23,108.34
6.94,1.72,7.34,4.96,47.55
3.85,0.53,3.44,1.01,36.98
0.43,5.96,5.25,9.46,6.03
4.89,6.87,8.7,9.31,39.58
4.28,6.48,7.65,2.63,65.14
0.84,6.88,9.58,4.84,28.31
2.89,9.4,1.81,2.88,71.05
6.2,7.06,6.6,2.78,77.71
5.13,6.78,1.1,1.45,69.05
3.81,2.52,1.84,1.45,42.95
1.05,7.44,8.58,1.27,54.97
4.75,1.24,9.58,2.34,38.73
6.12,2.97,8.53,6.11,37.98
6.49,2.32,4.32,7.49,36.37
7.09,1.75,4.65,3.26,48.7
6.71,1.85,2.64,6.97,30.37
7.58,2.19,3.41,9.56,33.21
8.18,6.48,1.48,0.59,94.43
3.81,2.2,5.63,8.34,18.98
9.55,2.11,9.34,6.17,53.14
7.84,9.62,5.43,2.78,106.31
1.59,1.86,0.61,2.28,15.89
3.0,3.16,2.93,0.88,34.17
8.71,9.16,9.34,1.91,110.36
2.75,6.23,9.06,3.7,43.5
2.35,9.71,4.48,7.97,51.44
3.58,7.87,7.66,8.01,46.75
4.81,6.49,2.51,5.11,49.86
2.26,1.9,5.84,5.93,8.49
4.05,8.89,1.71,1.39,85.2
1.43,5.31,3.82,0.25,51.13
2.83,0.51,8.02,6.07,8.86
2.47,5.07,5.5,8.99,12.57
4.78,4.72,6.23,6.38,45.23
4.02,8.09,5.84,1.23,77.66
6.49,7.31,8.82,1.92,84.72
4.81,3.55,2.48,4.39,36.3
8.2,1.17,3.69,0.52,72.52
2.96,3.26,0.88,5.79,24.9
1.85,3.93,3.49,1.7,32.79
1.87,3.87,6.04,9.34,4.42
2.72,9.01,2.95,3.21,61.85
2.91,9.31,8.04,2.41,69.46
4.76,8.74,3.0,7.47,52.26
9.8,6.56,6.69,5.93,90.55
0.56,3.33,0.83,9.04,-11.54
0.84,7.58,9.36,3.28,46.6
1.41,0.43,1.66,5.17,-1.67
9.97,1.85,7.58,7.12,61.53
9.71,5.15,8.7,2.3,96.77
3.5,0.95,1.99,5.22,17.95
4.37,0.73,9.44,1.37,30.04
9.56,5.54,5.97,9.3,69.43
0.22,7.8,8.39,4.99,36.03
1.52,2.22,3.24,9.4,-5.77
1.79,1.8,1.26,0.4,24.08
8.49,2.96,9.02,2.57,81.28
1.76,1.49,4.41,4.86,6.86
4.23,7.56,9.58,2.44,71.18
0.67,8.63,4.18,6.01,41.16
9.94,4.84,9.39,5.66,83.27
0.45,5.91,2.72,8.49,9.65
4.54,5.43,9.28,4.52,55.09
6.95,1.45,3.3,2.35,51.56
0.77,7.51,3.66,6.12,29.94
7.82,9.69,8.87,5.57,96.54
6.66,9.74,8.1,6.12,89.25
1.34,8.31,1.55,7.75,38.28
7.86,9.98,8.32,9.42,80.44
2.17,9.51,9.28,7.88,45.85
1.56,0.15,0.25,3.15,2.78
9.45,3.34,4.39,2.73,78.66
8.46,8.47,0.91,1.34,109.0
4.8,4.99,5.7,8.66,35.06
5.76,0.06,0.31,2.91,33.48
3.35,2.44,0.94,4.6,26.57
9.99,7.57,4.84,0.56,120.4
0.75,7.06,7.9,1.68,43.89
