X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,y
0.78,1.28,1.05,7.28,3.71,5.83,6.44,2.32,7.32,0.98,3.36,3.78,6.83,9.83,1.16,2.28,9.85,8.12,7.7,6.22,-53.09
1.16,6.06,4.01,6.99,2.03,6.46,8.15,9.31,8.37,9.78,2.15,0.47,5.45,8.98,9.38,5.75,8.04,8.97,1.9,4.21,-65.17
4.77,0.97,4.53,0.25,7.7,3.63,2.37,9.55,0.47,9.17,5.81,6.35,1.9,9.27,0.75,4.67,2.35,7.02,4.3,4.13,-66.58
1.9,0.25,4.74,9.24,9.58,4.7,9.57,9.68,7.13,0.6,5.85,3.24,9.34,8.73,4.2,4.53,8.21,5.18,5.71,8.27,-69.53
1.89,0.08,5.41,7.07,9.59,1.76,8.32,8.9,2.77,5.7,8.15,3.97,2.34,6.4,6.47,4.54,4.58,8.1,0.83,9.82,-98.57
1.25,9.74,4.21,6.02,4.4,0.7,8.31,8.33,8.04,7.86,7.43,2.35,6.41,6.16,9.06,3.18,1.02,2.84,2.78,9.89,-35.33
5.75,9.4,4.75,1.01,8.43,4.08,2.73,0.64,6.3,3.81,1.87,7.79,1.23,8.67,0.28,0.28,0.52,0.62,9.47,1.92,21.56
9.8,8.63,0.55,7.84,6.81,5.75,8.39,0.44,3.23,2.17,7.89,9.85,8.37,4.24,9.74,8.3,6.28,4.71,2.8,6.36,-20.65
9.78,0.19,5.86,3.78,5.92,6.03,8.33,2.1,0.6,3.17,9.93,7.1,9.75,7.22,3.36,7.44,3.88,1.79,7.34,4.52,-25.79
5.83,9.82,4.54,0.79,9.84,1.46,6.23,7.89,1.62,1.58,4.11,8.03,8.16,7.79,5.36,2.44,1.87,4.73,8.95,3.57,30.5
4.04,7.13,1.18,7.61,9.59,8.38,2.56,0.94,7.48,2.37,9.0,2.7,0.84,2.37,6.54,0.99,3.95,2.32,8.35,1.83,-34.76
2.21,7.56,1.41,0.74,3.92,1.81,8.6,0.66,5.4,4.28,4.76,8.21,7.01,9.94,6.78,4.25,7.88,8.43,1.65,5.97,-8.17
8.69,3.82,4.38,6.31,6.31,0.16,3.81,6.74,4.26,7.14,3.32,9.51,9.01,3.6,3.98,2.63,7.15,8.03,1.37,3.79,-0.04
6.06,9.26,6.67,5.95,1.1,1.16,3.21,3.04,3.7,8.62,4.58,0.43,2.77,9.01,7.99,7.97,4.72,7.82,7.02,6.21,-29.38
6.32,8.3,7.65,0.71,8.75,6.71,5.04,3.01,7.02,6.24,2.8,1.45,1.56,3.83,7.27,3.78,1.14,9.05,8.36,2.22,-8.36
8.01,7.27,9.43,8.37,0.95,9.43,1.33,2.85,7.84,1.39,4.68,9.93,6.95,0.37,0.62,2.78,1.33,7.58,9.73,3.38,66.52
8.83,5.55,0.9,2.74,5.32,9.14,6.59,3.52,1.67,9.92,5.32,7.7,5.28,3.3,7.95,9.74,7.94,6.06,2.33,7.02,-59.24
6.04,7.89,7.19,2.9,0.2,3.31,8.71,0.66,2.77,1.08,8.44,2.78,2.29,5.73,6.57,3.69,5.95,6.18,9.13,6.57,16.62
1.88,7.13,9.91,3.18,4.35,4.05,4.76,3.22,5.79,0.9,4.1,0.64,3.29,2.03,1.18,8.69,1.76,3.73,2.4,6.7,13.91
5.86,4.81,0.61,1.85,6.79,0.89,5.48,6.87,6.68,9.78,1.61,1.21,2.39,5.06,2.16,7.63,2.6,9.74,8.37,7.96,-78.12
9.69,6.54,6.61,9.82,9.35,1.29,8.4,4.48,5.64,2.43,6.58,6.96,2.41,5.35,3.37,6.91,7.23,7.44,5.45,7.51,-29.78
5.0,3.63,4.19,5.05,1.9,9.44,7.7,7.74,3.07,1.2,9.07,5.28,5.16,3.12,4.12,9.67,2.92,4.6,6.51,3.38,-9.19
5.25,5.25,6.88,8.61,2.77,9.63,8.01,9.13,5.95,5.98,0.6,8.22,9.35,9.11,4.03,7.41,6.02,2.57,4.94,8.32,-25.77
0.41,3.01,6.84,2.27,7.97,1.35,9.03,2.5,0.89,8.22,6.78,2.86,6.91,0.57,0.68,8.0,7.75,9.83,6.9,3.14,-23.54
4.03,7.7,7.38,8.85,0.67,7.75,4.74,1.09,2.24,6.78,9.55,9.13,8.13,2.14,8.22,7.92,7.62,0.14,4.64,7.73,25.33
6.53,4.06,0.22,0.44,0.13,1.67,2.99,9.6,6.1,5.22,7.81,3.17,2.55,1.99,9.25,5.93,9.61,2.92,2.99,3.06,14.03
7.21,0.18,7.26,8.88,1.88,8.9,1.35,5.15,6.35,6.29,1.19,8.59,5.39,9.45,9.54,2.8,2.41,3.52,2.39,5.6,-26.76
0.75,0.34,5.01,8.37,7.57,8.21,7.9,2.58,8.75,7.45,7.18,1.84,0.13,0.19,9.12,5.4,6.18,0.14,0.54,7.37,-77.02
6.4,3.19,7.44,2.83,7.91,2.39,2.96,1.5,7.46,1.09,2.12,7.85,0.33,1.77,2.9,0.59,1.45,7.07,6.02,6.02,15.99
3.54,3.27,7.22,1.33,3.26,1.97,3.19,0.34,0.59,3.45,6.05,3.64,2.37,6.24,3.92,3.4,4.98,2.96,6.29,3.46,2.26
5.28,3.03,6.96,5.5,3.66,6.48,8.14,6.39,6.37,2.33,4.05,2.75,6.58,7.43,3.24,1.83,1.14,0.75,0.65,5.82,-34.03
9.85,6.55,4.61,4.13,5.16,2.53,4.53,2.07,6.52,6.95,2.7,2.97,6.08,7.19,7.04,5.69,4.74,9.37,0.51,7.77,-47.61
6.84,4.83,7.73,4.91,9.76,3.45,4.56,5.59,9.36,6.79,2.16,7.24,0.8,1.86,0.96,3.38,4.01,3.49,1.21,1.03,-2.48
2.11,3.56,0.72,7.17,8.38,6.44,4.73,4.45,4.79,10.0,6.4,8.07,2.02,2.05,3.11,1.34,2.61,4.1,2.36,6.75,-78.34
0.72,8.11,1.95,4.22,9.36,5.91,5.99,9.55,7.57,9.65,8.51,6.41,0.71,2.12,8.03,0.68,8.52,7.73,1.36,2.93,-40.26
8.26,6.29,4.83,9.0,6.88,3.71,2.62,5.66,5.24,9.74,9.51,1.88,1.02,5.6,1.87,0.73,9.13,2.69,9.1,6.53,-63.33
2.83,5.34,0.14,6.12,0.73,8.04,9.77,6.93,0.35,4.29,7.19,4.09,6.45,8.04,6.05,4.82,2.59,9.94,6.61,1.05,-58.73
2.61,2.14,4.94,2.71,5.02,2.51,9.19,4.35,1.64,5.95,2.99,1.83,1.03,3.84,1.11,0.72,9.38,5.88,9.4,7.74,-57.1
6.74,8.61,1.91,9.67,8.0,3.29,2.34,7.93,7.62,3.35,3.38,3.63,6.55,6.06,0.34,8.59,8.12,8.87,3.08,5.84,-38.3
5.38,4.09,0.28,9.18,7.6,0.03,3.06,8.15,6.9,1.15,9.55,0.99,4.49,8.27,3.45,4.05,6.44,2.95,3.26,1.09,-47.74
7.7,0.22,7.76,3.51,7.53,5.48,4.18,6.6,1.89,8.38,6.48,5.44,9.76,1.02,4.48,1.99,0.41,1.58,5.68,4.31,-23.37
9.33,2.92,2.77,1.1,1.81,8.48,8.91,0.43,1.97,5.24,3.77,3.3,1.14,1.98,6.34,2.73,9.32,2.17,1.03,1.85,-34.3
2.66,7.76,1.8,4.62,7.32,1.89,0.69,4.36,9.05,2.58,4.36,9.38,3.14,1.98,4.68,1.42,9.07,4.45,6.08,3.54,47.23
2.94,8.57,4.08,1.66,7.38,0.13,9.41,2.19,5.53,9.49,9.23,6.65,3.89,4.46,1.02,1.33,9.2,9.75,8.05,9.07,-24.28
4.97,5.13,5.95,3.15,4.81,6.89,0.0,4.11,7.71,6.23,4.63,0.47,8.94,9.12,1.52,5.01,2.81,6.28,8.45,0.12,-16.22
9.59,6.94,2.24,5.45,8.37,3.62,2.34,8.01,5.21,4.18,0.29,3.33,5.95,1.23,6.76,8.67,3.28,1.27,8.74,5.39,-3.37
9.46,0.02,9.35,0.37,3.94,4.74,8.19,4.6,2.16,3.19,9.97,0.52,6.11,5.48,1.08,9.69,9.26,1.8,2.52,1.75,-15.32
7.22,3.56,6.81,9.41,1.23,5.69,1.06,0.98,3.66,9.3,4.45,8.6,0.52,9.02,9.46,0.18,1.84,5.24,1.69,2.02,-36.56
3.5,9.75,6.08,9.46,2.13,3.36,4.99,4.62,4.04,1.9,2.62,0.52,2.63,6.32,0.56,6.87,5.85,4.59,5.0,1.51,0.3
9.26,9.99,9.97,6.06,9.92,1.23,0.65,1.81,2.52,3.81,7.71,8.33,8.56,1.75,9.28,1.42,8.39,2.67,9.38,3.77,73.36
3.21,1.91,1.67,1.05,1.12,6.12,6.78,7.92,1.94,5.55,1.14,7.27,7.47,8.03,6.63,1.66,5.13,1.53,6.27,2.05,0.15
0.72,4.3,9.52,7.7,1.77,4.09,6.92,1.92,7.19,4.05,1.49,3.48,8.22,1.87,0.32,2.77,8.4,1.18,1.15,3.25,22.64
6.92,1.3,3.88,7.34,6.59,2.98,7.14,8.4,0.72,5.03,5.55,0.66,7.95,3.67,5.16,0.55,3.6,7.29,5.74,8.19,-86.28
0.52,3.82,9.44,6.03,2.46,1.54,0.44,2.15,7.08,5.26,2.92,5.58,1.82,4.07,4.88,3.95,1.89,3.29,4.74,1.11,41.18
1.61,3.16,5.06,0.91,9.13,9.36,0.41,6.02,2.92,3.25,2.14,0.79,5.13,2.77,4.32,1.2,7.14,7.74,4.89,3.18,-33.9
8.77,7.11,8.96,0.72,0.99,1.82,7.2,6.31,5.54,2.01,9.44,4.38,7.5,1.51,2.37,3.99,3.36,7.9,7.1,4.16,56.36
3.29,3.02,3.69,1.13,2.04,0.39,6.24,0.55,1.97,4.89,7.51,8.3,9.65,4.11,7.92,0.3,0.26,4.6,5.86,2.61,26.18
4.83,5.86,1.04,9.5,4.29,2.85,7.08,2.5,3.53,7.37,2.03,3.17,1.8,6.19,7.96,3.18,7.87,6.58,4.72,3.62,-66.85
0.9,6.91,5.78,5.72,7.1,2.69,4.66,1.87,3.85,0.63,9.8,4.24,4.97,3.21,0.14,4.23,0.85,7.91,1.82,9.72,-24.33
2.84,6.5,9.28,8.29,9.36,6.96,4.93,7.25,5.45,4.36,8.35,2.7,7.7,2.25,1.74,7.2,7.47,8.06,9.43,3.52,-6.55
8.55,7.09,1.18,2.04,4.86,6.32,8.97,6.68,3.42,6.27,5.31,1.37,7.84,3.71,7.12,2.2,8.08,9.9,6.45,7.54,-56.27
6.17,1.82,0.61,3.68,7.07,9.42,0.81,6.25,0.71,9.82,2.08,8.16,0.41,1.08,6.49,5.78,4.91,1.2,1.8,9.06,-72.9
3.15,9.59,5.94,1.08,0.04,7.97,2.38,6.27,5.88,5.97,2.41,4.46,7.74,7.44,3.44,6.23,8.5,3.53,1.6,1.08,44.66
1.57,7.98,4.33,9.71,8.14,6.21,4.5,6.79,2.81,7.01,9.15,3.42,2.78,6.95,0.76,5.66,9.28,1.96,7.7,3.6,-53.69
1.84,8.03,5.83,6.99,2.82,4.09,7.44,1.45,6.89,8.18,6.83,2.04,2.93,0.53,9.49,8.36,4.23,7.14,5.83,1.49,-9.57
5.26,0.24,5.32,0.26,4.93,8.68,8.05,3.44,2.99,8.16,2.69,9.8,0.21,2.43,5.72,0.34,0.82,9.79,0.1,7.75,-64.76
2.23,1.52,6.39,0.3,9.26,9.78,3.0,9.37,7.05,1.44,4.36,1.7,5.4,0.71,9.37,6.69,6.02,0.76,1.6,9.38,-14.85
9.34,1.69,2.85,6.31,5.06,4.37,6.0,6.87,5.6,7.62,1.4,9.84,5.21,6.09,3.56,6.64,2.68,0.54,2.72,7.72,-43.75
5.61,1.57,9.15,2.83,0.6,5.99,4.29,0.18,2.83,8.53,2.67,7.67,8.26,3.61,4.35,4.65,1.96,1.99,3.52,8.4,5.98
5.74,3.18,3.9,2.95,6.42,5.18,4.86,0.35,1.57,0.36,3.9,6.05,2.78,6.96,4.65,0.55,6.36,0.98,2.78,3.46,-17.06
9.78,7.69,5.18,7.52,9.77,6.67,0.33,9.32,1.74,9.06,0.7,7.47,5.64,5.95,5.02,1.91,6.7,3.64,7.08,4.12,-27.34
8.77,7.37,1.08,1.37,5.99,7.94,3.76,0.58,8.59,0.85,2.26,7.11,1.01,2.05,9.49,5.67,8.74,3.02,3.0,2.13,28.63
7.08,5.03,6.88,4.94,0.18,2.69,5.15,7.34,0.33,1.72,2.92,7.19,6.82,7.41,9.65,9.55,8.59,3.6,0.91,9.16,20.52
2.18,8.57,0.88,9.95,4.44,9.32,6.27,1.72,2.65,0.34,2.32,5.82,2.89,9.06,6.4,6.16,3.97,9.24,3.86,8.91,-68.87
0.73,5.28,1.31,7.61,7.0,7.86,3.18,1.85,3.55,5.85,3.8,8.05,5.49,9.38,6.23,6.44,1.7,2.89,6.3,1.18,-40.4
9.97,1.34,3.29,3.04,8.47,3.84,8.18,6.9,9.85,7.38,8.46,7.31,9.46,8.5,9.58,5.69,9.02,2.3,6.78,4.87,-32.47
0.0,0.45,0.72,9.5,5.91,1.29,8.85,4.14,4.2,9.77,7.34,1.44,6.87,7.01,1.07,3.68,5.06,6.23,6.94,7.74,-120.4
2.03,2.1,5.06,2.71,4.65,3.9,3.56,5.14,7.59,1.0,8.61,1.68,6.37,4.76,1.09,0.33,9.15,7.87,9.81,1.66,10.7
6.66,0.3,3.36,2.53,7.88,9.8,7.42,4.01,5.55,3.77,7.74,6.26,4.53,1.49,1.11,0.62,7.87,8.77,9.78,4.65,-45.68
3.75,0.42,2.47,3.22,9.46,5.67,5.11,9.88,5.3,6.67,4.5,5.4,6.38,2.25,5.37,0.31,3.88,7.73,0.95,6.9,-68.36
6.33,8.0,4.89,6.16,4.99,8.37,7.92,2.64,1.47,4.69,5.36,5.89,9.72,6.22,0.09,2.04,7.12,7.7,7.31,3.94,-28.23
4.44,4.17,3.18,1.82,4.51,4.7,9.94,0.98,0.58,4.74,6.23,1.34,1.27,9.81,8.29,8.8,6.6,3.46,6.36,3.9,-56.59
2.29,1.33,9.06,6.55,1.29,4.91,0.55,8.67,2.89,0.0,7.51,1.37,8.53,4.68,7.58,9.86,5.74,9.31,2.99,5.15,8.87
7.59,9.12,4.08,5.26,7.34,3.13,2.6,7.93,2.0,8.64,3.91,7.07,8.08,6.26,6.55,5.29,5.67,0.1,9.24,7.99,-4.65
1.62,5.74,7.1,5.64,7.28,6.85,3.38,0.74,7.88,4.56,7.67,6.62,5.44,3.76,6.75,7.38,9.75,6.87,4.25,9.7,-3.15
5.28,9.04,7.67,9.92,9.65,8.57,6.12,5.89,7.61,6.58,3.92,9.56,8.73,3.44,2.22,1.58,6.64,5.56,6.52,8.73,-12.19
6.59,2.67,4.45,6.71,7.6,2.01,1.95,6.57,9.03,8.8,1.01,6.95,3.97,5.35,3.49,7.48,8.28,3.92,6.53,7.21,-27.8
0.09,6.24,9.5,3.93,3.39,5.31,3.77,3.51,6.97,0.33,1.32,1.37,0.02,8.96,2.22,7.17,3.05,8.67,2.1,3.17,-0.64
0.28,6.81,0.62,4.5,1.13,7.05,7.23,4.0,6.95,2.83,7.52,3.93,4.02,8.2,0.17,3.67,0.79,5.78,5.07,7.59,-54.82
2.86,6.93,3.46,1.4,2.47,4.98,5.78,4.6,0.95,6.1,2.24,0.39,3.82,9.18,2.68,3.49,2.09,1.48,8.95,4.33,-37.0
5.89,5.26,6.83,2.25,5.94,7.87,1.0,3.07,0.81,3.04,8.95,1.54,6.75,1.74,8.52,6.46,9.6,3.93,3.07,5.98,-2.5
8.14,2.13,0.53,1.86,3.78,7.06,8.34,7.53,9.44,4.93,1.99,0.9,0.22,4.9,4.11,5.96,0.18,6.71,4.0,8.68,-85.49
1.55,5.87,7.32,7.34,6.05,8.0,6.74,4.49,3.53,5.73,1.24,3.0,9.1,8.26,6.09,4.7,9.58,2.57,3.08,9.66,-42.31
8.88,8.05,6.23,8.4,6.48,4.11,9.39,7.91,5.81,5.34,7.15,8.95,5.6,4.26,9.51,7.9,9.58,8.85,9.7,2.49,16.1
7.11,2.24,9.79,5.68,5.92,2.56,1.82,3.36,5.36,8.41,0.19,7.16,5.13,9.05,6.9,8.32,2.97,2.44,2.12,2.27,0.38
4.74,0.36,5.95,3.72,4.09,7.89,6.13,0.25,3.54,7.05,9.49,2.19,4.78,6.5,3.93,8.98,4.03,9.14,6.65,0.69,-62.29
4.25,6.29,8.29,0.82,3.51,6.04,0.82,7.01,7.99,2.4,4.19,7.79,5.39,7.81,2.2,9.37,7.1,1.66,1.05,4.55,51.77
0.67,2.75,2.57,1.7,8.17,1.37,3.2,3.12,5.58,7.23,9.3,2.46,0.54,6.02,8.59,0.19,0.9,8.76,4.47,6.03,-69.36
9.16,1.48,5.93,7.83,8.91,2.33,2.76,3.03,0.98,7.5,2.86,4.79,4.53,8.02,8.42,2.91,5.71,9.66,7.72,6.93,-68.46
7.32,8.99,5.08,7.41,1.51,4.08,3.42,1.65,6.05,6.54,0.06,4.41,5.37,0.57,8.75,9.6,9.33,4.78,4.4,5.77,26.94
5.4,6.31,0.67,8.99,8.06,3.95,4.76,2.94,7.35,5.08,8.6,6.95,8.95,1.16,9.8,7.73,5.32,2.86,6.62,3.12,-4.74
6.43,8.05,0.1,8.42,5.21,6.6,0.4,0.58,5.17,9.82,1.95,2.27,5.58,9.37,3.46,2.5,4.97,9.26,6.28,6.92,-87.41
8.63,2.25,2.9,0.79,4.15,4.4,0.08,2.85,9.98,6.05,1.58,6.09,5.44,0.26,0.71,9.08,7.44,9.28,1.75,4.06,7.06
8.64,4.93,3.95,2.57,9.35,6.3,7.93,0.96,6.99,7.37,1.94,6.69,9.36,9.9,1.67,2.56,6.74,0.59,7.95,0.59,-29.63
8.82,1.25,1.11,6.31,8.15,2.74,5.35,7.29,0.59,3.53,8.63,5.52,8.61,9.62,9.94,1.89,8.62,8.12,0.22,4.23,-69.84
4.72,4.72,4.76,0.53,0.31,8.48,9.43,4.53,1.95,7.33,9.52,2.81,7.69,1.55,4.57,3.11,5.3,6.27,5.2,4.39,-20.8
0.78,3.54,7.77,9.39,9.5,2.18,7.45,8.03,1.02,2.58,8.38,6.96,3.48,6.28,5.9,1.97,5.84,3.66,2.73,5.22,-32.22
7.17,1.14,0.96,3.86,5.1,1.79,1.88,0.42,9.73,5.07,0.3,4.37,0.39,5.46,1.11,0.8,0.43,6.69,3.73,3.05,-48.12
4.71,5.2,5.18,7.58,5.29,1.21,8.35,1.35,5.96,2.51,8.33,3.09,8.49,4.0,3.53,7.35,6.91,1.0,6.13,3.8,0.35
7.68,9.67,2.12,8.16,4.85,5.13,8.48,2.77,7.12,0.32,5.05,9.67,3.12,1.82,8.44,4.62,6.41,6.39,5.85,2.44,33.22
4.74,4.12,7.96,3.52,9.83,8.38,5.77,8.33,2.43,9.48,6.38,2.77,2.4,9.76,4.02,9.42,0.66,7.91,1.09,6.82,-105.64
7.96,9.01,5.56,5.31,6.54,7.89,9.66,7.69,5.98,1.83,7.65,4.64,8.96,3.47,3.04,4.05,7.16,3.6,3.09,3.89,0.95
8.49,4.25,7.96,4.79,3.86,3.27,6.22,0.38,6.02,6.71,7.56,6.52,6.32,6.99,2.7,9.22,8.54,9.75,5.59,8.76,-23.93
2.49,5.79,2.74,1.01,9.17,9.03,1.46,5.17,2.77,2.59,3.19,0.5,3.18,9.9,4.76,3.13,3.76,6.68,0.2,3.1,-71.01
9.02,3.23,3.39,7.35,4.3,3.83,4.27,9.5,6.06,1.11,9.95,7.26,3.43,5.22,0.06,4.85,2.54,8.5,4.3,8.09,-37.06
9.43,9.69,9.15,8.86,0.21,4.41,6.75,6.22,5.69,4.77,0.53,8.79,7.02,7.91,7.27,7.68,8.98,0.03,7.51,9.34,37.83
6.45,6.81,1.49,2.66,0.51,5.49,2.16,1.13,4.93,4.18,5.8,4.69,5.85,2.2,5.84,5.78,2.71,5.44,0.58,6.9,-4.29
5.4,0.1,2.96,1.49,1.86,4.43,7.76,9.64,7.43,7.71,6.18,7.17,0.52,1.8,6.43,4.64,0.52,9.66,8.87,4.43,-28.14
7.49,6.93,5.57,5.53,3.51,6.37,4.96,9.8,9.93,3.86,8.58,6.74,8.09,4.45,5.97,7.82,9.93,4.2,7.32,2.74,38.66
1.33,3.16,8.42,6.47,9.99,1.85,9.46,2.23,8.45,4.3,3.89,0.52,6.97,6.03,3.53,7.32,6.69,3.31,8.44,6.85,-26.35
4.41,4.33,7.95,6.44,9.64,1.36,7.82,7.99,9.12,6.19,6.75,7.37,9.85,6.86,2.88,9.81,9.65,2.59,1.63,0.12,12.85
8.98,2.43,2.22,2.26,8.12,6.99,6.59,8.64,9.85,9.82,3.92,1.72,8.81,7.72,7.35,9.46,1.98,5.29,8.49,0.31,-55.2
3.62,9.7,4.34,9.6,2.45,7.61,3.52,0.39,6.87,2.37,5.8,1.17,3.43,4.99,5.81,1.85,2.33,1.87,3.16,8.67,-37.98
7.47,7.32,3.21,5.36,5.79,1.68,0.93,6.03,9.56,2.22,5.56,0.63,1.02,5.34,6.67,5.99,7.06,6.17,7.68,0.07,10.93
1.75,7.82,9.14,7.1,3.16,4.09,5.03,8.5,7.2,2.08,6.03,9.96,3.86,7.2,3.95,2.3,0.91,2.76,5.11,8.26,27.46
0.97,0.94,1.35,8.49,8.68,3.51,9.85,6.4,2.67,6.35,9.78,7.78,8.34,9.77,1.8,0.75,0.77,5.77,4.03,8.37,-109.66
1.04,9.47,2.21,4.16,3.37,5.72,0.25,4.99,5.54,5.65,6.26,4.04,6.4,6.8,6.14,5.21,7.08,3.48,4.33,8.52,-11.54
9.92,0.22,2.38,5.45,5.79,6.67,2.78,6.32,5.92,5.86,6.58,7.5,1.37,3.04,3.06,0.66,9.98,4.22,6.21,2.49,-28.79
7.02,4.73,0.15,7.9,4.04,9.49,8.14,2.71,8.17,6.09,0.16,1.73,8.66,1.98,2.35,9.08,8.19,5.31,3.07,7.68,-75.35
5.41,1.98,5.29,6.31,5.72,6.96,8.09,9.04,6.05,8.53,9.53,6.83,7.82,9.54,0.16,3.53,4.52,2.33,2.25,1.78,-57.79
1.89,9.4,0.33,6.95,5.65,7.29,6.38,2.83,4.13,7.42,8.33,6.65,4.17,8.47,7.82,7.93,4.76,7.16,8.18,0.56,-38.72
8.39,4.03,8.2,8.58,5.13,0.84,5.43,9.62,8.65,8.69,1.99,9.95,5.93,7.17,7.26,9.78,6.75,0.4,1.5,0.47,26.27
6.78,2.85,4.11,2.29,2.46,8.06,0.95,1.43,1.31,6.93,6.74,6.79,5.85,3.91,3.79,2.81,8.63,0.39,6.17,7.23,-8.69
9.09,4.45,3.99,0.71,0.21,5.88,2.61,2.13,3.74,9.07,9.07,0.13,6.18,1.77,3.58,6.02,4.22,1.46,9.41,2.79,-8.0
3.04,6.09,4.39,3.54,6.95,6.25,5.42,0.12,0.43,7.53,5.68,4.64,9.89,2.02,5.77,6.71,7.87,3.44,7.84,4.09,-9.34
1.71,5.64,2.4,1.35,1.75,7.58,1.9,9.56,7.01,3.18,9.6,5.87,7.53,4.48,2.24,4.78,6.06,2.59,6.36,5.34,15.09
8.89,9.05,9.23,0.89,6.4,9.39,0.08,6.81,2.89,8.72,6.11,5.79,0.03,9.79,6.92,3.1,7.76,8.66,2.77,5.69,-27.28
5.15,8.6,3.16,4.25,9.03,2.71,5.42,2.82,3.71,2.86,3.5,6.84,7.18,3.37,6.03,2.28,3.67,3.06,2.86,2.23,14.61
1.23,2.01,8.18,6.25,7.21,1.05,4.45,8.69,7.35,5.64,2.82,2.82,0.37,4.13,6.13,0.02,8.14,3.03,4.99,5.94,-20.4
7.18,2.75,2.84,3.91,1.59,7.47,3.58,1.64,1.13,0.19,4.31,2.17,8.5,1.01,6.35,0.56,7.5,0.43,1.32,0.96,7.33
1.2,9.24,0.47,0.67,5.55,5.81,1.75,9.52,7.94,9.14,9.1,1.52,8.69,3.63,9.98,1.68,9.84,5.12,6.09,7.47,-18.7
0.16,0.86,5.95,0.47,2.47,8.04,0.75,3.29,5.42,0.37,6.57,9.24,9.62,5.84,8.19,6.65,5.54,1.32,2.43,6.82,41.47
9.46,0.11,4.37,1.68,7.86,5.38,7.56,7.45,3.0,4.03,6.3,9.3,9.58,5.51,3.91,1.87,1.47,0.11,6.01,1.01,-2.46
3.95,9.87,8.12,3.49,6.66,4.39,9.21,4.31,2.47,5.59,2.72,0.95,0.52,2.61,4.81,7.79,8.61,9.92,8.96,9.37,-24.14
8.28,2.92,4.52,1.83,6.17,5.38,1.49,9.58,9.0,7.98,7.75,8.97,2.47,6.48,4.07,8.02,7.53,3.29,8.14,9.2,-12.65
0.4,6.84,1.44,2.41,3.44,8.96,4.35,2.69,2.74,6.99,9.21,6.0,0.34,0.46,9.04,1.07,1.93,3.43,8.24,0.1,-5.67
5.94,1.02,0.59,1.53,0.27,4.22,7.97,1.23,1.93,6.51,3.82,5.37,5.3,1.53,0.48,2.86,7.45,6.87,7.75,8.98,-44.53
8.66,2.25,8.17,8.27,3.33,4.12,8.92,7.71,8.3,2.31,2.03,9.13,5.74,0.36,9.01,4.79,6.39,3.22,4.41,3.67,42.73
5.01,7.4,7.38,2.82,8.46,5.66,6.39,5.62,4.07,8.27,9.6,6.96,3.4,8.42,2.96,1.48,2.15,2.53,0.8,2.76,-37.6
0.08,0.9,8.27,3.75,3.48,9.31,0.52,4.45,4.35,1.43,6.6,3.73,2.01,2.02,6.27,7.7,7.99,7.57,9.23,3.04,24.17
3.53,6.32,5.42,6.87,1.18,4.51,1.72,6.14,5.57,4.14,2.22,5.56,6.0,7.97,8.24,0.03,9.83,8.21,6.14,5.48,6.83
2.92,4.55,1.45,5.15,0.23,2.5,8.09,3.59,7.11,1.72,9.28,6.25,7.83,2.65,5.23,0.12,0.91,6.26,3.32,3.81,2.26
6.19,3.58,8.75,1.86,2.58,2.26,6.86,2.84,0.7,2.97,6.1,8.53,8.64,3.81,4.0,9.31,0.67,9.67,4.94,6.79,24.14
6.15,9.4,5.53,2.14,8.16,5.9,5.71,3.21,8.46,4.35,8.64,4.32,1.64,4.1,8.85,4.22,5.04,1.73,6.9,2.84,10.26
3.21,2.3,6.2,1.77,8.3,1.29,1.45,7.51,3.64,5.72,8.28,7.05,3.56,0.25,9.03,2.35,0.61,9.85,0.61,6.57,-16.22
1.98,7.68,6.13,3.64,2.14,5.15,4.62,3.09,6.75,4.95,4.77,4.02,1.13,2.75,7.73,9.25,2.98,6.17,0.73,1.12,19.19
0.86,7.33,6.38,5.98,9.27,8.25,2.12,4.03,6.12,5.11,0.19,5.03,6.46,5.08,8.66,0.01,7.49,8.13,2.58,2.04,-10.72
2.29,5.94,2.35,7.49,1.69,6.04,1.45,6.2,2.35,8.81,8.91,7.61,5.14,1.43,0.09,9.65,0.31,3.33,9.04,6.64,-26.99
6.34,4.21,8.55,5.13,4.95,7.23,8.67,7.14,5.58,1.29,7.04,8.18,6.65,9.17,4.54,4.15,7.55,0.54,3.58,2.99,14.42
1.78,8.05,5.42,7.76,1.54,6.59,5.86,4.59,1.35,6.03,5.62,0.44,0.02,3.26,0.54,8.79,2.81,2.62,6.41,7.45,-49.68
5.82,3.53,2.33,0.91,7.13,7.07,5.24,9.42,4.36,6.08,7.31,1.51,3.0,2.17,7.96,5.53,7.52,6.86,7.97,1.51,-28.01
9.68,3.43,0.85,4.83,8.03,9.8,5.13,3.14,9.48,4.1,3.08,9.53,9.07,2.59,4.85,3.86,8.47,8.69,7.72,2.16,-9.51
5.59,6.78,6.63,1.9,3.3,8.91,6.19,4.8,2.41,6.74,5.08,3.45,0.99,9.77,0.37,1.27,2.47,0.95,2.32,3.66,-47.92
2.88,3.27,3.18,4.9,7.33,2.73,4.58,9.1,8.35,1.66,3.61,1.98,0.04,7.29,1.71,3.66,2.99,9.8,4.11,6.44,-58.19
